PLAYER,SEASON,TOTAL,SOLO,AST,SCK,SFTY,PDEF,INT,YDS,AVG,LNG,TDS,FF,FR
Michael Lewis,2010,36.0,24.0,12.0,2.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Michael Lockley,2011,6.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Michael Lowery,1996,13.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,1.0
Michael Lowery,1997,23.0,17.0,3.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Michael Mason,2000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Michael Mauti,2013,23.0,18.0,4.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Michael Mauti,2014,8.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Michael Mauti,2015,44.0,28.0,12.0,1.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Michael Mauti,2016,26.0,19.0,5.0,1.0,0.0,0.0,0.0,0.0,,,0.0,1.0,0.0
Michael Mauti,2017,15.0,12.0,3.0,0.0,0.0,1.0,0.0,0.0,,,0.0,1.0,0.0
Michael Mayes,1989,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Michael Mayes,1990,33.0,24.0,3.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0
Michael Mayes,1991,6.0,0.0,1.0,1.0,0.0,2.0,0.0,0.0,,,0.0,0.0,0.0
Michael McCrary,1993,10.0,9.0,1.0,4.0,0.0,0.0,0.0,0.0,,,0.0,2.0,0.0
Michael McCrary,1994,12.0,10.0,2.0,1.5,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Michael McCrary,1995,16.0,14.0,2.0,1.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Michael McCrary,1996,77.0,58.0,19.0,13.5,0.0,3.0,0.0,0.0,,,0.0,1.0,1.0
Michael McCrary,1997,68.0,55.0,13.0,9.0,0.0,1.0,0.0,0.0,,,0.0,1.0,2.0
Michael McCrary,1998,72.0,66.0,6.0,14.5,0.0,2.0,0.0,0.0,,,0.0,1.0,0.0
Michael McCrary,1999,58.0,32.0,15.0,11.5,0.0,2.0,0.0,0.0,,,0.0,1.0,1.0
Michael McCrary,2000,56.0,38.0,10.0,12.5,1.0,3.0,0.0,0.0,,,0.0,2.0,3.0
Michael McCrary,2001,51.0,25.0,17.0,7.5,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
Michael McCrary,2002,5.0,3.0,2.0,2.0,0.0,1.0,0.0,0.0,,,0.0,0.0,0.0
Michael Minter,1987,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Michael Mitchell,1987,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Michael Myers,1998,15.0,10.0,5.0,3.0,0.0,1.0,0.0,0.0,,,0.0,0.0,0.0
Michael Myers,1999,15.0,7.0,7.0,2.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Michael Myers,2000,34.0,24.0,7.0,0.0,0.0,2.0,0.0,0.0,,,0.0,1.0,1.0
Michael Myers,2001,54.0,31.0,18.0,3.5,0.0,4.0,0.0,0.0,,,0.0,1.0,1.0
Michael Myers,2002,35.0,18.0,13.0,1.0,0.0,3.0,0.0,0.0,,,0.0,0.0,1.0
Michael Myers,2003,30.0,12.0,14.0,6.0,0.0,0.0,0.0,0.0,,,0.0,2.0,0.0
Michael Myers,2004,33.0,17.0,12.0,1.0,0.0,0.0,0.0,0.0,,,0.0,1.0,1.0
Michael Myers,2005,38.0,27.0,7.0,2.0,0.0,2.0,0.0,0.0,,,0.0,0.0,1.0
Michael Myers,2006,57.0,27.0,20.0,2.0,0.0,2.0,0.0,0.0,,,0.0,1.0,2.0
Michael Myers,2007,34.0,18.0,13.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Michael Ojemudia,2020,62.0,54.0,7.0,0.0,0.0,6.0,0.0,0.0,,,0.0,4.0,0.0
Michael Ojemudia,2021,13.0,10.0,3.0,0.0,0.0,4.0,0.0,0.0,,,0.0,0.0,0.0
Michael Ojemudia,2022,4.0,3.0,1.0,0.0,0.0,1.0,0.0,0.0,,,0.0,0.0,0.0
Michael Ojemudia,2023,9.0,6.0,1.0,0.0,0.0,4.0,0.0,0.0,,,0.0,0.0,0.0
Michael Onuoha,2019,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Michael Pierce,2016,41.0,21.0,18.0,3.5,0.0,1.0,0.0,0.0,,,0.0,1.0,1.0
Michael Pierce,2017,54.0,36.0,18.0,1.0,0.0,0.0,0.0,0.0,,,0.0,0.0,2.0
Michael Pierce,2018,38.0,21.0,13.0,0.0,0.0,1.0,0.0,0.0,,,0.0,1.0,1.0
Michael Pierce,2019,41.0,19.0,19.0,0.5,0.0,1.0,0.0,0.0,,,0.0,0.0,1.0
Michael Pierce,2021,21.0,12.0,8.0,3.0,0.0,0.0,0.0,0.0,,,0.0,1.0,0.0
Michael Pierce,2022,6.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,,,0.0,1.0,0.0
Michael Pierce,2023,45.0,25.0,20.0,1.5,0.0,2.0,0.0,0.0,,,0.0,1.0,2.0
Michael Reed,1995,2.0,2.0,0.0,0.0,0.0,3.0,0.0,0.0,,,0.0,0.0,0.0
Michael Reed,1996,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Michael Reid,1987,19.0,15.0,3.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Michael Reid,1988,20.0,16.0,3.0,0.0,0.0,3.0,0.0,0.0,,,0.0,1.0,0.0
Michael Reid,1989,18.0,15.0,2.0,1.0,0.0,1.0,0.0,0.0,,,0.0,0.0,0.0
Michael Reid,1990,16.0,13.0,0.0,3.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Michael Reid,1991,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Michael Reid,1992,20.0,17.0,0.0,0.0,0.0,1.0,0.0,0.0,,,0.0,0.0,1.0
Michael Samson,1996,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Michael Simmons,1989,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Michael Simmons,1990,9.0,6.0,1.0,1.0,0.0,0.0,0.0,0.0,,,0.0,0.0,1.0
Michael Sinclair,1991,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Michael Sinclair,1992,10.0,9.0,1.0,1.0,0.0,1.0,0.0,0.0,,,0.0,0.0,0.0
Michael Sinclair,1993,11.0,11.0,0.0,8.0,0.0,1.0,0.0,0.0,,,0.0,1.0,0.0
Michael Sinclair,1994,12.0,10.0,2.0,4.5,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Michael Sinclair,1995,42.0,34.0,8.0,5.5,0.0,2.0,0.0,0.0,,,0.0,2.0,2.0
Michael Sinclair,1996,47.0,39.0,8.0,13.0,0.0,1.0,0.0,0.0,,,0.0,4.0,0.0
Michael Sinclair,1997,44.0,34.0,10.0,12.0,0.0,4.0,0.0,0.0,,,0.0,5.0,1.0
Michael Sinclair,1998,52.0,41.0,11.0,16.5,0.0,4.0,0.0,0.0,,,0.0,8.0,0.0
Michael Sinclair,1999,38.0,25.0,7.0,6.0,0.0,0.0,0.0,0.0,,,0.0,2.0,1.0
Michael Sinclair,2000,44.0,24.0,12.0,3.5,0.0,0.0,0.0,0.0,,,0.0,3.0,4.0
Michael Sinclair,2001,40.0,17.0,16.0,3.5,0.0,1.0,0.0,0.0,,,0.0,1.0,1.0
Michael Stewart,1987,29.0,21.0,3.0,0.0,1.0,3.0,0.0,0.0,,,0.0,0.0,0.0
Michael Stewart,1988,68.0,55.0,5.0,1.0,0.0,7.0,2.0,61.0,30.5,43.0,0.0,2.0,2.0
Michael Stewart,1989,86.0,73.0,7.0,0.0,0.0,11.0,3.0,105.0,35.0,41.0,1.0,2.0,4.0
Michael Stewart,1990,54.0,45.0,3.0,0.0,0.0,6.0,0.0,0.0,,,0.0,2.0,2.0
Michael Stewart,1991,82.0,0.0,12.0,1.0,0.0,8.0,2.0,8.0,4.0,8.0,0.0,2.0,0.0
Michael Stewart,1992,42.0,37.0,4.0,2.0,0.0,3.0,0.0,0.0,,,0.0,0.0,1.0
Michael Stewart,1993,68.0,57.0,11.0,1.0,0.0,5.0,1.0,30.0,30.0,30.0,0.0,2.0,0.0
Michael Stewart,1994,118.0,94.0,24.0,0.0,0.0,6.0,4.0,11.0,2.8,11.0,0.0,1.0,2.0
Michael Stewart,1995,91.0,67.0,24.0,0.0,0.0,6.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0
Michael Stewart,1996,8.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Michael Stone,2001,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Michael Stone,2002,10.0,6.0,2.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Michael Stone,2004,16.0,10.0,1.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Michael Stone,2005,48.0,30.0,5.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Michael Stone,2006,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Michael Strahan,1993,3.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Michael Strahan,1994,38.0,25.0,13.0,4.5,0.0,0.0,0.0,0.0,,,0.0,1.0,0.0
Michael Strahan,1995,58.0,48.0,10.0,7.5,1.0,5.0,2.0,56.0,28.0,56.0,0.0,3.0,0.0
Michael Strahan,1996,62.0,52.0,10.0,5.0,0.0,3.0,0.0,0.0,,,0.0,1.0,0.0
Michael Strahan,1997,75.0,50.0,25.0,15.0,0.0,2.0,0.0,0.0,,,0.0,1.0,2.0
Michael Strahan,1998,67.0,53.0,14.0,15.0,0.0,4.0,1.0,24.0,24.0,24.0,1.0,2.0,0.0
Michael Strahan,1999,60.0,29.0,19.0,5.5,0.0,3.0,1.0,44.0,44.0,44.0,1.0,0.0,2.0
Michael Strahan,2000,77.0,46.0,18.0,14.0,0.0,4.0,0.0,0.0,,,0.0,1.0,4.0
Michael Strahan,2001,73.0,47.0,13.0,22.5,0.0,2.0,0.0,0.0,,,0.0,6.0,1.0
Michael Strahan,2002,72.0,39.0,15.0,11.0,0.0,2.0,0.0,0.0,,,0.0,2.0,1.0
Michael Strahan,2003,76.0,43.0,15.0,18.5,0.0,5.0,0.0,0.0,,,0.0,3.0,1.0
Michael Strahan,2004,34.0,20.0,10.0,4.0,0.0,0.0,0.0,0.0,,,0.0,1.0,3.0
Michael Strahan,2005,87.0,46.0,24.0,13.5,0.0,3.0,0.0,0.0,,,0.0,1.0,1.0
Michael Strahan,2006,38.0,19.0,10.0,3.0,0.0,2.0,0.0,0.0,,,0.0,0.0,0.0
Michael Strahan,2007,78.0,50.0,15.0,11.0,0.0,3.0,0.0,0.0,,,0.0,3.0,1.0
Michael Swift,1997,19.0,17.0,2.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,1.0
Michael Swift,1998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Michael Swift,1999,32.0,29.0,1.0,0.0,0.0,7.0,0.0,0.0,,,0.0,0.0,1.0
Michael Swift,2000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Michael Waddell,2004,39.0,32.0,2.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Michael Waddell,2005,27.0,17.0,5.0,0.5,0.0,2.0,0.0,0.0,,,0.0,0.0,0.0
Michael Waddell,2008,9.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,,,0.0,1.0,2.0
Michael Walter,1983,6.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Michael Walter,1984,39.0,23.0,7.0,1.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Michael Walter,1985,71.0,39.0,17.0,3.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
Michael Walter,1986,50.0,39.0,6.0,1.0,0.0,0.0,0.0,0.0,,,0.0,1.0,1.0
Michael Walter,1987,77.0,60.0,11.0,1.0,0.0,6.0,1.0,16.0,16.0,16.0,0.0,0.0,1.0
Michael Walter,1988,110.0,71.0,19.0,1.0,0.0,7.0,0.0,0.0,,,0.0,2.0,1.0
Michael Walter,1989,97.0,89.0,4.0,1.0,0.0,6.0,1.0,4.0,4.0,4.0,0.0,2.0,1.0
Michael Walter,1990,14.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Michael Walter,1991,50.0,0.0,12.0,0.0,0.0,1.0,0.0,0.0,,,0.0,1.0,0.0
Michael Walter,1992,85.0,73.0,12.0,1.0,0.0,0.0,0.0,0.0,,,0.0,4.0,3.0
Michael Walter,1993,57.0,46.0,11.0,0.5,0.0,2.0,0.0,0.0,,,0.0,0.0,0.0
Michael Wilhoite,2012,20.0,16.0,1.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Michael Wilhoite,2013,57.0,44.0,5.0,0.5,0.0,3.0,1.0,15.0,15.0,15.0,0.0,0.0,0.0
Michael Wilhoite,2014,106.0,71.0,26.0,1.0,0.0,6.0,2.0,1.0,0.5,1.0,0.0,1.0,0.0
Michael Wilhoite,2015,90.0,51.0,24.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Michael Wilhoite,2016,77.0,55.0,11.0,0.5,0.0,2.0,0.0,0.0,,,0.0,1.0,1.0
Michael Wilhoite,2017,33.0,20.0,9.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Michael Wright,1992,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Michael Young,2001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Michael Young,2002,25.0,9.0,4.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Michael Young,2003,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Micheal Barrow,1993,42.0,36.0,5.0,1.0,0.0,6.0,0.0,0.0,,,0.0,1.0,0.0
Micheal Barrow,1994,99.0,61.0,37.0,2.5,0.0,5.0,0.0,0.0,,,0.0,0.0,0.0
Micheal Barrow,1995,87.0,55.0,32.0,3.0,0.0,3.0,0.0,0.0,,,0.0,2.0,1.0
Micheal Barrow,1996,105.0,67.0,38.0,6.0,0.0,7.0,0.0,0.0,,,0.0,4.0,1.0
Micheal Barrow,1997,88.0,67.0,21.0,8.5,0.0,1.0,0.0,0.0,,,0.0,3.0,2.0
Micheal Barrow,1998,128.0,96.0,32.0,4.0,0.0,2.0,1.0,10.0,10.0,10.0,0.0,1.0,2.0
Micheal Barrow,1999,105.0,73.0,25.0,4.0,0.0,5.0,0.0,0.0,,,0.0,1.0,1.0
Micheal Barrow,2000,116.0,64.0,25.0,4.5,0.0,3.0,1.0,7.0,7.0,7.0,0.0,0.0,1.0
Micheal Barrow,2001,133.0,60.0,45.0,6.0,0.0,6.0,0.0,0.0,,,0.0,4.0,2.0
Micheal Clemons,2022,43.0,25.0,15.0,3.5,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Micheal Clemons,2023,31.0,12.0,16.0,0.5,0.0,0.0,0.0,0.0,,,0.0,1.0,0.0
Mickey Fallon,1922,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Mickey Pimentel,2007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Mickey Pruitt,1988,18.0,14.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Mickey Pruitt,1989,7.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Mickey Pruitt,1990,14.0,8.0,3.0,1.0,0.0,0.0,0.0,0.0,,,0.0,1.0,1.0
Mickey Pruitt,1991,14.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Mickey Pruitt,1992,7.0,7.0,0.0,0.0,0.0,1.0,0.0,0.0,,,0.0,0.0,0.0
Mickey Sims,1977,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,1.0
Mickey Sims,1978,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,2.0
Mickey Sims,1979,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,3.0
Mickey Sutton,1986,13.0,9.0,1.0,0.0,0.0,4.0,2.0,25.0,12.5,20.0,0.0,0.0,0.0
Mickey Sutton,1987,28.0,23.0,3.0,0.0,0.0,6.0,1.0,4.0,4.0,4.0,0.0,0.0,2.0
Mickey Sutton,1988,23.0,19.0,1.0,0.0,0.0,7.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0
Mickey Sutton,1989,30.0,26.0,0.0,0.0,0.0,12.0,2.0,6.0,3.0,3.0,0.0,0.0,2.0
Mickey Sutton,1990,14.0,12.0,0.0,0.0,0.0,7.0,0.0,0.0,,,0.0,0.0,0.0
Mickey Walker,1961,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Mickey Walker,1962,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Mickey Walker,1963,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Mickey Walker,1964,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Mickey Walker,1965,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Mickey Washington,1990,9.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Mickey Washington,1991,59.0,0.0,20.0,0.0,0.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
Mickey Washington,1992,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Mickey Washington,1993,55.0,46.0,9.0,0.5,0.0,8.0,1.0,27.0,27.0,27.0,1.0,0.0,2.0
Mickey Washington,1994,77.0,65.0,12.0,0.5,0.0,12.0,3.0,63.0,21.0,36.0,0.0,0.0,1.0
Mickey Washington,1995,61.0,49.0,12.0,0.0,0.0,14.0,1.0,48.0,48.0,48.0,1.0,1.0,2.0
Mickey Washington,1996,80.0,67.0,13.0,0.0,0.0,11.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
Mickey Washington,1997,46.0,41.0,5.0,0.0,0.0,9.0,2.0,30.0,15.0,30.0,0.0,1.0,0.0
Mika Tafua,2022,3.0,2.0,1.0,1.0,0.0,2.0,0.0,0.0,,,0.0,0.0,0.0
Mike A Jones,1991,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Mike A Jones,1992,12.0,9.0,1.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Mike A Jones,1993,68.0,55.0,13.0,1.0,0.0,2.0,0.0,0.0,,,0.0,0.0,0.0
Mike A Jones,1994,33.0,27.0,3.0,0.0,0.0,2.0,0.0,0.0,,,0.0,0.0,0.0
Mike A Jones,1995,89.0,82.0,7.0,0.0,0.0,7.0,1.0,23.0,23.0,23.0,0.0,1.0,2.0
Mike A Jones,1996,98.0,82.0,16.0,1.0,0.0,8.0,0.0,0.0,,,0.0,0.0,0.0
Mike A Jones,1997,91.0,72.0,19.0,2.0,0.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Mike A Jones,1998,87.0,69.0,18.0,3.0,0.0,9.0,2.0,13.0,6.5,13.0,0.0,1.0,0.0
Mike A Jones,1999,86.0,56.0,18.0,1.0,0.0,11.0,4.0,96.0,24.0,44.0,2.0,2.0,2.0
Mike A Jones,2000,77.0,54.0,13.0,2.0,0.0,7.0,0.0,0.0,,,0.0,1.0,0.0
Mike A Jones,2001,28.0,20.0,3.0,1.0,0.0,5.0,0.0,0.0,,,0.0,1.0,0.0
Mike Adams,2004,9.0,4.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
Mike Adams,2005,74.0,47.0,17.0,1.0,0.0,9.0,4.0,36.0,6.0,40.0,1.0,1.0,1.0
Mike Adams,2006,64.0,51.0,10.0,0.0,0.0,3.0,0.0,0.0,,,0.0,0.0,0.0
Mike Adams,2007,29.0,22.0,2.0,1.0,0.0,1.0,0.0,0.0,,,0.0,0.0,1.0
Mike Adams,2008,50.0,32.0,9.0,0.0,0.0,2.0,2.0,18.0,9.0,18.0,0.0,0.0,1.0
Mike Adams,2009,75.0,56.0,11.0,1.0,0.0,10.0,1.0,14.0,14.0,14.0,0.0,0.0,2.0
Mike Adams,2010,54.0,32.0,7.0,1.0,0.0,6.0,2.0,51.0,25.5,26.0,0.0,0.0,0.0
Mike Adams,2011,72.0,46.0,24.0,0.0,0.0,6.0,3.0,33.0,11.0,29.0,0.0,1.0,1.0
Mike Adams,2012,87.0,65.0,21.0,1.0,0.0,12.0,0.0,0.0,,,0.0,2.0,2.0
Mike Adams,2013,81.0,58.0,16.0,0.0,0.0,8.0,2.0,3.0,1.5,3.0,0.0,0.0,1.0
Mike Adams,2014,114.0,78.0,31.0,0.0,0.0,12.0,5.0,24.0,4.0,10.0,0.0,3.0,2.0
Mike Adams,2015,84.0,58.0,25.0,1.0,0.0,6.0,5.0,63.0,9.8,38.0,1.0,3.0,1.0
Mike Adams,2016,84.0,63.0,19.0,0.0,0.0,2.0,2.0,56.0,28.0,56.0,0.0,2.0,2.0
Mike Adams,2017,75.0,50.0,22.0,0.0,0.0,11.0,3.0,43.0,14.3,40.0,0.0,2.0,2.0
Mike Adams,2018,81.0,46.0,30.0,0.0,0.0,7.0,3.0,11.0,1.0,18.0,0.0,0.0,0.0
Mike Adams,2019,9.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,1.0,0.0
Mike Baldassin,1977,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Mike Baldassin,1978,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Mike Ballou,1970,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Mike Balogun,2010,13.0,4.0,2.0,0.0,0.0,1.0,1.0,19.0,19.0,19.0,0.0,0.0,0.0
Mike Barnes,1973,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,2.0
Mike Barnes,1974,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Mike Barnes,1975,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,1.0
Mike Barnes,1976,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,1.0
Mike Barnes,1977,3.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,,,0.0,0.0,0.0
Mike Barnes,1978,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Mike Barnes,1979,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Mike Barnes,1980,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Mike Barnes,1981,11.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Mike Bass,1967,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Mike Bass,1969,0.0,0.0,0.0,0.0,0.0,0.0,3.0,31.0,10.3,31.0,0.0,0.0,1.0
Mike Bass,1970,0.0,0.0,0.0,0.0,0.0,0.0,4.0,37.0,11.3,22.0,0.0,0.0,1.0
Mike Bass,1971,0.0,0.0,0.0,0.0,0.0,0.0,8.0,78.0,9.8,38.0,1.0,0.0,0.0
Mike Bass,1972,6.0,5.0,1.0,0.0,0.0,3.0,3.0,53.0,17.7,29.0,0.0,0.0,1.0
Mike Bass,1973,0.0,0.0,0.0,0.0,0.0,3.0,6.0,189.0,30.5,68.0,1.0,0.0,0.0
Mike Bass,1974,2.0,1.0,1.0,0.0,0.0,3.0,3.0,33.0,11.0,28.0,1.0,0.0,3.0
Mike Bass,1975,0.0,0.0,0.0,0.0,0.0,0.0,4.0,85.0,21.2,30.0,0.0,0.0,0.0
Mike Battle,1969,1.0,0.0,0.0,0.0,0.0,0.0,1.0,25.0,25.0,25.0,0.0,0.0,0.0
Mike Battle,1970,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Mike Brown,2000,101.0,70.0,17.0,0.0,0.0,1.0,1.0,35.0,35.0,35.0,1.0,1.0,1.0
Mike Brown,2001,73.0,52.0,11.0,3.0,0.0,12.0,5.0,81.0,16.2,33.0,2.0,2.0,1.0
Mike Brown,2002,90.0,62.0,12.0,0.0,0.0,8.0,3.0,16.0,5.3,16.0,0.0,3.0,2.0
Mike Brown,2003,76.0,55.0,14.0,0.0,0.0,6.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
Mike Brown,2004,10.0,4.0,1.0,0.0,0.0,1.0,0.0,0.0,,,0.0,0.0,1.0
Mike Brown,2005,73.0,47.0,9.0,1.0,0.0,6.0,3.0,116.0,38.7,72.0,1.0,1.0,0.0
Mike Brown,2006,24.0,13.0,5.0,0.0,0.0,1.0,0.0,0.0,,,0.0,1.0,1.0
Mike Brown,2007,4.0,2.0,2.0,0.0,0.0,2.0,1.0,27.0,27.0,27.0,0.0,0.0,1.0
Mike Brown,2008,79.0,54.0,17.0,1.0,0.0,8.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
Mike Brown,2009,104.0,65.0,24.0,2.0,0.0,4.0,3.0,13.0,3.2,10.0,0.0,0.0,1.0
Mike Bucchianeri,1941,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Mike Bucchianeri,1944,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Mike Bucchianeri,1945,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Mike Bundra,1962,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,1.0
Mike Bundra,1963,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,1.0
Mike Bundra,1964,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,2.0
Mike Bundra,1965,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,1.0
Mike Burns,1977,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Mike Burns,1978,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
Mike Butler,1977,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,1.0
