PLAYER,SEASON,REC,YDS,AVG,LNG,TD,ATT,YDS.1,AVG.1,LNG.1,TD.1,FUM,LOST
Michael Palmer,2011,15.0,106.0,7.8,19.0,1.0,0.0,0.0,,,0.0,0.0,0.0
Michael Palmer,2012,11.0,82.0,6.8,20.0,1.0,0.0,0.0,,,0.0,0.0,0.0
Michael Palmer,2013,5.0,60.0,14.0,25.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Michael Palmer,2014,2.0,2.0,1.0,1.0,1.0,0.0,0.0,,,0.0,0.0,0.0
Michael Preston,2012,6.0,68.0,11.0,21.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Michael Preston,2013,15.0,209.0,12.0,56.0,4.0,0.0,0.0,,,0.0,0.0,0.0
Michael Roan,1995,8.0,46.0,5.3,11.0,0.0,0.0,0.0,,,0.0,1.0,1.0
Michael Roan,1996,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0
Michael Roan,1997,12.0,159.0,12.8,26.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Michael Roan,1998,13.0,93.0,7.5,16.0,0.0,0.0,0.0,,,0.0,1.0,1.0
Michael Roan,1999,9.0,93.0,11.0,24.0,3.0,0.0,0.0,,,0.0,0.0,0.0
Michael Roan,2000,3.0,12.0,4.0,6.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Michael Roberts,2017,10.0,109.0,13.0,23.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Michael Roberts,2018,11.0,129.0,12.3,29.0,3.0,0.0,0.0,,,0.0,0.0,0.0
Michael Thomas,2016,98.0,1232.0,12.7,46.0,9.0,0.0,0.0,,,0.0,2.0,2.0
Michael Thomas,2017,126.0,1533.0,12.5,46.0,7.0,0.0,0.0,,,0.0,0.0,0.0
Michael Thomas,2018,147.0,1669.0,11.3,72.0,10.0,0.0,0.0,,,0.0,2.0,2.0
Michael Thomas,2019,159.0,1841.0,11.5,49.0,10.0,1.0,-9.0,-9.0,-9.0,0.0,1.0,0.0
Michael Thomas,2020,45.0,511.0,11.3,38.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
Michael Thomas,2021,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0
Michael Thomas,2022,16.0,171.0,10.7,21.0,3.0,0.0,0.0,,,0.0,0.0,0.0
Michael Thomas,2023,40.0,464.0,12.3,31.0,1.0,0.0,0.0,,,0.0,0.0,0.0
Michael Timpson,1989,0.0,0.0,,,0.0,0.0,0.0,,,0.0,1.0,1.0
Michael Timpson,1990,5.0,91.0,16.2,42.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Michael Timpson,1991,25.0,471.0,18.1,60.0,2.0,1.0,-4.0,-4.0,-4.0,0.0,2.0,2.0
Michael Timpson,1992,26.0,315.0,11.7,25.0,1.0,0.0,0.0,,,0.0,0.0,0.0
Michael Timpson,1993,42.0,654.0,17.2,48.0,2.0,0.0,0.0,,,0.0,1.0,1.0
Michael Timpson,1994,76.0,961.0,13.2,37.0,3.0,2.0,14.0,7.0,10.0,0.0,0.0,0.0
Michael Timpson,1995,24.0,289.0,11.8,36.0,2.0,3.0,28.0,9.3,16.0,1.0,1.0,0.0
Michael Timpson,1996,62.0,802.0,13.2,49.0,0.0,3.0,21.0,7.0,13.0,0.0,2.0,2.0
Michael Timpson,1997,42.0,484.0,11.0,26.0,2.0,0.0,0.0,,,0.0,1.0,0.0
Michael Walker,2019,5.0,50.0,8.2,25.0,0.0,0.0,0.0,,,0.0,2.0,2.0
Michael Westbrook,1995,34.0,522.0,15.1,45.0,1.0,6.0,114.0,20.2,58.0,1.0,0.0,0.0
