PLAYER,SEASON,FGBLK,FGLNG,FGATT,FGM,FGPCT,XPATT,XPM,XPPCT,XPBLK,KO,KOAVG,TB,RET,AVGRET
Alex Kessman,2021,0.0,0.0,0.0,0.0,,2.0,0.0,0.0,0.0,4.0,61.5,1.0,3.0,13.0
Ali Haji Sheikh,1983,0.0,56.0,42.0,35.0,82.6,23.0,22.0,92.3,0.0,73.0,59.1,5.0,66.0,20.5
Ali Haji Sheikh,1984,1.0,48.0,38.0,21.0,52.1,37.0,34.0,92.9,0.0,80.0,57.9,15.0,51.0,19.1
Ali Haji Sheikh,1985,0.0,52.0,5.0,2.0,33.4,5.0,5.0,100.0,0.0,6.0,71.8,0.0,7.0,21.4
Ali Haji Sheikh,1986,0.0,47.0,12.0,9.0,72.2,8.0,7.0,80.0,0.0,21.0,57.2,2.0,19.0,19.9
Ali Haji Sheikh,1987,1.0,41.0,23.0,14.0,56.9,43.0,40.0,93.5,1.0,25.0,62.5,4.0,23.0,22.6
Allan Leavitt,1977,0.0,40.0,20.0,10.0,42.9,10.0,10.0,100.0,0.0,10.0,0.0,0.0,0.0,
Allan Watson,1970,0.0,45.0,10.0,5.0,50.0,8.0,7.0,83.3,1.0,18.0,0.0,0.0,0.0,
Allen Green,1961,2.0,32.0,15.0,5.0,25.0,19.0,19.0,100.0,0.0,5.0,0.0,0.0,0.0,
Anders Carlson,2023,0.0,57.0,40.0,33.0,86.1,56.0,47.0,87.1,2.0,109.0,64.1,48.0,52.0,23.1
Andrew Franks,2015,0.0,53.0,19.0,16.0,86.1,40.0,37.0,91.2,0.0,76.0,63.0,52.0,21.0,23.4
Andrew Franks,2016,2.0,55.0,26.0,20.0,79.8,49.0,48.0,98.9,0.0,88.0,63.8,51.0,37.0,19.9
Armand Niccolai,1938,0.0,18.0,5.0,1.0,25.0,10.0,10.0,100.0,0.0,0.0,,0.0,0.0,
Armand Niccolai,1939,0.0,37.0,8.0,3.0,33.3,15.0,15.0,100.0,0.0,0.0,,0.0,0.0,
Armand Niccolai,1940,0.0,48.0,14.0,6.0,48.3,6.0,6.0,100.0,0.0,0.0,,0.0,0.0,
Armand Niccolai,1941,0.0,22.0,4.0,2.0,50.0,9.0,8.0,94.4,0.0,0.0,,0.0,0.0,
Armand Niccolai,1942,2.0,30.0,14.0,2.0,8.3,9.0,9.0,100.0,0.0,0.0,,0.0,0.0,
Art Michalik,1955,1.0,36.0,12.0,1.0,6.7,15.0,9.0,61.7,3.0,0.0,,0.0,0.0,
Art Michalik,1956,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,
Austin MacGinnis,2020,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,
Austin Seibert,2019,0.0,54.0,36.0,31.0,83.3,41.0,36.0,85.2,0.0,90.0,63.9,36.0,53.0,20.1
Austin Seibert,2020,0.0,48.0,9.0,6.0,60.4,9.0,8.0,75.0,0.0,20.0,64.7,13.0,7.0,29.5
Austin Seibert,2021,0.0,52.0,15.0,13.0,81.2,8.0,8.0,100.0,0.0,35.0,54.1,9.0,22.0,18.1
Austin Seibert,2022,0.0,48.0,10.0,7.0,80.0,14.0,14.0,100.0,0.0,25.0,60.3,5.0,18.0,21.6
Austin Seibert,2023,0.0,34.0,1.0,1.0,100.0,1.0,1.0,100.0,0.0,3.0,58.7,2.0,1.0,0.0
Ben Agajanian,1945,0.0,31.0,8.0,8.0,100.0,4.0,2.0,50.0,0.0,0.0,,0.0,0.0,
Ben Agajanian,1949,0.0,40.0,13.0,8.0,65.0,36.0,35.0,98.3,1.0,0.0,,0.0,0.0,
Ben Agajanian,1953,0.0,47.0,24.0,10.0,42.8,37.0,36.0,98.0,1.0,0.0,,0.0,0.0,
Ben Agajanian,1954,0.0,41.0,25.0,13.0,50.8,35.0,35.0,100.0,0.0,0.0,,0.0,0.0,
Ben Agajanian,1955,2.0,45.0,15.0,10.0,70.0,33.0,32.0,97.2,1.0,0.0,,0.0,0.0,
Ben Agajanian,1956,0.0,43.0,16.0,7.0,37.5,29.0,28.0,98.3,0.0,9.0,0.0,0.0,0.0,
Ben Agajanian,1957,2.0,50.0,18.0,10.0,63.3,32.0,32.0,100.0,0.0,0.0,,0.0,0.0,
Ben Agajanian,1960,3.0,47.0,27.0,16.0,56.0,48.0,47.0,98.6,0.0,6.0,46.3,0.0,0.0,
Ben Agajanian,1961,4.0,51.0,22.0,8.0,35.0,30.0,30.0,100.0,0.0,14.0,51.7,2.0,0.0,
Ben Agajanian,1962,2.0,49.0,14.0,5.0,33.3,11.0,10.0,93.3,1.0,0.0,,0.0,0.0,
Ben Agajanian,1964,1.0,32.0,4.0,2.0,66.6,8.0,8.0,100.0,0.0,0.0,,0.0,0.0,
Benny Ricardo,1976,4.0,44.0,36.0,22.0,60.0,46.0,42.0,90.7,2.0,90.0,0.0,0.0,0.0,
Benny Ricardo,1978,1.0,48.0,28.0,20.0,68.6,33.0,32.0,92.9,0.0,34.0,0.0,0.0,0.0,
Benny Ricardo,1979,1.0,46.0,18.0,10.0,65.3,26.0,25.0,96.9,0.0,51.0,0.0,0.0,0.0,
Benny Ricardo,1980,1.0,47.0,17.0,10.0,45.0,34.0,31.0,91.7,1.0,56.0,0.0,2.0,0.0,
Benny Ricardo,1981,3.0,46.0,25.0,13.0,52.1,24.0,24.0,100.0,0.0,4.0,35.8,0.0,2.0,8.5
Benny Ricardo,1983,0.0,44.0,33.0,25.0,71.7,34.0,33.0,97.8,1.0,72.0,55.7,0.0,69.0,20.5
Benny Ricardo,1984,0.0,42.0,3.0,3.0,100.0,6.0,5.0,90.0,0.0,11.0,53.9,0.0,10.0,21.2
Bill Bell,1971,3.0,41.0,21.0,13.0,65.5,33.0,29.0,78.2,2.0,61.0,0.0,9.0,0.0,
Bill Bell,1972,2.0,41.0,30.0,16.0,42.4,31.0,31.0,100.0,0.0,61.0,0.0,13.0,0.0,
Bill Bell,1973,1.0,36.0,4.0,1.0,16.7,5.0,4.0,88.9,1.0,9.0,0.0,3.0,0.0,
Bill Capece,1981,1.0,51.0,24.0,15.0,65.9,32.0,30.0,93.6,1.0,62.0,60.3,10.0,51.0,21.2
Bill Capece,1982,0.0,51.0,24.0,19.0,82.0,16.0,16.0,100.0,0.0,43.0,56.8,0.0,38.0,22.0
Bill Capece,1983,1.0,49.0,23.0,10.0,38.6,26.0,23.0,86.4,0.0,57.0,57.7,10.0,44.0,21.2
Bill Gramatica,2001,0.0,50.0,20.0,16.0,77.5,25.0,25.0,100.0,0.0,51.0,59.5,8.0,38.0,20.8
Bill Gramatica,2002,0.0,50.0,21.0,15.0,65.6,29.0,29.0,100.0,0.0,60.0,59.8,0.0,57.0,24.5
Bill Gramatica,2003,0.0,38.0,4.0,3.0,66.7,6.0,6.0,100.0,0.0,14.0,60.6,0.0,14.0,21.9
Bill Gramatica,2004,0.0,30.0,3.0,3.0,100.0,1.0,0.0,0.0,0.0,6.0,66.3,1.0,5.0,19.2
Bill McClard,1972,1.0,48.0,6.0,3.0,50.0,2.0,2.0,100.0,0.0,34.0,0.0,5.0,0.0,
Bill McClard,1973,1.0,43.0,24.0,13.0,49.2,9.0,9.0,100.0,0.0,30.0,0.0,9.0,0.0,
Bill McClard,1974,1.0,52.0,16.0,9.0,57.1,20.0,19.0,91.7,0.0,42.0,0.0,2.0,0.0,
Bill McClard,1975,1.0,42.0,5.0,1.0,25.0,1.0,1.0,100.0,0.0,5.0,0.0,0.0,0.0,
Bill Shockley,1968,0.0,0.0,1.0,0.0,0.0,3.0,2.0,66.7,1.0,4.0,0.0,0.0,0.0,
Billy Cundiff,2002,0.0,48.0,19.0,12.0,58.3,25.0,25.0,100.0,0.0,30.0,56.4,1.0,27.0,20.4
Billy Cundiff,2003,0.0,52.0,30.0,24.0,76.0,32.0,31.0,96.7,1.0,3.0,63.7,0.0,3.0,27.0
Billy Cundiff,2004,0.0,49.0,26.0,20.0,72.6,31.0,31.0,100.0,0.0,67.0,62.1,3.0,62.0,17.6
Billy Cundiff,2005,1.0,56.0,8.0,5.0,58.3,14.0,14.0,100.0,0.0,26.0,61.7,1.0,25.0,22.0
Billy Cundiff,2006,0.0,0.0,2.0,0.0,0.0,0.0,0.0,,0.0,38.0,64.6,5.0,30.0,24.9
Billy Cundiff,2009,0.0,46.0,54.0,44.0,84.6,56.0,56.0,100.0,0.0,134.0,63.5,10.0,112.0,21.2
Billy Cundiff,2010,0.0,49.0,36.0,33.0,93.3,49.0,49.0,100.0,0.0,101.0,70.8,46.0,53.0,25.6
Billy Cundiff,2011,0.0,53.0,51.0,39.0,76.3,49.0,49.0,100.0,0.0,104.0,66.2,60.0,42.0,30.1
Billy Cundiff,2012,0.0,45.0,36.0,24.0,64.3,42.0,42.0,100.0,0.0,78.0,65.9,50.0,26.0,20.2
Billy Cundiff,2013,1.0,51.0,29.0,24.0,85.3,36.0,36.0,100.0,0.0,73.0,63.6,46.0,24.0,24.6
Billy Cundiff,2014,1.0,52.0,39.0,31.0,73.8,35.0,35.0,100.0,0.0,83.0,66.0,45.0,37.0,23.6
Billy Cundiff,2015,0.0,,0.0,0.0,,0.0,0.0,,0.0,3.0,69.0,0.0,3.0,17.7
Bjorn Nittmo,1989,0.0,39.0,12.0,9.0,69.4,13.0,12.0,83.3,1.0,26.0,54.9,2.0,23.0,17.3
Blair Walsh,2012,1.0,56.0,51.0,45.0,84.2,44.0,44.0,100.0,0.0,109.0,67.8,63.0,46.0,22.0
Blair Walsh,2013,0.0,54.0,36.0,30.0,82.8,51.0,50.0,98.3,0.0,100.0,63.1,55.0,42.0,25.9
Blair Walsh,2014,2.0,55.0,48.0,37.0,77.5,36.0,35.0,97.2,0.0,99.0,63.9,64.0,34.0,21.4
Blair Walsh,2015,1.0,54.0,54.0,42.0,76.8,48.0,43.0,90.7,0.0,113.0,65.5,61.0,52.0,27.2
Blair Walsh,2016,1.0,51.0,24.0,19.0,84.7,25.0,21.0,80.6,0.0,59.0,63.0,23.0,35.0,28.2
Blair Walsh,2017,0.0,52.0,40.0,30.0,76.0,50.0,49.0,94.4,0.0,103.0,62.6,45.0,56.0,19.3
Blake Grupe,2023,0.0,55.0,43.0,35.0,81.9,41.0,41.0,100.0,0.0,102.0,63.5,79.0,20.0,19.0
Bo Russell,1939,0.0,37.0,6.0,1.0,20.0,16.0,15.0,93.8,0.0,0.0,,0.0,0.0,
Bo Russell,1940,0.0,26.0,1.0,1.0,100.0,12.0,11.0,92.9,1.0,0.0,,0.0,0.0,
Bob Etter,1968,0.0,42.0,21.0,11.0,45.5,19.0,17.0,84.6,2.0,4.0,0.0,0.0,0.0,
Bob Etter,1969,1.0,34.0,30.0,15.0,60.7,33.0,33.0,100.0,0.0,60.0,0.0,9.0,0.0,
Bob Humphreys,1967,1.0,47.0,15.0,7.0,52.8,19.0,18.0,96.9,0.0,35.0,0.0,10.0,0.0,
Bob Humphreys,1968,1.0,33.0,5.0,1.0,16.6,1.0,1.0,100.0,0.0,4.0,0.0,0.0,0.0,
Bob Khayat,1960,1.0,50.0,23.0,15.0,66.7,19.0,19.0,100.0,0.0,0.0,,0.0,0.0,
Bob Khayat,1962,3.0,46.0,25.0,11.0,48.7,38.0,38.0,100.0,0.0,13.0,0.0,0.0,0.0,
Bob Khayat,1963,1.0,49.0,26.0,12.0,44.4,35.0,33.0,95.2,1.0,0.0,,0.0,0.0,
Bob Thomas,1975,4.0,55.0,23.0,13.0,48.5,22.0,18.0,81.8,2.0,47.0,0.0,1.0,0.0,
Bob Thomas,1976,1.0,47.0,25.0,12.0,39.6,30.0,27.0,93.3,1.0,57.0,0.0,3.0,0.0,
Bob Thomas,1977,1.0,47.0,27.0,14.0,54.8,31.0,28.0,87.5,3.0,60.0,3.5,5.0,0.0,
Bob Thomas,1978,2.0,44.0,22.0,17.0,66.7,28.0,26.0,93.8,1.0,62.0,0.0,7.0,0.0,
Bob Thomas,1979,1.0,44.0,29.0,17.0,55.9,39.0,36.0,88.9,3.0,51.0,4.8,6.0,0.0,
Bob Thomas,1980,0.0,44.0,18.0,13.0,74.2,37.0,35.0,98.3,2.0,64.0,0.0,5.0,0.0,
Bob Thomas,1981,0.0,37.0,3.0,2.0,75.0,3.0,2.0,50.0,0.0,7.0,48.4,0.0,6.0,16.9
Bob Thomas,1982,0.0,46.0,24.0,20.0,85.4,18.0,18.0,100.0,0.0,46.0,58.0,4.0,42.0,18.2
Bob Thomas,1983,0.0,50.0,25.0,14.0,59.5,38.0,35.0,92.2,0.0,64.0,55.1,3.0,60.0,17.6
Bob Thomas,1984,0.0,52.0,30.0,23.0,71.1,40.0,37.0,93.8,0.0,43.0,45.8,1.0,37.0,20.0
Bob Thomas,1985,2.0,46.0,28.0,18.0,62.8,55.0,51.0,94.7,2.0,12.0,30.7,0.0,9.0,7.7
Bob Thomas,1986,0.0,0.0,1.0,0.0,0.0,4.0,4.0,100.0,0.0,5.0,55.8,0.0,5.0,16.6
Bob Timberlake,1965,3.0,43.0,15.0,1.0,2.8,22.0,21.0,95.8,1.0,0.0,,0.0,0.0,
Bob deLauer,1946,0.0,0.0,2.0,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,
Bobby Howfield,1968,0.0,48.0,18.0,9.0,50.0,30.0,30.0,100.0,0.0,52.0,0.0,27.0,0.0,
Bobby Howfield,1969,2.0,51.0,29.0,13.0,42.5,37.0,36.0,96.4,1.0,64.0,0.0,41.0,0.0,
Bobby Howfield,1970,3.0,53.0,32.0,18.0,49.1,28.0,27.0,95.8,0.0,60.0,0.0,36.0,0.0,
Bobby Howfield,1971,1.0,42.0,19.0,8.0,31.8,26.0,25.0,95.8,1.0,50.0,0.0,15.0,0.0,
Bobby Howfield,1972,1.0,42.0,37.0,27.0,78.6,41.0,40.0,98.7,0.0,80.0,0.0,32.0,0.0,
Bobby Howfield,1973,0.0,44.0,24.0,17.0,58.3,27.0,27.0,100.0,0.0,58.0,0.0,14.0,0.0,
Bobby Howfield,1974,1.0,43.0,7.0,6.0,90.0,12.0,8.0,70.0,1.0,22.0,0.0,3.0,0.0,
Booth Lusteg,1966,2.0,47.0,38.0,19.0,55.8,43.0,42.0,99.1,1.0,73.0,3.2,10.0,0.0,
Booth Lusteg,1967,1.0,48.0,12.0,7.0,56.2,18.0,18.0,100.0,0.0,34.0,0.0,2.0,0.0,
Booth Lusteg,1968,2.0,34.0,20.0,8.0,40.0,29.0,26.0,90.3,2.0,50.0,0.0,4.0,0.0,
Booth Lusteg,1969,1.0,28.0,5.0,1.0,33.3,12.0,12.0,100.0,0.0,15.0,0.0,2.0,0.0,
Boris Shlapak,1972,1.0,0.0,8.0,0.0,0.0,4.0,4.0,100.0,0.0,30.0,0.0,4.0,0.0,
Boyd Clay,1940,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,
Boyd Clay,1941,0.0,21.0,2.0,1.0,50.0,1.0,1.0,100.0,0.0,0.0,,0.0,0.0,
Boyd Clay,1942,0.0,0.0,0.0,0.0,,4.0,4.0,100.0,0.0,0.0,,0.0,0.0,
Brad Daluiso,1991,0.0,23.0,6.0,4.0,75.0,4.0,4.0,100.0,0.0,192.0,60.1,70.0,100.0,21.6
Brad Daluiso,1992,1.0,0.0,1.0,0.0,0.0,0.0,0.0,,0.0,65.0,67.8,52.0,12.0,16.8
Brad Daluiso,1993,0.0,54.0,3.0,1.0,33.3,0.0,0.0,,0.0,70.0,67.3,41.0,28.0,19.5
Brad Daluiso,1994,0.0,52.0,11.0,11.0,100.0,5.0,5.0,100.0,0.0,65.0,66.8,19.0,43.0,22.6
Brad Daluiso,1995,3.0,51.0,28.0,20.0,74.4,28.0,28.0,100.0,0.0,69.0,64.4,13.0,54.0,20.7
Brad Daluiso,1996,0.0,46.0,27.0,24.0,86.9,22.0,22.0,100.0,0.0,65.0,67.2,20.0,42.0,21.4
Brad Daluiso,1997,0.0,52.0,37.0,27.0,68.8,30.0,28.0,89.3,1.0,79.0,67.3,23.0,56.0,22.6
Brad Daluiso,1998,1.0,51.0,27.0,21.0,79.8,32.0,32.0,100.0,0.0,67.0,64.2,15.0,50.0,25.2
Brad Daluiso,1999,0.0,36.0,9.0,7.0,70.0,9.0,9.0,100.0,0.0,22.0,62.7,8.0,11.0,27.0
Brad Daluiso,2000,3.0,46.0,28.0,21.0,76.9,42.0,42.0,100.0,0.0,73.0,57.6,2.0,69.0,23.6
Brad Daluiso,2001,0.0,44.0,4.0,3.0,75.0,2.0,1.0,50.0,0.0,6.0,52.0,0.0,6.0,17.5
Braden Beck,1971,0.0,15.0,2.0,1.0,50.0,2.0,1.0,50.0,0.0,5.0,0.0,1.0,0.0,
Brandon Aubrey,2023,1.0,60.0,42.0,39.0,93.9,63.0,58.0,92.9,0.0,128.0,63.8,115.0,9.0,26.3
Brandon Coutu,2008,0.0,48.0,7.0,7.0,100.0,4.0,4.0,100.0,0.0,10.0,66.2,0.0,10.0,31.6
Brandon Coutu,2011,0.0,28.0,2.0,1.0,50.0,6.0,6.0,100.0,0.0,8.0,63.5,0.0,8.0,32.6
Brandon McManus,2014,0.0,47.0,19.0,13.0,72.2,48.0,48.0,100.0,0.0,112.0,65.0,81.0,30.0,25.2
Brandon McManus,2015,0.0,57.0,55.0,48.0,88.4,42.0,41.0,98.7,0.0,114.0,62.4,79.0,33.0,21.1
Brandon McManus,2016,1.0,55.0,42.0,34.0,86.2,42.0,41.0,98.2,1.0,97.0,61.7,62.0,30.0,18.4
Brandon McManus,2017,2.0,53.0,42.0,34.0,79.6,38.0,38.0,100.0,0.0,94.0,59.3,55.0,33.0,27.0
Brandon McManus,2018,0.0,56.0,35.0,29.0,82.4,43.0,43.0,100.0,0.0,96.0,61.3,52.0,40.0,21.0
Brandon McManus,2019,1.0,53.0,41.0,35.0,87.3,30.0,29.0,96.4,0.0,86.0,64.1,61.0,25.0,25.2
Brandon McManus,2020,2.0,58.0,34.0,28.0,87.8,27.0,24.0,91.7,0.0,73.0,61.8,54.0,16.0,27.8
Brandon McManus,2021,1.0,61.0,36.0,31.0,88.7,43.0,42.0,97.4,0.0,95.0,63.3,66.0,27.0,33.0
Brandon McManus,2022,2.0,55.0,43.0,35.0,83.3,31.0,29.0,91.1,0.0,87.0,62.4,57.0,29.0,20.6
Brandon McManus,2023,1.0,56.0,40.0,33.0,81.0,37.0,37.0,100.0,0.0,96.0,62.8,66.0,23.0,25.5
Brendan Toibin,1987,0.0,0.0,2.0,0.0,0.0,4.0,4.0,100.0,0.0,5.0,58.8,1.0,4.0,24.0
Brett Conway,1997,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,
Brett Conway,1998,0.0,,0.0,0.0,,0.0,0.0,,0.0,29.0,62.9,2.0,26.0,25.2
Brett Conway,1999,3.0,51.0,37.0,26.0,71.6,54.0,53.0,99.1,1.0,100.0,61.8,7.0,87.0,22.6
Brett Conway,2000,0.0,40.0,18.0,18.0,100.0,24.0,24.0,100.0,0.0,54.0,63.5,3.0,51.0,27.1
Brett Conway,2001,0.0,55.0,33.0,26.0,79.8,22.0,22.0,100.0,0.0,64.0,59.2,7.0,54.0,17.2
Brett Conway,2002,0.0,35.0,1.0,1.0,100.0,4.0,4.0,100.0,0.0,5.0,51.6,0.0,5.0,18.0
Brett Conway,2003,0.0,48.0,38.0,28.0,70.2,18.0,18.0,100.0,0.0,64.0,61.6,4.0,60.0,19.1
Brett Maher,2018,1.0,62.0,43.0,34.0,68.7,41.0,40.0,97.1,0.0,99.0,65.1,66.0,33.0,29.0
Brett Maher,2019,1.0,63.0,37.0,25.0,65.6,42.0,42.0,100.0,0.0,78.0,61.6,41.0,33.0,23.3
Brett Maher,2021,0.0,42.0,18.0,16.0,89.3,14.0,12.0,77.8,0.0,37.0,61.2,18.0,17.0,21.1
Brett Maher,2022,0.0,60.0,38.0,33.0,80.7,65.0,57.0,83.6,3.0,120.0,64.9,94.0,25.0,26.2
Brett Maher,2023,2.0,54.0,32.0,24.0,75.3,25.0,23.0,87.5,0.0,17.0,48.7,10.0,5.0,18.2
Brian Franco,1987,0.0,28.0,4.0,3.0,83.4,2.0,2.0,100.0,0.0,3.0,65.7,2.0,1.0,16.0
Brian Gowins,1999,0.0,43.0,6.0,4.0,75.0,3.0,3.0,100.0,0.0,0.0,,0.0,0.0,
Bruce Alford,1967,1.0,0.0,2.0,0.0,0.0,4.0,3.0,75.0,1.0,6.0,0.0,0.0,0.0,
Bruce Alford,1968,0.0,51.0,24.0,14.0,58.3,15.0,15.0,100.0,0.0,40.0,0.0,0.0,0.0,
Bruce Alford,1969,3.0,44.0,26.0,17.0,61.5,24.0,23.0,90.9,1.0,55.0,0.0,0.0,0.0,
Bruce Gossett,1964,2.0,44.0,24.0,18.0,69.0,33.0,31.0,94.0,1.0,0.0,,0.0,0.0,
Bruce Gossett,1965,2.0,49.0,26.0,15.0,51.1,32.0,30.0,93.2,2.0,5.0,0.0,1.0,0.0,
Bruce Gossett,1966,2.0,48.0,49.0,28.0,55.5,29.0,29.0,100.0,0.0,70.0,0.0,12.0,0.0,
Bruce Gossett,1967,5.0,47.0,46.0,20.0,41.7,49.0,49.0,100.0,0.0,83.0,2.0,14.0,0.0,
Bruce Gossett,1968,3.0,37.0,31.0,17.0,63.1,37.0,37.0,100.0,0.0,68.0,0.0,6.0,0.0,
Bruce Gossett,1969,0.0,44.0,37.0,24.0,65.0,38.0,38.0,100.0,0.0,71.0,0.0,17.0,0.0,
Bruce Gossett,1970,4.0,48.0,35.0,23.0,65.2,44.0,42.0,97.5,2.0,83.0,6.0,18.0,0.0,
Bruce Gossett,1971,1.0,48.0,39.0,25.0,69.8,35.0,35.0,100.0,0.0,77.0,6.9,11.0,0.0,
Bruce Gossett,1972,0.0,50.0,31.0,18.0,60.1,46.0,45.0,96.7,0.0,79.0,3.8,11.0,0.0,
Bruce Gossett,1973,1.0,54.0,33.0,26.0,82.1,26.0,26.0,100.0,0.0,64.0,0.0,13.0,0.0,
Bruce Gossett,1974,3.0,46.0,24.0,11.0,47.3,27.0,25.0,93.6,1.0,3.0,0.0,0.0,0.0,
Bruiser Kinard,1939,0.0,0.0,0.0,0.0,,7.0,7.0,100.0,0.0,0.0,,0.0,0.0,
Bruiser Kinard,1941,0.0,0.0,0.0,0.0,,5.0,3.0,60.0,0.0,0.0,,0.0,0.0,
Bruiser Kinard,1943,0.0,22.0,1.0,1.0,100.0,9.0,8.0,91.7,0.0,0.0,,0.0,0.0,
Bruiser Kinard,1944,0.0,0.0,0.0,0.0,,9.0,9.0,100.0,0.0,0.0,,0.0,0.0,
Bud Jorgensen,1935,0.0,18.0,1.0,1.0,100.0,1.0,1.0,100.0,0.0,0.0,,0.0,0.0,
Cade York,2022,3.0,58.0,39.0,29.0,79.0,42.0,40.0,96.8,0.0,94.0,62.4,58.0,33.0,20.5
Cade York,2023,1.0,43.0,8.0,4.0,31.2,8.0,8.0,100.0,0.0,17.0,64.7,8.0,9.0,27.2
Cairo Santos,2014,0.0,53.0,33.0,28.0,89.0,43.0,43.0,100.0,0.0,91.0,63.1,29.0,60.0,26.7
Cairo Santos,2015,1.0,53.0,47.0,40.0,88.0,58.0,55.0,95.6,0.0,124.0,64.1,56.0,63.0,24.6
Cairo Santos,2016,0.0,58.0,46.0,41.0,88.2,47.0,44.0,95.6,1.0,109.0,62.6,53.0,53.0,22.0
Cairo Santos,2017,0.0,48.0,6.0,5.0,87.5,18.0,17.0,95.0,0.0,20.0,65.5,12.0,8.0,21.7
Cairo Santos,2018,0.0,45.0,18.0,14.0,80.2,23.0,22.0,96.9,0.0,49.0,60.7,19.0,29.0,21.3
Cairo Santos,2019,1.0,53.0,11.0,6.0,75.0,14.0,14.0,100.0,0.0,21.0,63.9,12.0,9.0,21.0
Cairo Santos,2020,0.0,55.0,33.0,31.0,94.1,37.0,36.0,98.3,1.0,88.0,60.8,44.0,41.0,21.3
Cairo Santos,2021,1.0,53.0,31.0,27.0,86.1,31.0,29.0,90.0,1.0,74.0,63.1,37.0,35.0,21.3
Cairo Santos,2022,1.0,51.0,28.0,25.0,87.8,39.0,34.0,90.8,0.0,57.0,60.6,31.0,23.0,26.3
Cairo Santos,2023,0.0,55.0,44.0,41.0,94.7,38.0,36.0,95.6,2.0,88.0,63.4,63.0,23.0,24.1
Caleb Shudak,2022,0.0,38.0,4.0,3.0,75.0,1.0,1.0,100.0,0.0,5.0,63.0,4.0,1.0,14.0
Caleb Sturgis,2013,1.0,58.0,43.0,35.0,82.9,40.0,40.0,100.0,0.0,95.0,67.0,53.0,41.0,21.9
Caleb Sturgis,2014,2.0,53.0,38.0,29.0,74.0,43.0,43.0,100.0,0.0,85.0,64.2,37.0,46.0,27.3
Caleb Sturgis,2015,0.0,53.0,24.0,20.0,78.8,40.0,38.0,96.4,0.0,75.0,62.7,42.0,29.0,23.8
Caleb Sturgis,2016,1.0,55.0,44.0,38.0,86.4,34.0,33.0,98.2,0.0,94.0,61.4,50.0,41.0,18.3
Caleb Sturgis,2017,0.0,50.0,11.0,8.0,73.3,10.0,9.0,87.5,0.0,24.0,65.4,11.0,13.0,24.0
Caleb Sturgis,2018,0.0,49.0,16.0,11.0,69.8,17.0,11.0,66.7,0.0,38.0,64.3,21.0,17.0,22.2
Cameron Dicker,2023,1.0,55.0,37.0,35.0,92.6,40.0,40.0,100.0,0.0,93.0,63.3,75.0,16.0,20.4
Carlos Huerta,1996,0.0,42.0,14.0,8.0,41.7,10.0,10.0,100.0,0.0,6.0,58.0,0.0,6.0,26.7
Carson Long,1977,1.0,45.0,11.0,7.0,75.0,14.0,13.0,93.8,0.0,29.0,0.0,0.0,0.0,
Cary Blanchard,1992,2.0,47.0,44.0,32.0,81.0,34.0,34.0,100.0,0.0,0.0,,0.0,0.0,
Cary Blanchard,1993,1.0,45.0,26.0,17.0,72.6,31.0,31.0,100.0,0.0,13.0,60.6,2.0,10.0,17.6
Cary Blanchard,1995,1.0,50.0,31.0,23.0,79.8,32.0,32.0,100.0,0.0,0.0,,0.0,0.0,
Cary Blanchard,1996,1.0,52.0,40.0,36.0,92.8,29.0,29.0,100.0,0.0,0.0,,0.0,0.0,
Cary Blanchard,1997,0.0,50.0,41.0,32.0,82.0,21.0,21.0,100.0,0.0,4.0,31.4,0.0,2.0,5.5
Cary Blanchard,1998,1.0,54.0,17.0,11.0,61.7,31.0,30.0,98.3,0.0,29.0,56.0,3.0,23.0,26.5
Cary Blanchard,1999,0.0,48.0,21.0,18.0,87.5,19.0,19.0,100.0,0.0,45.0,54.0,4.0,39.0,21.5
Cary Blanchard,2000,0.0,54.0,23.0,16.0,66.7,19.0,18.0,96.2,0.0,54.0,53.0,2.0,46.0,17.6
Cedric Oglesby,2001,0.0,41.0,6.0,5.0,83.3,7.0,7.0,100.0,0.0,14.0,52.2,0.0,13.0,13.3
Chad Ryland,2023,0.0,56.0,25.0,16.0,63.1,27.0,26.0,97.6,0.0,67.0,63.8,44.0,23.0,21.2
Chandler Catanzaro,2014,0.0,51.0,40.0,36.0,91.8,33.0,33.0,100.0,0.0,91.0,66.3,44.0,46.0,24.4
Chandler Catanzaro,2015,1.0,53.0,41.0,35.0,84.2,70.0,63.0,87.1,0.0,127.0,65.3,67.0,60.0,23.7
Chandler Catanzaro,2016,1.0,60.0,36.0,27.0,73.2,54.0,50.0,92.4,1.0,97.0,63.4,59.0,36.0,27.4
Chandler Catanzaro,2017,1.0,57.0,33.0,27.0,84.9,31.0,31.0,100.0,0.0,76.0,60.4,49.0,23.0,19.7
Chandler Catanzaro,2018,0.0,59.0,28.0,23.0,88.1,46.0,39.0,87.0,0.0,86.0,64.3,65.0,21.0,23.8
