PLAYER,SEASON,PUNTS,YDS,NETYDS,LNG,AVG,NETAVG,BLK,OOB,DN,IN20,TB,FC,RET,RETY,TD
Chas Henry,2011,79.0,3365.0,2895.0,60.0,43.1,37.1,1.0,2.0,11.0,22.0,14.0,16.0,35.0,190.0,0.0
Chas Henry,2012,28.0,1209.0,1009.0,62.0,41.4,35.1,0.0,1.0,3.0,10.0,1.0,7.0,16.0,180.0,0.0
Chris Bryan,2010,31.0,1196.0,1097.0,57.0,39.1,36.3,0.0,6.0,5.0,7.0,0.0,6.0,14.0,99.0,0.0
Chris Gardocki,1992,79.0,3393.0,2862.0,61.0,42.9,36.2,0.0,6.0,11.0,19.0,9.0,15.0,38.0,351.0,1.0
Chris Gardocki,1993,80.0,3080.0,2925.0,58.0,39.0,37.0,0.0,0.0,18.0,28.0,2.0,38.0,22.0,115.0,0.0
Chris Gardocki,1994,83.0,3134.0,2723.0,57.0,37.8,33.1,0.0,8.0,16.0,24.0,9.0,22.0,28.0,231.0,0.0
Chris Gardocki,1995,78.0,3287.0,2584.0,69.0,43.4,35.4,0.0,6.0,10.0,19.0,9.0,9.0,44.0,523.0,0.0
Chris Gardocki,1996,76.0,3444.0,2914.0,61.0,46.0,38.2,0.0,3.0,10.0,25.0,2.0,18.0,43.0,490.0,0.0
Chris Gardocki,1997,67.0,3034.0,2423.0,72.0,45.1,35.7,0.0,2.0,8.0,18.0,6.0,8.0,43.0,491.0,0.0
Chris Gardocki,1998,79.0,3583.0,2932.0,62.0,45.4,37.5,0.0,2.0,9.0,23.0,10.0,16.0,42.0,451.0,0.0
Chris Gardocki,1999,106.0,4645.0,3663.0,61.0,44.2,34.8,0.0,6.0,6.0,20.0,11.0,15.0,68.0,762.0,2.0
Chris Gardocki,2000,108.0,4919.0,4026.0,67.0,45.6,37.0,0.0,12.0,12.0,25.0,5.0,10.0,69.0,793.0,0.0
Chris Gardocki,2001,99.0,4249.0,3422.0,69.0,42.4,34.2,0.0,11.0,15.0,25.0,9.0,12.0,52.0,647.0,1.0
Chris Gardocki,2002,88.0,3658.0,3033.0,59.0,41.0,34.7,0.0,7.0,14.0,28.0,7.0,14.0,46.0,485.0,2.0
Chris Gardocki,2003,72.0,3019.0,2503.0,60.0,42.0,35.1,0.0,9.0,11.0,18.0,10.0,9.0,33.0,316.0,0.0
Chris Gardocki,2004,75.0,3206.0,2745.0,61.0,43.0,37.2,0.0,4.0,16.0,26.0,6.0,8.0,41.0,341.0,1.0
Chris Gardocki,2005,85.0,3592.0,2996.0,65.0,42.0,35.8,0.0,5.0,9.0,29.0,11.0,15.0,45.0,376.0,0.0
Chris Gardocki,2006,65.0,2687.0,2388.0,56.0,40.8,36.3,0.0,2.0,11.0,11.0,4.0,10.0,38.0,219.0,0.0
Chris Hanson,1999,4.0,157.0,154.0,44.0,39.2,38.5,0.0,0.0,2.0,0.0,0.0,0.0,2.0,3.0,0.0
Chris Hanson,2001,82.0,3577.0,3042.0,59.0,44.1,37.9,0.0,6.0,11.0,24.0,12.0,15.0,38.0,295.0,0.0
Chris Hanson,2002,81.0,3583.0,3044.0,64.0,44.1,37.3,0.0,3.0,18.0,27.0,10.0,11.0,39.0,339.0,0.0
Chris Hanson,2003,24.0,1001.0,746.0,58.0,43.0,32.5,1.0,1.0,3.0,4.0,1.0,2.0,16.0,235.0,0.0
Chris Hanson,2004,84.0,3592.0,2983.0,69.0,42.7,36.5,0.0,5.0,19.0,28.0,9.0,13.0,38.0,429.0,2.0
Chris Hanson,2005,88.0,3726.0,3239.0,74.0,42.5,37.7,1.0,16.0,12.0,34.0,11.0,15.0,33.0,267.0,1.0
Chris Hanson,2006,73.0,2920.0,2437.0,58.0,39.2,33.2,1.0,13.0,7.0,20.0,7.0,16.0,29.0,343.0,2.0
Chris Hanson,2007,54.0,2186.0,1930.0,64.0,40.6,35.9,1.0,11.0,7.0,14.0,7.0,8.0,20.0,116.0,0.0
Chris Hanson,2008,69.0,3047.0,2457.0,70.0,44.9,37.3,0.0,13.0,8.0,20.0,12.0,14.0,22.0,350.0,1.0
Chris Hanson,2009,70.0,2783.0,2433.0,56.0,40.2,35.7,1.0,11.0,9.0,22.0,5.0,18.0,26.0,250.0,0.0
Chris Kluwe,2005,71.0,3130.0,2540.0,62.0,43.8,36.1,0.0,3.0,7.0,17.0,6.0,14.0,41.0,470.0,0.0
Chris Kluwe,2006,93.0,3934.0,3309.0,68.0,42.7,35.7,0.0,7.0,8.0,28.0,7.0,21.0,50.0,485.0,1.0
Chris Kluwe,2007,81.0,3621.0,3001.0,70.0,44.7,36.8,0.0,19.0,4.0,34.0,9.0,6.0,43.0,440.0,1.0
Chris Kluwe,2008,105.0,4902.0,3765.0,62.0,47.4,36.5,1.0,6.0,11.0,32.0,14.0,10.0,63.0,857.0,4.0
Chris Kluwe,2009,96.0,4121.0,3563.0,61.0,43.0,37.6,0.0,13.0,11.0,32.0,10.0,21.0,41.0,358.0,2.0
Chris Kluwe,2010,107.0,4651.0,4085.0,61.0,43.7,38.5,0.0,9.0,18.0,39.0,8.0,26.0,46.0,406.0,2.0
Chris Kluwe,2011,95.0,4264.0,3604.0,60.0,44.8,37.2,0.0,5.0,11.0,31.0,4.0,22.0,53.0,580.0,1.0
Chris Kluwe,2012,96.0,4346.0,3790.0,59.0,45.7,39.8,0.0,5.0,16.0,21.0,3.0,17.0,55.0,496.0,1.0
Chris Mohr,1989,86.0,3311.0,2759.0,58.0,39.7,33.4,2.0,4.0,11.0,10.0,3.0,12.0,54.0,492.0,0.0
Chris Mohr,1991,71.0,2699.0,2499.0,58.0,37.9,34.9,0.0,9.0,16.0,17.0,5.0,22.0,19.0,100.0,0.0
Chris Mohr,1992,71.0,2975.0,2580.0,61.0,41.0,35.7,0.0,4.0,10.0,15.0,7.0,21.0,29.0,255.0,0.0
Chris Mohr,1993,86.0,3421.0,3071.0,58.0,39.8,35.2,0.0,6.0,16.0,22.0,4.0,26.0,34.0,270.0,0.0
Chris Mohr,1994,67.0,2799.0,2415.0,71.0,41.4,35.4,0.0,7.0,8.0,13.0,3.0,11.0,38.0,324.0,0.0
Chris Mohr,1995,95.0,3810.0,3401.0,60.0,40.2,35.1,0.0,13.0,16.0,25.0,8.0,32.0,26.0,249.0,1.0
Chris Mohr,1996,106.0,4410.0,3893.0,80.0,41.4,36.9,0.0,13.0,11.0,28.0,13.0,27.0,42.0,257.0,1.0
Chris Mohr,1997,91.0,3764.0,3278.0,59.0,41.7,36.4,1.0,3.0,13.0,24.0,6.0,24.0,44.0,366.0,0.0
Chris Mohr,1998,71.0,2955.0,2341.0,57.0,41.5,33.4,0.0,7.0,2.0,19.0,11.0,18.0,33.0,394.0,1.0
Chris Mohr,1999,81.0,3148.0,2750.0,60.0,38.6,33.6,0.0,4.0,14.0,22.0,7.0,27.0,29.0,258.0,0.0
Chris Mohr,2000,96.0,3661.0,3017.0,57.0,38.5,31.9,1.0,12.0,6.0,19.0,5.0,21.0,51.0,544.0,1.0
Chris Mohr,2001,69.0,2680.0,2490.0,55.0,38.4,35.9,0.0,10.0,13.0,25.0,3.0,26.0,17.0,130.0,0.0
Chris Mohr,2002,77.0,3164.0,2931.0,59.0,40.7,37.8,0.0,4.0,15.0,25.0,6.0,26.0,26.0,113.0,0.0
Chris Mohr,2003,87.0,3473.0,3132.0,54.0,40.0,35.7,0.0,4.0,13.0,19.0,2.0,33.0,35.0,301.0,1.0
Chris Mohr,2004,83.0,3296.0,3006.0,56.0,39.7,36.2,0.0,6.0,13.0,20.0,8.0,22.0,34.0,130.0,0.0
Chris Norman,1984,100.0,4019.0,3555.0,83.0,40.6,36.3,0.0,12.0,10.0,17.0,6.0,25.0,47.0,344.0,0.0
Chris Norman,1985,94.0,3764.0,3199.0,61.0,41.1,35.0,2.0,18.0,7.0,16.0,12.0,17.0,38.0,325.0,0.0
Chris Norman,1986,31.0,1168.0,994.0,57.0,39.3,34.6,1.0,3.0,5.0,2.0,4.0,9.0,9.0,94.0,0.0
Chuck Ramsey,1977,62.0,2298.0,1837.0,61.0,37.9,30.0,0.0,3.0,13.0,8.0,8.0,3.0,35.0,301.0,0.0
Chuck Ramsey,1978,74.0,2964.0,2215.0,79.0,39.8,29.4,0.0,6.0,7.0,9.0,7.0,2.0,52.0,609.0,0.0
Chuck Ramsey,1979,74.0,2979.0,2519.0,64.0,40.8,34.4,1.0,7.0,15.0,22.0,10.0,8.0,33.0,260.0,0.0
Chuck Ramsey,1980,74.0,3096.0,2527.0,59.0,43.0,36.4,1.0,3.0,7.0,15.0,10.0,7.0,46.0,369.0,1.0
Chuck Ramsey,1981,85.0,3422.0,3002.0,65.0,40.6,35.1,0.0,12.0,18.0,27.0,13.0,9.0,33.0,160.0,0.0
Chuck Ramsey,1982,48.0,1768.0,1555.0,54.0,37.3,32.9,2.0,4.0,7.0,11.0,2.0,11.0,22.0,173.0,1.0
Chuck Ramsey,1983,82.0,3218.0,2751.0,56.0,40.0,34.2,1.0,0.0,11.0,17.0,5.0,18.0,47.0,367.0,1.0
Chuck Ramsey,1984,75.0,2935.0,2533.0,64.0,39.8,34.3,1.0,3.0,7.0,19.0,8.0,19.0,37.0,242.0,0.0
Cliff Parsley,1977,79.0,3030.0,2510.0,55.0,39.8,33.2,2.0,7.0,8.0,12.0,9.0,7.0,46.0,340.0,0.0
Cliff Parsley,1978,108.0,4170.0,3372.0,59.0,39.1,31.8,1.0,8.0,6.0,21.0,8.0,22.0,63.0,638.0,1.0
Cliff Parsley,1979,108.0,4357.0,3469.0,59.0,39.7,31.4,0.0,13.0,8.0,20.0,5.0,10.0,72.0,788.0,1.0
Cliff Parsley,1980,76.0,3123.0,2520.0,57.0,40.5,31.8,0.0,5.0,7.0,21.0,9.0,9.0,46.0,423.0,0.0
Cliff Parsley,1981,158.0,6274.0,5434.0,62.0,40.1,34.6,0.0,4.0,16.0,34.0,6.0,38.0,94.0,720.0,0.0
Cliff Parsley,1982,48.0,1852.0,1502.0,51.0,38.2,31.6,0.0,2.0,2.0,6.0,4.0,14.0,26.0,270.0,0.0
Colby Wadman,2018,65.0,2905.0,2464.0,65.0,44.6,38.2,0.0,8.0,5.0,22.0,7.0,18.0,27.0,301.0,1.0
Colby Wadman,2019,96.0,4283.0,3863.0,64.0,44.7,40.1,0.0,13.0,11.0,35.0,5.0,24.0,43.0,320.0,2.0
Colin Ridgway,1965,13.0,510.0,443.0,44.0,38.6,34.1,0.0,0.0,1.0,0.0,0.0,8.0,4.0,67.0,1.0
Colton Schmidt,2014,93.0,4034.0,3649.0,67.0,43.5,39.6,0.0,11.0,12.0,35.0,6.0,22.0,42.0,265.0,0.0
Colton Schmidt,2015,96.0,4498.0,4008.0,65.0,47.3,41.7,0.0,12.0,10.0,28.0,3.0,21.0,50.0,430.0,0.0
Colton Schmidt,2016,105.0,4493.0,4023.0,61.0,42.5,37.7,0.0,22.0,9.0,29.0,5.0,15.0,54.0,370.0,0.0
Colton Schmidt,2017,110.0,4916.0,4450.0,61.0,45.1,40.9,0.0,12.0,13.0,37.0,8.0,23.0,54.0,306.0,0.0
Colton Schmidt,2018,31.0,1339.0,1167.0,59.0,42.9,38.3,0.0,5.0,3.0,8.0,2.0,8.0,13.0,132.0,0.0
Corey Bojorquez,2018,46.0,2028.0,1811.0,60.0,44.9,39.8,1.0,4.0,8.0,22.0,4.0,9.0,20.0,137.0,0.0
Corey Bojorquez,2019,97.0,4080.0,3674.0,67.0,42.7,38.3,1.0,18.0,15.0,36.0,10.0,28.0,25.0,206.0,0.0
Corey Bojorquez,2020,52.0,2565.0,2253.0,72.0,51.8,45.3,0.0,10.0,7.0,23.0,8.0,9.0,18.0,152.0,0.0
Corey Bojorquez,2021,66.0,3065.0,2695.0,82.0,46.2,40.8,1.0,13.0,10.0,22.0,4.0,13.0,25.0,290.0,1.0
Corey Bojorquez,2022,69.0,3359.0,2825.0,76.0,48.4,40.0,0.0,9.0,12.0,24.0,9.0,9.0,30.0,354.0,0.0
Corey Bojorquez,2023,109.0,5448.0,4663.0,73.0,50.5,43.2,0.0,15.0,8.0,39.0,14.0,17.0,55.0,505.0,0.0
Corliss Waitman,2021,15.0,721.0,614.0,63.0,49.4,40.6,0.0,1.0,3.0,4.0,3.0,2.0,6.0,47.0,0.0
Corliss Waitman,2022,102.0,4730.0,4228.0,63.0,45.7,41.1,0.0,3.0,14.0,32.0,7.0,34.0,44.0,362.0,0.0
Corliss Waitman,2023,5.0,215.0,194.0,53.0,41.2,37.7,0.0,0.0,1.0,2.0,0.0,2.0,2.0,21.0,0.0
Cory Carter,2017,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cory Carter,2018,3.0,144.0,114.0,56.0,47.2,38.2,0.0,0.0,0.0,0.0,0.0,0.0,3.0,30.0,0.0
Craig Colquitt,1978,72.0,2896.0,2494.0,58.0,40.2,33.6,0.0,12.0,3.0,16.0,5.0,10.0,42.0,302.0,0.0
Craig Colquitt,1979,75.0,3030.0,2562.0,66.0,40.3,34.1,0.0,15.0,7.0,23.0,9.0,10.0,34.0,288.0,0.0
Craig Colquitt,1980,61.0,2483.0,2166.0,54.0,40.9,35.2,0.0,8.0,7.0,13.0,5.0,8.0,34.0,217.0,0.0
Craig Colquitt,1981,84.0,3641.0,2963.0,74.0,42.8,35.5,0.0,12.0,12.0,25.0,16.0,10.0,34.0,358.0,2.0
Craig Colquitt,1983,88.0,3679.0,3049.0,58.0,41.6,35.0,0.0,16.0,8.0,20.0,8.0,6.0,50.0,470.0,1.0
Craig Colquitt,1984,76.0,3099.0,2619.0,62.0,41.2,34.7,1.0,14.0,8.0,21.0,5.0,6.0,42.0,380.0,1.0
Craig Colquitt,1987,3.0,61.0,54.0,33.0,30.5,27.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,7.0,0.0
Craig Hentrich,1994,90.0,3722.0,3193.0,70.0,40.9,35.5,0.0,12.0,16.0,27.0,12.0,13.0,37.0,289.0,0.0
Craig Hentrich,1995,79.0,3250.0,2765.0,61.0,41.5,35.9,2.0,4.0,9.0,28.0,9.0,13.0,42.0,305.0,0.0
Craig Hentrich,1996,83.0,3516.0,3002.0,65.0,41.9,35.3,0.0,5.0,13.0,32.0,11.0,17.0,37.0,294.0,0.0
Craig Hentrich,1997,89.0,3916.0,3218.0,65.0,44.7,36.8,0.0,0.0,11.0,36.0,21.0,22.0,35.0,278.0,0.0
Craig Hentrich,1998,69.0,3258.0,2706.0,71.0,48.0,39.9,0.0,2.0,6.0,18.0,11.0,16.0,34.0,332.0,0.0
Craig Hentrich,1999,110.0,4701.0,4238.0,78.0,42.6,38.4,0.0,2.0,22.0,42.0,4.0,27.0,55.0,383.0,0.0
Craig Hentrich,2000,81.0,3290.0,2946.0,67.0,41.3,36.2,0.0,6.0,13.0,34.0,9.0,24.0,29.0,164.0,0.0
Craig Hentrich,2001,85.0,3567.0,3143.0,70.0,42.6,37.6,0.0,6.0,15.0,28.0,8.0,20.0,36.0,264.0,0.0
Craig Hentrich,2002,73.0,2936.0,2412.0,56.0,40.4,33.0,1.0,3.0,13.0,30.0,6.0,20.0,30.0,404.0,3.0
Craig Hentrich,2003,81.0,3521.0,3074.0,63.0,43.7,38.4,0.0,5.0,19.0,32.0,8.0,16.0,33.0,287.0,1.0
Craig Hentrich,2004,73.0,3117.0,2773.0,64.0,43.1,38.7,0.0,5.0,6.0,20.0,8.0,25.0,29.0,184.0,1.0
Craig Hentrich,2005,78.0,3371.0,2947.0,59.0,43.3,37.8,0.0,3.0,9.0,21.0,14.0,20.0,32.0,144.0,0.0
Craig Hentrich,2006,88.0,3760.0,3282.0,73.0,42.1,36.9,0.0,7.0,14.0,32.0,10.0,24.0,33.0,278.0,0.0
Craig Hentrich,2007,75.0,3137.0,2741.0,66.0,41.3,36.3,0.0,8.0,12.0,24.0,6.0,17.0,32.0,276.0,1.0
Craig Hentrich,2008,109.0,4753.0,3997.0,75.0,44.1,37.3,0.0,7.0,17.0,35.0,17.0,25.0,43.0,416.0,0.0
Craig Hentrich,2009,13.0,594.0,568.0,60.0,45.1,43.5,0.0,1.0,1.0,5.0,0.0,5.0,6.0,26.0,0.0
Craig Jarrett,2002,21.0,771.0,640.0,74.0,37.6,32.2,1.0,2.0,5.0,5.0,2.0,2.0,9.0,91.0,0.0
Curley Johnson,1968,83.0,3547.0,2705.0,65.0,43.3,32.3,1.0,6.0,6.0,3.0,13.0,10.0,46.0,582.0,3.0
Dale Hatcher,1985,106.0,4477.0,4009.0,67.0,42.8,38.2,1.0,7.0,14.0,37.0,6.0,26.0,52.0,348.0,0.0
Dale Hatcher,1986,101.0,3855.0,3331.0,57.0,38.2,33.1,1.0,3.0,13.0,26.0,5.0,30.0,49.0,424.0,0.0
Dale Hatcher,1987,77.0,3140.0,2743.0,62.0,41.1,36.2,1.0,1.0,18.0,19.0,4.0,10.0,43.0,317.0,0.0
Dale Hatcher,1988,41.0,1665.0,1428.0,63.0,40.4,34.9,0.0,2.0,4.0,15.0,1.0,15.0,19.0,217.0,0.0
Dale Hatcher,1989,92.0,3434.0,2932.0,54.0,37.9,32.7,1.0,10.0,9.0,22.0,9.0,25.0,38.0,322.0,1.0
Dale Hatcher,1991,63.0,2403.0,2072.0,52.0,37.9,33.1,0.0,1.0,11.0,16.0,5.0,17.0,29.0,231.0,0.0
Dale Hatcher,1993,58.0,2304.0,1865.0,56.0,38.7,31.7,0.0,5.0,5.0,13.0,4.0,12.0,32.0,359.0,1.0
Dale Livingston,1968,70.0,3036.0,2749.0,66.0,43.3,38.5,0.0,6.0,9.0,0.0,2.0,15.0,38.0,247.0,0.0
Dale Livingston,1969,71.0,2769.0,2404.0,55.0,39.4,33.7,1.0,6.0,10.0,0.0,5.0,14.0,34.0,265.0,0.0
Dale Walters,1987,11.0,400.0,352.0,56.0,36.2,31.9,0.0,4.0,3.0,2.0,1.0,1.0,2.0,28.0,0.0
Dallas Neil,2000,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dan Melville,1979,72.0,2626.0,2164.0,53.0,36.8,30.1,1.0,12.0,5.0,15.0,10.0,7.0,37.0,262.0,0.0
Dan Stryzinski,1990,66.0,2454.0,2249.0,51.0,36.9,34.0,1.0,6.0,6.0,18.0,5.0,32.0,16.0,105.0,0.0
Dan Stryzinski,1991,75.0,2996.0,2726.0,63.0,40.9,37.3,1.0,4.0,11.0,10.0,3.0,27.0,29.0,210.0,0.0
Dan Stryzinski,1992,74.0,3015.0,2678.0,57.0,40.4,36.0,0.0,6.0,9.0,15.0,11.0,26.0,22.0,117.0,0.0
Dan Stryzinski,1993,94.0,3772.0,3318.0,57.0,40.7,35.9,1.0,9.0,5.0,24.0,3.0,23.0,53.0,394.0,0.0
Dan Stryzinski,1994,72.0,2800.0,2586.0,53.0,39.4,36.6,0.0,1.0,5.0,20.0,6.0,42.0,18.0,94.0,0.0
Dan Stryzinski,1995,72.0,2942.0,2534.0,64.0,40.6,35.5,0.0,6.0,7.0,22.0,5.0,23.0,31.0,308.0,1.0
Dan Stryzinski,1996,75.0,3152.0,2659.0,58.0,42.1,36.4,0.0,8.0,6.0,22.0,4.0,25.0,32.0,413.0,1.0
Dan Stryzinski,1997,89.0,3498.0,3263.0,57.0,38.9,36.0,0.0,5.0,9.0,20.0,9.0,45.0,21.0,55.0,0.0
Dan Stryzinski,1998,82.0,3304.0,3039.0,56.0,41.2,38.6,0.0,7.0,13.0,29.0,8.0,33.0,21.0,105.0,0.0
Dan Stryzinski,1999,80.0,3163.0,2964.0,55.0,39.9,37.1,0.0,4.0,12.0,27.0,4.0,34.0,26.0,119.0,0.0
Dan Stryzinski,2000,85.0,3447.0,3221.0,60.0,41.4,38.1,1.0,11.0,8.0,27.0,5.0,31.0,29.0,126.0,0.0
Dan Stryzinski,2001,73.0,2976.0,2599.0,76.0,41.1,34.8,0.0,9.0,11.0,27.0,5.0,18.0,30.0,277.0,1.0
Dan Stryzinski,2002,65.0,2422.0,2028.0,56.0,37.1,31.3,1.0,9.0,12.0,15.0,6.0,10.0,27.0,274.0,0.0
Dan Stryzinski,2003,72.0,2655.0,2253.0,55.0,37.5,32.3,1.0,6.0,13.0,22.0,4.0,26.0,22.0,322.0,1.0
Dana Moore,1987,15.0,486.0,332.0,46.0,33.2,24.6,1.0,3.0,2.0,0.0,0.0,0.0,9.0,154.0,0.0
Daniel Pope,1999,103.0,4218.0,3612.0,64.0,41.5,35.4,2.0,13.0,13.0,20.0,10.0,19.0,46.0,406.0,1.0
Daniel Pope,2000,94.0,3775.0,3108.0,57.0,39.2,32.6,0.0,10.0,13.0,18.0,14.0,17.0,40.0,387.0,0.0
Daniel Pope,2001,4.0,153.0,145.0,47.0,38.2,36.2,0.0,1.0,1.0,2.0,0.0,1.0,1.0,8.0,0.0
Daniel Sepulveda,2007,72.0,3057.0,2720.0,59.0,42.0,38.1,0.0,9.0,13.0,29.0,2.0,14.0,34.0,297.0,1.0
Daniel Sepulveda,2009,88.0,3829.0,3333.0,60.0,43.5,37.7,0.0,2.0,16.0,33.0,5.0,20.0,45.0,396.0,0.0
Daniel Sepulveda,2010,74.0,3441.0,2897.0,62.0,47.5,40.4,0.0,0.0,5.0,23.0,9.0,27.0,33.0,364.0,0.0
Daniel Sepulveda,2011,35.0,1564.0,1342.0,66.0,44.1,37.1,1.0,2.0,8.0,12.0,5.0,7.0,12.0,122.0,0.0
Daniel Whelan,2023,67.0,3063.0,2645.0,68.0,45.3,39.6,0.0,2.0,6.0,24.0,6.0,27.0,26.0,298.0,1.0
Danny Villanueva,1964,82.0,3616.0,3156.0,58.0,44.3,39.2,0.0,3.0,18.0,0.0,5.0,13.0,43.0,360.0,0.0
Daren Parker,1992,12.0,491.0,383.0,61.0,43.0,36.0,0.0,2.0,2.0,1.0,1.0,0.0,7.0,88.0,0.0
Darren Bennett,1995,74.0,3330.0,2689.0,66.0,46.1,37.1,0.0,7.0,9.0,28.0,8.0,13.0,37.0,481.0,1.0
Darren Bennett,1996,87.0,3967.0,3235.0,66.0,45.2,36.9,0.0,7.0,8.0,23.0,6.0,15.0,51.0,612.0,1.0
Darren Bennett,1997,90.0,3972.0,3396.0,66.0,44.9,38.5,1.0,8.0,14.0,26.0,8.0,20.0,39.0,416.0,0.0
Darren Bennett,1998,95.0,4174.0,3499.0,65.0,44.1,37.1,0.0,9.0,11.0,27.0,8.0,18.0,49.0,515.0,1.0
Darren Bennett,1999,89.0,3910.0,3447.0,60.0,44.0,39.1,0.0,6.0,15.0,32.0,6.0,21.0,41.0,343.0,0.0
Darren Bennett,2000,92.0,4248.0,3326.0,66.0,45.6,35.5,0.0,12.0,9.0,23.0,10.0,10.0,51.0,722.0,1.0
Darren Bennett,2001,78.0,3308.0,2882.0,62.0,42.5,37.1,0.0,15.0,12.0,25.0,4.0,15.0,32.0,346.0,0.0
Darren Bennett,2002,89.0,3540.0,3051.0,63.0,40.7,35.6,2.0,11.0,6.0,31.0,6.0,28.0,36.0,369.0,1.0
Darren Bennett,2003,82.0,3436.0,2967.0,56.0,41.6,36.8,0.0,5.0,16.0,28.0,3.0,20.0,38.0,409.0,2.0
Darren Bennett,2004,65.0,2508.0,2276.0,61.0,38.0,35.1,0.0,5.0,11.0,20.0,3.0,17.0,29.0,172.0,0.0
Darren Bennett,2005,8.0,300.0,275.0,53.0,37.5,34.4,0.0,0.0,1.0,1.0,0.0,3.0,4.0,25.0,0.0
Dave Bruno,1987,13.0,464.0,422.0,53.0,36.1,32.7,0.0,5.0,3.0,2.0,1.0,0.0,4.0,22.0,0.0
Dave Chapple,1971,3.0,101.0,59.0,47.0,33.7,19.7,0.0,1.0,1.0,0.0,0.0,0.0,1.0,42.0,0.0
Dave Chapple,1972,53.0,2344.0,2230.0,70.0,43.2,41.1,0.0,3.0,15.0,0.0,3.0,10.0,22.0,54.0,0.0
Dave Chapple,1973,57.0,2297.0,1893.0,65.0,40.9,34.2,1.0,7.0,6.0,3.0,7.0,9.0,26.0,264.0,0.0
Dave Chapple,1974,112.0,3990.0,3156.0,57.0,36.0,28.3,2.0,28.0,8.0,0.0,8.0,8.0,56.0,674.0,2.0
Dave Finzer,1984,97.0,3827.0,3400.0,87.0,40.3,35.6,2.0,17.0,13.0,30.0,4.0,13.0,48.0,347.0,0.0
Dave Finzer,1985,68.0,2766.0,2351.0,61.0,40.6,34.7,0.0,8.0,4.0,12.0,6.0,12.0,38.0,295.0,0.0
Dave Green,1973,22.0,868.0,714.0,61.0,40.7,34.8,0.0,0.0,6.0,0.0,2.0,3.0,11.0,114.0,0.0
Dave Green,1974,66.0,2701.0,2044.0,53.0,41.1,31.0,0.0,6.0,4.0,0.0,10.0,5.0,41.0,457.0,0.0
Dave Green,1976,92.0,3619.0,2805.0,56.0,39.4,30.6,0.0,4.0,10.0,12.0,3.0,4.0,71.0,754.0,1.0
Dave Green,1977,99.0,3948.0,3359.0,70.0,40.7,35.5,1.0,5.0,10.0,16.0,6.0,6.0,71.0,469.0,0.0
Dave Green,1978,102.0,4092.0,3365.0,61.0,40.9,33.6,2.0,10.0,10.0,20.0,14.0,4.0,62.0,447.0,0.0
Dave Jennings,1974,70.0,2709.0,1991.0,64.0,38.9,28.3,2.0,7.0,4.0,0.0,12.0,0.0,43.0,478.0,0.0
Dave Jennings,1975,76.0,3107.0,2663.0,64.0,40.9,35.4,0.0,6.0,15.0,0.0,4.0,12.0,39.0,364.0,1.0
Dave Jennings,1976,77.0,3054.0,2354.0,61.0,41.0,31.7,3.0,14.0,4.0,11.0,10.0,1.0,45.0,500.0,0.0
Dave Jennings,1977,100.0,3993.0,3233.0,58.0,39.8,32.3,0.0,11.0,14.0,19.0,4.0,4.0,67.0,680.0,0.0
Dave Jennings,1978,95.0,3995.0,3151.0,68.0,41.9,33.3,0.0,7.0,10.0,19.0,11.0,6.0,61.0,624.0,0.0
Dave Jennings,1979,104.0,4445.0,3818.0,72.0,42.6,36.7,0.0,4.0,9.0,19.0,9.0,22.0,60.0,447.0,0.0
Dave Jennings,1980,94.0,4211.0,3445.0,63.0,44.6,36.4,0.0,7.0,12.0,16.0,13.0,4.0,58.0,506.0,0.0
Dave Jennings,1981,105.0,4547.0,3708.0,62.0,43.6,35.2,0.0,11.0,11.0,21.0,12.0,6.0,65.0,599.0,1.0
Dave Jennings,1982,49.0,2096.0,1829.0,73.0,44.1,38.3,0.0,9.0,8.0,16.0,3.0,4.0,25.0,207.0,0.0
Dave Jennings,1983,85.0,3386.0,3003.0,66.0,40.3,36.3,1.0,12.0,11.0,29.0,5.0,9.0,47.0,283.0,0.0
Dave Jennings,1984,103.0,3979.0,3276.0,54.0,39.7,32.8,3.0,9.0,12.0,27.0,10.0,15.0,54.0,503.0,2.0
Dave Jennings,1985,79.0,3170.0,2679.0,66.0,40.6,34.2,0.0,7.0,14.0,24.0,8.0,10.0,40.0,331.0,1.0
Dave Jennings,1986,103.0,3999.0,3624.0,55.0,39.4,35.8,1.0,9.0,21.0,28.0,7.0,19.0,46.0,235.0,0.0
Dave Jennings,1987,64.0,2444.0,2224.0,58.0,38.2,34.5,0.0,0.0,15.0,12.0,6.0,19.0,24.0,100.0,0.0
Dave Smigelsky,1982,26.0,1000.0,881.0,54.0,38.7,34.8,0.0,4.0,3.0,6.0,2.0,2.0,15.0,79.0,0.0
Dave Zastudil,2002,83.0,3368.0,2797.0,61.0,41.5,34.1,2.0,5.0,17.0,31.0,5.0,14.0,40.0,471.0,2.0
Dave Zastudil,2003,97.0,4039.0,3455.0,67.0,41.5,35.8,0.0,9.0,14.0,21.0,8.0,19.0,47.0,424.0,0.0
