PLAYER,SEASON,ATT,YDS,AVG,LNG,TD,REC,YDS.1,AVG.1,LNG.1,TD.1,FUM,LOST
Doug Kotar,1974,106.0,396.0,3.3,53.0,4.0,10.0,57.0,6.9,18.0,0.0,4.0,0.0
Doug Kotar,1975,122.0,378.0,3.0,46.0,6.0,9.0,86.0,10.5,17.0,0.0,4.0,0.0
Doug Kotar,1976,185.0,731.0,3.7,24.0,3.0,36.0,319.0,7.7,30.0,0.0,3.0,0.0
Doug Kotar,1977,132.0,480.0,3.3,32.0,2.0,15.0,73.0,3.8,13.0,0.0,1.0,0.0
Doug Kotar,1978,149.0,625.0,3.9,46.0,1.0,22.0,225.0,10.0,31.0,1.0,1.0,0.0
Doug Kotar,1979,160.0,616.0,3.8,32.0,3.0,25.0,230.0,10.0,37.0,0.0,3.0,0.0
Doug Kotar,1981,46.0,154.0,3.2,18.0,1.0,9.0,32.0,3.5,11.0,0.0,0.0,0.0
Doug Lloyd,1991,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0
Doug Martin,2012,319.0,1454.0,4.4,70.0,11.0,49.0,472.0,10.4,64.0,1.0,1.0,1.0
Doug Martin,2013,130.0,460.0,3.3,28.0,1.0,12.0,66.0,5.6,13.0,0.0,2.0,1.0
Doug Martin,2014,155.0,562.0,3.4,63.0,3.0,17.0,97.0,4.7,21.0,0.0,0.0,0.0
Doug Martin,2015,308.0,1520.0,5.0,84.0,7.0,34.0,280.0,7.1,25.0,1.0,5.0,5.0
Doug Martin,2016,153.0,452.0,3.0,17.0,3.0,15.0,145.0,11.3,27.0,0.0,1.0,1.0
Doug Martin,2017,149.0,449.0,2.8,27.0,4.0,13.0,109.0,8.2,17.0,0.0,1.0,1.0
Doug Martin,2018,179.0,750.0,3.9,29.0,4.0,18.0,116.0,6.5,23.0,0.0,3.0,3.0
Doug Mayberry,1961,13.0,40.0,2.8,13.0,0.0,2.0,18.0,9.0,13.0,0.0,0.0,0.0
Doug Mayberry,1962,74.0,274.0,3.5,17.0,1.0,11.0,100.0,9.3,21.0,1.0,5.0,0.0
Doug Mayberry,1963,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0
Doug McEnulty,1943,16.0,45.0,2.6,9.0,0.0,1.0,10.0,10.0,10.0,1.0,0.0,0.0
Doug McEnulty,1944,8.0,11.0,1.6,7.0,0.0,2.0,10.0,5.0,5.0,1.0,0.0,0.0
Doug Nott,1935,96.0,196.0,1.8,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Doug Paschal,1980,19.0,79.0,3.5,14.0,1.0,3.0,37.0,12.3,19.0,0.0,1.0,1.0
Doug Roby,1923,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0
Doug Russell,1934,75.0,407.0,5.4,0.0,1.0,1.0,2.0,2.0,2.0,0.0,0.0,0.0
Doug Russell,1935,140.0,499.0,3.5,11.0,0.0,3.0,33.0,12.5,17.0,0.0,0.0,0.0
Doug Russell,1936,3.0,11.0,2.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Doug Russell,1937,23.0,76.0,4.9,24.0,0.0,12.0,263.0,19.0,38.0,1.0,0.0,0.0
Doug Russell,1938,31.0,60.0,4.7,3.0,1.0,6.0,36.0,7.5,11.0,0.0,0.0,0.0
Doug Russell,1939,18.0,42.0,2.1,9.0,0.0,10.0,134.0,14.8,44.0,2.0,0.0,0.0
Doug Wycoff,1927,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0
Doug Wycoff,1929,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0
Doug Wycoff,1930,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0
Doug Wycoff,1931,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0
Doug Wycoff,1932,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0
Doug Wycoff,1934,106.0,326.0,2.0,0.0,1.0,0.0,0.0,,,0.0,0.0,0.0
Dreamius Smith,2015,28.0,74.0,6.4,20.0,1.0,3.0,10.0,4.2,7.0,0.0,0.0,0.0
Dreamius Smith,2016,21.0,44.0,2.0,8.0,0.0,3.0,30.0,10.0,16.0,0.0,0.0,0.0
Dri Archer,2014,17.0,57.0,2.6,15.0,0.0,18.0,146.0,6.6,46.0,0.0,0.0,0.0
Dri Archer,2015,13.0,51.0,3.7,15.0,0.0,10.0,58.0,6.2,14.0,0.0,2.0,0.0
DuJuan Harris,2011,30.0,133.0,5.2,24.0,1.0,7.0,43.0,7.4,17.0,1.0,2.0,1.0
DuJuan Harris,2012,77.0,315.0,4.3,21.0,4.0,11.0,89.0,6.5,16.0,0.0,0.0,0.0
DuJuan Harris,2014,47.0,190.0,3.5,17.0,0.0,6.0,61.0,9.2,31.0,0.0,1.0,1.0
DuJuan Harris,2015,146.0,540.0,3.5,47.0,0.0,26.0,236.0,8.1,31.0,0.0,4.0,2.0
DuJuan Harris,2016,67.0,271.0,4.0,19.0,1.0,11.0,128.0,8.8,47.0,1.0,3.0,3.0
Duane Thomas,1970,226.0,1116.0,4.7,47.0,6.0,16.0,118.0,6.3,17.0,1.0,8.0,1.0
Duane Thomas,1971,230.0,998.0,4.7,56.0,14.0,18.0,180.0,9.6,34.0,2.0,3.0,0.0
Duane Thomas,1972,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0
Duane Thomas,1973,32.0,95.0,4.0,13.0,0.0,5.0,40.0,7.9,13.0,0.0,1.0,0.0
Duane Thomas,1974,95.0,347.0,3.1,66.0,5.0,10.0,31.0,1.3,9.0,1.0,1.0,0.0
Dub Jones,1950,97.0,420.0,4.2,61.0,6.0,35.0,538.0,17.1,80.0,6.0,1.0,0.0
Dub Jones,1951,113.0,504.0,3.8,43.0,7.0,34.0,632.0,16.1,81.0,6.0,5.0,0.0
Dub Jones,1952,65.0,270.0,4.3,35.0,2.0,43.0,651.0,16.3,63.0,4.0,2.0,0.0
Dub Jones,1953,34.0,56.0,2.4,19.0,0.0,24.0,373.0,15.3,58.0,0.0,4.0,0.0
Dub Jones,1954,54.0,234.0,3.4,24.0,0.0,19.0,347.0,17.9,48.0,2.0,1.0,0.0
Dub Jones,1955,11.0,47.0,4.9,13.0,0.0,4.0,126.0,31.5,46.0,1.0,1.0,0.0
Duce Staley,1997,7.0,29.0,2.0,12.0,0.0,2.0,22.0,11.0,22.0,0.0,0.0,0.0
Duce Staley,1998,258.0,1065.0,4.2,64.0,5.0,57.0,432.0,7.2,33.0,1.0,2.0,0.0
Duce Staley,1999,325.0,1273.0,3.9,29.0,4.0,41.0,294.0,7.2,19.0,2.0,5.0,4.0
Duce Staley,2000,79.0,344.0,3.6,60.0,1.0,25.0,201.0,7.6,26.0,0.0,3.0,2.0
Duce Staley,2001,210.0,743.0,3.8,44.0,3.0,80.0,765.0,9.5,46.0,4.0,3.0,1.0
Duce Staley,2002,300.0,1150.0,3.6,57.0,6.0,62.0,606.0,10.6,45.0,3.0,4.0,0.0
Duce Staley,2003,114.0,587.0,4.9,22.0,5.0,43.0,441.0,11.4,52.0,3.0,3.0,2.0
Duce Staley,2004,213.0,910.0,4.1,38.0,1.0,6.0,55.0,8.4,21.0,0.0,3.0,2.0
Duce Staley,2005,38.0,148.0,2.9,17.0,1.0,6.0,34.0,5.7,9.0,0.0,1.0,0.0
Duce Staley,2006,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0
Ducky Grant,1928,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0
Dud Pearson,1922,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0
Duke Abbruzzi,1946,6.0,26.0,4.4,10.0,0.0,2.0,55.0,27.5,38.0,0.0,3.0,0.0
Duke Iverson,1947,0.0,0.0,,,0.0,1.0,11.0,11.0,11.0,0.0,0.0,0.0
Duke Iverson,1950,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0
Duke Iverson,1951,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0
Duke Johnson,2015,105.0,383.0,3.4,39.0,0.0,62.0,535.0,9.2,52.0,2.0,1.0,0.0
Duke Johnson,2016,82.0,405.0,5.0,22.0,1.0,57.0,541.0,9.9,32.0,0.0,2.0,1.0
Duke Johnson,2017,95.0,424.0,5.1,37.0,4.0,76.0,705.0,9.2,41.0,3.0,5.0,3.0
Duke Johnson,2018,48.0,244.0,4.8,23.0,0.0,47.0,429.0,9.2,32.0,3.0,1.0,0.0
Duke Johnson,2019,87.0,459.0,5.2,40.0,2.0,52.0,463.0,9.0,21.0,3.0,1.0,1.0
Duke Johnson,2020,77.0,235.0,2.8,23.0,1.0,28.0,249.0,9.8,48.0,1.0,3.0,2.0
Duke Johnson,2021,71.0,330.0,4.8,27.0,3.0,4.0,41.0,11.0,20.0,0.0,0.0,0.0
Duke Johnson,2022,23.0,88.0,3.2,10.0,2.0,2.0,3.0,1.5,2.0,0.0,0.0,0.0
Dukes Duford,1924,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0
Dunc Annan,1926,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0
Dustin Johnson,1999,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0
Dusty McGrorty,2004,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0
Dutch Clark,1932,26.0,130.0,5.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Dutch Clark,1938,7.0,25.0,4.1,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Dutch Connor,1925,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0
Dutch Connor,1926,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0
Dutch Forst,1926,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0
Dutch Hendrian,1923,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0
Dutch Hendrian,1924,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0
Dutch Hendrian,1925,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0
Dutch Irwin,1920,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0
Dutch Kitzmiller,1931,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0
Dutch Lauer,1922,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0
Dutch Lauer,1923,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0
Dutch Lauer,1925,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0
Dutch Lauer,1926,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0
Dutch Leighty,1921,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0
Dutch Marion,1925,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0
Dutch Marion,1926,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0
Dutch Mellody,1920,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0
Dutch Sternaman,1920,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0
Dutch Sternaman,1921,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0
Dutch Sternaman,1922,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0
Dutch Sternaman,1923,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0
Dutch Sternaman,1924,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0
Dutch Sternaman,1925,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0
Dutch Sternaman,1926,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0
Dutch Sternaman,1927,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0
Dutch Strauss,1923,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0
Dutch Strauss,1924,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0
Dwayne Crutchfield,1982,23.0,79.0,2.7,8.0,2.0,0.0,0.0,,,0.0,1.0,0.0
Dwayne Crutchfield,1983,280.0,1156.0,4.1,17.0,6.0,38.0,266.0,6.8,15.0,0.0,4.0,4.0
Dwayne Crutchfield,1984,75.0,335.0,4.2,36.0,1.0,2.0,11.0,5.5,7.0,1.0,1.0,0.0
Dwayne Washington,2016,108.0,369.0,3.6,58.0,3.0,11.0,77.0,6.9,15.0,0.0,0.0,0.0
Dwayne Washington,2017,41.0,117.0,2.8,18.0,1.0,6.0,56.0,8.6,18.0,1.0,0.0,0.0
Dwayne Washington,2018,47.0,221.0,3.5,28.0,1.0,8.0,55.0,6.6,13.0,0.0,0.0,0.0
Dwayne Washington,2019,23.0,122.0,5.7,31.0,0.0,3.0,22.0,7.0,12.0,0.0,0.0,0.0
Dwayne Washington,2020,9.0,17.0,1.9,5.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Dwayne Washington,2021,8.0,32.0,4.0,8.0,0.0,4.0,51.0,10.5,33.0,0.0,0.0,0.0
Dwayne Washington,2022,20.0,57.0,3.0,8.0,0.0,4.0,25.0,6.5,9.0,1.0,1.0,0.0
Dwayne Washington,2023,6.0,26.0,4.3,16.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Dwayne Wright,2007,29.0,94.0,2.7,15.0,0.0,3.0,17.0,5.7,8.0,0.0,1.0,1.0
Dwight Beverly,1987,62.0,217.0,3.5,25.0,2.0,1.0,8.0,8.0,8.0,0.0,1.0,1.0
Dwight Garner,1986,0.0,0.0,,,0.0,0.0,0.0,,,0.0,2.0,1.0
Dwight Lee,1968,12.0,14.0,1.3,6.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Dwight Stone,1987,17.0,135.0,8.7,51.0,0.0,1.0,22.0,22.0,22.0,0.0,0.0,0.0
Dwight Stone,1988,40.0,127.0,2.5,11.0,0.0,11.0,196.0,14.8,72.0,1.0,5.0,3.0
Dwight Stone,1996,1.0,6.0,6.0,6.0,0.0,1.0,11.0,11.0,11.0,0.0,0.0,0.0
Dwight Walker,1982,0.0,0.0,,,0.0,12.0,183.0,17.5,46.0,0.0,2.0,0.0
Dwight Walker,1983,19.0,100.0,5.0,15.0,0.0,29.0,273.0,9.3,35.0,1.0,1.0,0.0
Dwight Walker,1984,1.0,-8.0,-8.0,-8.0,0.0,10.0,122.0,11.1,25.0,0.0,1.0,0.0
Dwight Walker,1987,0.0,0.0,,,0.0,2.0,15.0,7.5,8.0,0.0,0.0,0.0
Dwone Hicks,2003,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0
E J Jones,1985,12.0,19.0,1.0,7.0,0.0,3.0,31.0,11.5,15.0,0.0,0.0,0.0
E J Jones,1987,2.0,7.0,3.5,5.0,0.0,3.0,16.0,4.8,10.0,0.0,0.0,0.0
Eagle Feather,1922,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0
Eagle Feather,1923,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0
Earl Beecham,1987,5.0,22.0,4.4,10.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Earl Britton,1925,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0
Earl Britton,1926,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0
Earl Britton,1927,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0
Earl Britton,1928,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0
Earl Britton,1929,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0
Earl Burgner,1923,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0
Earl Campbell,1978,377.0,1714.0,4.8,81.0,15.0,15.0,75.0,6.0,20.0,0.0,13.0,1.0
Earl Campbell,1979,401.0,1762.0,4.2,61.0,20.0,18.0,112.0,4.8,46.0,0.0,10.0,1.0
Earl Campbell,1980,400.0,2025.0,4.8,55.0,14.0,11.0,47.0,4.3,10.0,0.0,5.0,1.0
Earl Campbell,1981,361.0,1376.0,3.7,43.0,10.0,36.0,156.0,4.2,17.0,0.0,10.0,9.0
Earl Campbell,1982,157.0,538.0,3.3,22.0,2.0,18.0,130.0,12.3,46.0,0.0,2.0,2.0
Earl Campbell,1983,322.0,1301.0,4.1,42.0,12.0,19.0,216.0,10.2,66.0,0.0,4.0,4.0
Earl Campbell,1984,292.0,936.0,3.2,22.0,8.0,6.0,54.0,8.5,15.0,0.0,4.0,4.0
Earl Campbell,1985,158.0,643.0,5.4,45.0,1.0,6.0,88.0,14.2,39.0,0.0,4.0,3.0
Earl Carr,1978,1.0,2.0,2.0,2.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Earl Carr,1979,1.0,-1.0,-1.0,-1.0,0.0,1.0,2.0,2.0,2.0,0.0,0.0,0.0
Earl Cooper,1980,171.0,720.0,4.4,47.0,5.0,83.0,567.0,7.1,66.0,4.0,8.0,0.0
Earl Cooper,1981,122.0,451.0,3.1,23.0,1.0,55.0,503.0,9.6,50.0,1.0,3.0,1.0
Earl Cooper,1982,24.0,77.0,4.2,9.0,0.0,19.0,153.0,7.0,20.0,1.0,1.0,0.0
Earl Cooper,1983,0.0,0.0,,,0.0,16.0,218.0,12.1,73.0,3.0,1.0,1.0
Earl Cooper,1985,2.0,12.0,6.0,14.0,0.0,4.0,45.0,10.3,20.0,0.0,0.0,0.0
Earl Cooper,1986,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0
Earl Denny,1967,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0
Earl Denny,1968,2.0,9.0,4.5,9.0,0.0,0.0,0.0,,,0.0,1.0,0.0
Earl Ferrell,1982,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0
Earl Ferrell,1983,7.0,53.0,9.1,21.0,1.0,0.0,0.0,,,0.0,2.0,0.0
Earl Ferrell,1984,44.0,203.0,4.3,25.0,1.0,26.0,218.0,8.8,21.0,1.0,3.0,2.0
Earl Ferrell,1985,46.0,208.0,4.1,30.0,2.0,25.0,277.0,10.2,30.0,2.0,2.0,1.0
Earl Ferrell,1986,124.0,548.0,4.4,25.0,0.0,56.0,434.0,7.5,30.0,3.0,6.0,2.0
Earl Ferrell,1987,113.0,512.0,4.2,35.0,7.0,23.0,262.0,12.0,36.0,0.0,0.0,0.0
Earl Ferrell,1988,202.0,924.0,4.4,47.0,7.0,38.0,315.0,7.7,30.0,2.0,7.0,5.0
Earl Ferrell,1989,149.0,502.0,3.3,44.0,6.0,18.0,122.0,6.6,25.0,0.0,2.0,2.0
Earl Gant,1979,56.0,196.0,4.3,16.0,1.0,15.0,101.0,6.8,26.0,0.0,2.0,0.0
Earl Gant,1980,9.0,32.0,5.4,11.0,0.0,9.0,68.0,10.4,33.0,0.0,3.0,0.0
Earl Gros,1962,29.0,155.0,4.1,26.0,2.0,0.0,0.0,,,0.0,1.0,0.0
Earl Gros,1963,48.0,203.0,3.9,19.0,2.0,1.0,19.0,19.0,19.0,0.0,6.0,0.0
Earl Gros,1964,154.0,748.0,4.5,59.0,2.0,29.0,234.0,6.3,29.0,0.0,2.0,0.0
Earl Gros,1965,145.0,479.0,3.3,33.0,7.0,29.0,271.0,10.1,37.0,2.0,5.0,0.0
Earl Gros,1966,102.0,396.0,3.4,26.0,7.0,18.0,214.0,12.6,48.0,2.0,3.0,0.0
Earl Gros,1967,72.0,252.0,2.9,23.0,1.0,19.0,175.0,9.3,22.0,0.0,1.0,0.0
Earl Gros,1968,151.0,579.0,3.9,44.0,3.0,27.0,211.0,9.1,21.0,3.0,3.0,0.0
Earl Gros,1969,116.0,343.0,2.3,16.0,4.0,17.0,131.0,7.8,20.0,3.0,4.0,0.0
Earl Gros,1970,4.0,2.0,0.5,4.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0
Earl Krieger,1921,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0
Earl Krieger,1922,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0
Earl Maves,1948,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0
Earl Warweg,1921,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0
Earl Witte,1934,8.0,22.0,2.9,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Earnest Byner,1984,72.0,426.0,4.1,54.0,2.0,11.0,118.0,11.0,26.0,0.0,3.0,2.0
Earnest Byner,1985,260.0,1163.0,4.5,66.0,10.0,49.0,485.0,10.4,31.0,2.0,5.0,3.0
Earnest Byner,1986,94.0,277.0,2.8,37.0,2.0,38.0,332.0,8.2,40.0,2.0,1.0,1.0
Earnest Byner,1987,143.0,621.0,4.4,25.0,10.0,63.0,708.0,11.5,53.0,4.0,7.0,4.0
Earnest Byner,1988,166.0,633.0,4.0,27.0,3.0,62.0,586.0,10.3,39.0,2.0,5.0,2.0
Earnest Byner,1989,134.0,580.0,5.0,24.0,7.0,54.0,458.0,7.9,27.0,2.0,2.0,1.0
Earnest Byner,1990,327.0,1319.0,3.9,22.0,6.0,39.0,356.0,8.4,23.0,1.0,2.0,1.0
Earnest Byner,1991,319.0,1216.0,3.6,32.0,5.0,38.0,343.0,8.3,31.0,1.0,3.0,1.0
Earnest Byner,1992,291.0,1089.0,3.7,23.0,7.0,44.0,389.0,10.0,29.0,1.0,1.0,1.0
Earnest Byner,1993,23.0,105.0,3.5,16.0,1.0,27.0,194.0,8.4,20.0,0.0,0.0,0.0
Earnest Byner,1994,94.0,292.0,3.1,15.0,2.0,14.0,132.0,10.0,30.0,0.0,0.0,0.0
Earnest Byner,1995,115.0,432.0,3.3,23.0,2.0,61.0,494.0,8.3,29.0,2.0,1.0,0.0
Earnest Byner,1996,159.0,634.0,3.8,42.0,4.0,30.0,270.0,7.6,40.0,1.0,1.0,1.0
Earnest Byner,1997,84.0,313.0,3.0,19.0,0.0,21.0,128.0,6.2,17.0,0.0,2.0,1.0
Earnest Graham,2004,13.0,73.0,5.4,13.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0
Earnest Graham,2005,28.0,83.0,3.1,16.0,0.0,0.0,0.0,,0.0,0.0,1.0,1.0
Earnest Graham,2006,11.0,59.0,5.7,17.0,0.0,1.0,4.0,4.0,4.0,0.0,0.0,0.0
Earnest Graham,2007,240.0,961.0,3.9,28.0,11.0,53.0,351.0,7.0,21.0,0.0,1.0,1.0
Earnest Graham,2008,142.0,583.0,3.9,68.0,5.0,26.0,189.0,8.3,24.0,0.0,3.0,3.0
Earnest Graham,2009,23.0,106.0,4.3,27.0,0.0,15.0,110.0,7.0,16.0,0.0,1.0,1.0
Earnest Graham,2010,21.0,100.0,4.1,61.0,1.0,17.0,132.0,6.1,46.0,2.0,1.0,1.0
Earnest Graham,2011,40.0,211.0,5.0,34.0,1.0,31.0,215.0,7.5,19.0,0.0,1.0,0.0
Earnest Hunter,1995,30.0,100.0,4.3,15.0,0.0,5.0,42.0,7.5,17.0,0.0,4.0,4.0
Earnest Hunter,1996,30.0,88.0,2.0,9.0,0.0,36.0,326.0,10.2,25.0,0.0,8.0,6.0
Earnest Jackson,1983,11.0,39.0,3.4,6.0,0.0,5.0,42.0,7.8,10.0,0.0,1.0,0.0
Earnest Jackson,1984,296.0,1179.0,3.9,32.0,8.0,39.0,222.0,6.5,21.0,1.0,3.0,3.0
Earnest Jackson,1985,282.0,1028.0,3.1,59.0,5.0,10.0,126.0,14.2,25.0,1.0,3.0,3.0
Earnest Jackson,1986,432.0,1820.0,4.0,31.0,10.0,34.0,338.0,8.7,28.0,0.0,6.0,4.0
Earnest Jackson,1987,180.0,696.0,3.4,39.0,1.0,7.0,52.0,6.6,23.0,0.0,2.0,1.0
Earnest Jackson,1988,74.0,315.0,4.5,29.0,3.0,9.0,84.0,10.9,24.0,0.0,3.0,3.0
Eber Sampson,1921,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0
Eber Sampson,1922,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0
Eber Sampson,1923,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0
Ebert Van Buren,1951,16.0,60.0,3.4,11.0,0.0,0.0,0.0,,,0.0,2.0,0.0
Ebert Van Buren,1952,7.0,1.0,0.4,6.0,0.0,4.0,73.0,18.2,38.0,0.0,2.0,0.0
Ebert Van Buren,1953,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0
Ed Cherry,1938,6.0,18.0,3.0,8.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Ed Cherry,1939,20.0,60.0,2.2,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Ed Cody,1947,56.0,263.0,4.4,51.0,2.0,1.0,2.0,2.0,2.0,0.0,2.0,0.0
Ed Cody,1948,26.0,58.0,2.1,10.0,0.0,0.0,0.0,,,0.0,2.0,0.0
Ed Cody,1949,11.0,25.0,1.5,11.0,0.0,0.0,0.0,,,0.0,4.0,0.0
Ed Cody,1950,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0
Ed Goddard,1937,114.0,324.0,2.1,10.0,4.0,12.0,122.0,7.8,23.0,0.0,0.0,0.0
Ed Goddard,1938,40.0,-16.0,-0.6,1.0,0.0,6.0,128.0,23.2,53.0,1.0,0.0,0.0
Ed Jankowski,1937,61.0,324.0,4.4,46.0,2.0,1.0,60.0,60.0,60.0,1.0,0.0,0.0
Ed Jankowski,1938,47.0,136.0,2.1,12.0,2.0,0.0,0.0,,,0.0,1.0,0.0
Ed Jankowski,1939,82.0,292.0,4.1,6.0,3.0,1.0,5.0,5.0,5.0,0.0,0.0,0.0
Ed Jankowski,1940,48.0,211.0,4.4,0.0,2.0,0.0,0.0,,,0.0,0.0,0.0
Ed Jankowski,1941,50.0,69.0,1.3,13.0,0.0,1.0,19.0,19.0,19.0,0.0,0.0,0.0
Ed Jenkins,1972,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0
Ed Jenkins,1974,0.0,0.0,,,0.0,3.0,36.0,12.0,12.0,0.0,0.0,0.0
Ed Justice,1936,12.0,4.0,-0.6,0.0,0.0,9.0,165.0,19.6,33.0,0.0,0.0,0.0
Ed Justice,1937,9.0,38.0,3.8,3.0,0.0,12.0,213.0,15.6,43.0,4.0,0.0,0.0
Ed Justice,1938,10.0,11.0,0.8,0.0,0.0,14.0,173.0,10.8,15.0,1.0,0.0,0.0
Ed Justice,1939,5.0,56.0,11.2,32.0,1.0,7.0,124.0,16.8,29.0,1.0,0.0,0.0
Ed Justice,1940,4.0,35.0,6.0,1.0,0.0,16.0,173.0,10.2,41.0,2.0,1.0,0.0
Ed Justice,1941,4.0,-8.0,-0.6,2.0,0.0,8.0,149.0,20.2,36.0,1.0,0.0,0.0
Ed Justice,1942,3.0,-1.0,-0.3,2.0,0.0,9.0,108.0,12.3,35.0,1.0,0.0,0.0
Ed Kovac,1960,4.0,1.0,0.5,5.0,0.0,2.0,27.0,13.5,25.0,0.0,1.0,0.0
Ed Kovac,1962,3.0,5.0,1.7,3.0,0.0,1.0,3.0,3.0,3.0,0.0,0.0,0.0
Ed Lawrence,1929,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0
Ed Lawrence,1930,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0
Ed Marinaro,1972,66.0,223.0,2.7,19.0,0.0,28.0,218.0,8.7,18.0,1.0,4.0,0.0
Ed Marinaro,1973,97.0,308.0,2.5,27.0,2.0,28.0,235.0,8.4,27.0,2.0,3.0,0.0
