PLAYER,SEASON,ATT,YDS,AVG,LNG,TD,REC,YDS.1,AVG.1,LNG.1,TD.1,FUM,LOST
Hubert Ginn,1970,5.0,-1.0,-1.9,8.0,0.0,0.0,0.0,,,0.0,2.0,0.0
Hubert Ginn,1971,22.0,97.0,3.8,46.0,0.0,0.0,0.0,,,0.0,2.0,0.0
Hubert Ginn,1972,27.0,142.0,5.2,22.0,1.0,1.0,23.0,23.0,23.0,0.0,1.0,0.0
Hubert Ginn,1973,32.0,94.0,2.7,8.0,0.0,6.0,4.0,1.2,6.0,0.0,0.0,0.0
Hubert Ginn,1974,26.0,99.0,4.9,41.0,2.0,2.0,3.0,1.5,3.0,0.0,2.0,0.0
Hubert Ginn,1975,21.0,78.0,2.3,14.0,0.0,3.0,21.0,6.8,8.0,0.0,1.0,0.0
Hubert Ginn,1976,12.0,62.0,3.8,16.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Hubert Ginn,1977,5.0,6.0,0.4,5.0,0.0,0.0,0.0,,,0.0,1.0,0.0
Hubert Ginn,1978,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0
Hubert Wiggs,1921,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0
Hubert Wiggs,1922,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0
Hubert Wiggs,1923,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0
Hubie Oliver,1981,80.0,341.0,4.4,39.0,1.0,11.0,44.0,5.3,27.0,0.0,1.0,1.0
Hubie Oliver,1982,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0
Hubie Oliver,1983,121.0,434.0,3.7,24.0,1.0,49.0,421.0,8.3,25.0,2.0,5.0,2.0
Hubie Oliver,1984,72.0,263.0,3.4,17.0,0.0,32.0,142.0,4.1,21.0,0.0,0.0,0.0
Hubie Oliver,1985,1.0,3.0,3.0,3.0,0.0,1.0,4.0,4.0,4.0,0.0,0.0,0.0
Hubie Oliver,1986,2.0,2.0,1.0,1.0,0.0,2.0,-4.0,-2.0,-2.0,0.0,0.0,0.0
Hugh Gallarneau,1941,59.0,321.0,5.3,40.0,8.0,11.0,204.0,19.0,46.0,2.0,2.0,0.0
Hugh Gallarneau,1942,70.0,301.0,4.2,20.0,4.0,15.0,282.0,18.3,60.0,3.0,0.0,0.0
Hugh Gallarneau,1945,75.0,260.0,2.7,31.0,2.0,7.0,58.0,9.2,36.0,1.0,3.0,0.0
Hugh Gallarneau,1946,118.0,500.0,4.5,52.0,6.0,12.0,185.0,14.9,36.0,1.0,7.0,0.0
Hugh Gallarneau,1947,39.0,89.0,2.4,8.0,6.0,7.0,56.0,6.7,28.0,0.0,4.0,0.0
Hugh McCullough,1941,15.0,22.0,2.3,14.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Hugh McCullough,1943,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0
Hugh McCullough,1945,2.0,1.0,0.5,2.0,0.0,1.0,17.0,17.0,17.0,0.0,0.0,0.0
Hugh McElhenny,1952,98.0,684.0,7.4,89.0,6.0,26.0,367.0,15.2,77.0,3.0,5.0,0.0
Hugh McElhenny,1953,112.0,503.0,5.0,33.0,3.0,30.0,474.0,20.2,71.0,2.0,6.0,0.0
Hugh McElhenny,1954,64.0,515.0,8.8,60.0,6.0,8.0,162.0,20.8,53.0,0.0,4.0,0.0
Hugh McElhenny,1955,90.0,327.0,3.0,44.0,4.0,11.0,203.0,20.9,55.0,2.0,3.0,0.0
Hugh McElhenny,1956,185.0,916.0,5.0,86.0,8.0,16.0,193.0,11.8,22.0,0.0,4.0,0.0
Hugh McElhenny,1957,116.0,560.0,5.2,71.0,1.0,43.0,554.0,12.5,47.0,3.0,8.0,0.0
Hugh McElhenny,1958,113.0,451.0,3.7,34.0,6.0,31.0,366.0,11.4,59.0,2.0,10.0,0.0
Hugh McElhenny,1959,18.0,67.0,3.4,19.0,1.0,22.0,329.0,17.0,72.0,3.0,1.0,0.0
Hugh McElhenny,1960,95.0,347.0,3.5,38.0,0.0,14.0,114.0,5.7,45.0,1.0,2.0,0.0
Hugh McElhenny,1961,120.0,570.0,4.6,41.0,3.0,37.0,283.0,9.4,26.0,3.0,8.0,0.0
Hugh McElhenny,1962,50.0,200.0,4.6,27.0,0.0,16.0,191.0,11.5,41.0,0.0,3.0,0.0
Hugh McElhenny,1963,62.0,194.0,2.9,23.0,0.0,13.0,111.0,8.6,24.0,2.0,3.0,0.0
Hugh McElhenny,1964,22.0,48.0,2.3,14.0,0.0,5.0,16.0,1.0,27.0,0.0,0.0,0.0
Hugh McKinnis,1973,28.0,77.0,2.2,12.0,0.0,3.0,11.0,3.7,12.0,0.0,1.0,0.0
Hugh McKinnis,1974,124.0,519.0,5.4,44.0,2.0,32.0,258.0,5.9,55.0,0.0,1.0,0.0
Hugh McKinnis,1975,71.0,259.0,3.0,14.0,4.0,17.0,155.0,9.0,20.0,0.0,2.0,0.0
Hugh McKinnis,1976,46.0,105.0,2.2,14.0,4.0,13.0,148.0,10.4,22.0,0.0,1.0,0.0
Hunter Luepke,2023,27.0,86.0,3.2,11.0,1.0,8.0,78.0,7.5,29.0,1.0,0.0,0.0
Hust Stockton,1925,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0
Hust Stockton,1926,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0
Hust Stockton,1928,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0
Hust Stockton,1929,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0
I M Hipp,1980,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0
Ian Smart,2004,2.0,26.0,13.0,25.0,0.0,2.0,10.0,5.0,5.0,0.0,0.0,0.0
Ickey Woods,1988,275.0,1373.0,4.9,56.0,18.0,21.0,199.0,9.8,25.0,0.0,8.0,4.0
Ickey Woods,1989,29.0,94.0,3.4,12.0,2.0,0.0,0.0,,,0.0,1.0,1.0
Ickey Woods,1990,81.0,352.0,4.1,32.0,7.0,23.0,180.0,7.5,22.0,0.0,1.0,1.0
Ickey Woods,1991,36.0,97.0,1.8,12.0,4.0,6.0,36.0,9.3,16.0,0.0,2.0,2.0
Ignacio Molinet,1927,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0
Ike Forte,1976,25.0,100.0,3.5,26.0,1.0,3.0,9.0,3.0,6.0,1.0,1.0,0.0
Ike Forte,1977,62.0,157.0,2.3,16.0,2.0,8.0,88.0,11.2,22.0,0.0,2.0,0.0
Ike Forte,1978,4.0,4.0,1.0,2.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Ike Forte,1979,25.0,125.0,5.7,20.0,1.0,10.0,105.0,10.1,22.0,0.0,3.0,0.0
Ike Forte,1980,30.0,51.0,1.5,6.0,1.0,15.0,174.0,10.2,28.0,1.0,1.0,0.0
Ike Forte,1981,19.0,74.0,3.9,15.0,0.0,3.0,11.0,4.0,6.0,0.0,1.0,1.0
Ike Mahoney,1925,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0
Ike Mahoney,1926,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0
Ike Mahoney,1927,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0
Ike Mahoney,1928,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0
Ike Mahoney,1931,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0
Ike Martin,1920,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0
Ike Williams,1929,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0
Ira Albright,1987,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0
Ira Matthews,1979,2.0,3.0,1.5,3.0,0.0,0.0,0.0,,,0.0,4.0,0.0
Ira Matthews,1980,5.0,11.0,2.2,5.0,0.0,3.0,33.0,10.5,20.0,0.0,8.0,0.0
Ira Matthews,1981,0.0,0.0,,,0.0,0.0,0.0,,,0.0,5.0,2.0
Ira Valentine,1987,5.0,10.0,2.1,4.0,0.0,2.0,10.0,5.0,7.0,0.0,0.0,0.0
Irv Constantine,1931,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0
Irv Hall,1942,8.0,14.0,0.5,11.0,0.0,2.0,18.0,9.0,14.0,0.0,0.0,0.0
Irv Hill,1931,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0
Irv Hill,1932,0.0,0.0,,0.0,1.0,0.0,0.0,,,0.0,0.0,0.0
Irv Hill,1933,1.0,1.0,1.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Irv Langhoff,1922,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0
Irv Langhoff,1923,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0
Irving Spikes,1994,79.0,361.0,4.6,40.0,2.0,4.0,16.0,4.0,9.0,0.0,1.0,1.0
Irving Spikes,1995,32.0,126.0,3.4,17.0,1.0,5.0,18.0,3.2,13.0,1.0,0.0,0.0
Irving Spikes,1996,87.0,316.0,2.6,49.0,3.0,8.0,81.0,11.2,19.0,1.0,1.0,1.0
Irving Spikes,1997,63.0,180.0,2.7,14.0,2.0,7.0,70.0,8.8,24.0,0.0,3.0,1.0
Isaac Redman,2009,24.0,114.0,3.8,27.0,3.0,0.0,0.0,,0.0,0.0,0.0,0.0
Isaac Redman,2010,87.0,437.0,5.1,31.0,2.0,11.0,89.0,7.7,16.0,2.0,1.0,0.0
Isaac Redman,2011,149.0,717.0,4.5,32.0,4.0,22.0,117.0,5.4,12.0,0.0,2.0,2.0
Isaac Redman,2012,127.0,448.0,3.4,28.0,3.0,21.0,257.0,11.0,55.0,0.0,3.0,3.0
Isaac Redman,2013,12.0,19.0,2.0,8.0,0.0,4.0,14.0,3.5,7.0,0.0,1.0,0.0
Isaiah Crowell,2014,163.0,712.0,4.0,48.0,9.0,10.0,93.0,9.1,19.0,0.0,3.0,2.0
Isaiah Crowell,2015,202.0,753.0,3.2,54.0,4.0,22.0,200.0,8.4,53.0,1.0,0.0,0.0
Isaiah Crowell,2016,220.0,1028.0,3.9,85.0,8.0,41.0,331.0,9.3,44.0,0.0,2.0,2.0
Isaiah Crowell,2017,223.0,908.0,4.3,59.0,2.0,29.0,191.0,6.4,38.0,0.0,1.0,1.0
Isaiah Crowell,2018,149.0,697.0,4.0,77.0,6.0,24.0,186.0,8.9,21.0,1.0,0.0,0.0
Isaiah Pead,2012,45.0,162.0,3.3,28.0,1.0,10.0,26.0,3.2,9.0,0.0,3.0,2.0
Isaiah Pead,2013,33.0,107.0,3.4,15.0,0.0,14.0,104.0,8.3,14.0,0.0,2.0,1.0
Isaiah Pead,2015,56.0,198.0,3.1,13.0,2.0,6.0,16.0,2.7,6.0,0.0,2.0,2.0
Isaiah Pead,2016,23.0,121.0,4.6,45.0,0.0,6.0,47.0,9.4,30.0,0.0,0.0,0.0
Isaiah Spiller,2022,31.0,78.0,1.2,11.0,0.0,4.0,23.0,5.8,10.0,0.0,0.0,0.0
Isaiah Spiller,2023,52.0,164.0,2.6,18.0,0.0,8.0,45.0,5.4,10.0,0.0,0.0,0.0
Isiah Pacheco,2022,223.0,1093.0,4.4,39.0,6.0,22.0,216.0,10.3,32.0,0.0,4.0,2.0
Isiah Pacheco,2023,287.0,1248.0,4.1,48.0,10.0,56.0,304.0,5.4,33.0,2.0,3.0,2.0
Israel Abanikanda,2023,47.0,183.0,4.0,26.0,1.0,12.0,80.0,5.6,17.0,0.0,2.0,1.0
Ito Smith,2018,107.0,357.0,2.7,18.0,4.0,28.0,150.0,4.8,20.0,0.0,1.0,0.0
Ito Smith,2019,39.0,155.0,3.9,28.0,4.0,16.0,147.0,9.0,28.0,0.0,0.0,0.0
Ito Smith,2020,63.0,268.0,3.9,24.0,1.0,17.0,75.0,5.1,17.0,0.0,1.0,0.0
Ito Smith,2021,13.0,37.0,3.2,11.0,1.0,1.0,8.0,8.0,8.0,0.0,0.0,0.0
Ivory Lee Brown,1991,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0
Ivory Lee Brown,1992,68.0,194.0,2.3,13.0,2.0,7.0,54.0,7.2,18.0,0.0,0.0,0.0
Ivory Lee Brown,1993,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0
Ivy Joe Hunter,1989,13.0,47.0,3.7,11.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Ivy Joe Hunter,1990,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0
Ivy Joe Hunter,1991,18.0,53.0,3.0,9.0,0.0,11.0,97.0,7.8,25.0,0.0,0.0,0.0
Izzy Lang,1964,12.0,37.0,2.4,20.0,0.0,6.0,69.0,11.5,23.0,0.0,7.0,0.0
Izzy Lang,1965,10.0,25.0,2.5,8.0,1.0,2.0,30.0,15.0,24.0,0.0,0.0,0.0
Izzy Lang,1966,52.0,239.0,2.7,39.0,1.0,12.0,107.0,9.9,24.0,0.0,2.0,0.0
Izzy Lang,1967,101.0,336.0,2.8,21.0,2.0,26.0,201.0,8.8,19.0,3.0,4.0,0.0
Izzy Lang,1968,69.0,235.0,3.3,17.0,0.0,17.0,147.0,8.9,25.0,1.0,1.0,0.0
Izzy Lang,1969,1.0,1.0,1.0,1.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Izzy Yablock,1930,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0
Izzy Yablock,1931,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0
J B Andrews,1934,10.0,52.0,3.7,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0
J D Garrett,1964,56.0,259.0,4.4,58.0,2.0,8.0,101.0,11.2,57.0,0.0,3.0,0.0
J D Garrett,1965,42.0,147.0,3.6,26.0,1.0,7.0,49.0,6.7,15.0,2.0,1.0,0.0
J D Garrett,1966,13.0,21.0,1.7,5.0,0.0,1.0,7.0,7.0,7.0,0.0,0.0,0.0
J D Garrett,1967,5.0,7.0,2.2,8.0,0.0,1.0,12.0,12.0,12.0,0.0,1.0,0.0
J D McKissic,2017,58.0,248.0,3.7,30.0,1.0,38.0,298.0,9.3,27.0,2.0,1.0,0.0
J D McKissic,2018,5.0,13.0,3.0,6.0,0.0,5.0,27.0,5.6,11.0,1.0,0.0,0.0
J D McKissic,2019,46.0,225.0,6.0,44.0,0.0,37.0,244.0,7.2,26.0,1.0,0.0,0.0
J D McKissic,2020,87.0,370.0,3.8,17.0,2.0,82.0,597.0,7.3,29.0,2.0,3.0,1.0
J D McKissic,2021,49.0,214.0,4.1,15.0,2.0,45.0,404.0,7.7,56.0,2.0,0.0,0.0
J D McKissic,2022,22.0,95.0,4.3,33.0,0.0,28.0,188.0,7.4,15.0,0.0,0.0,0.0
J D Runnels,2006,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0
J D Smith,1960,126.0,428.0,2.7,0.0,12.0,34.0,388.0,10.4,0.0,2.0,8.0,0.0
J D Smith,1961,6.0,12.0,2.0,5.0,0.0,0.0,0.0,,,0.0,0.0,0.0
J J Arrington,2005,112.0,370.0,3.5,32.0,2.0,25.0,139.0,5.8,15.0,0.0,1.0,1.0
J J Arrington,2006,14.0,19.0,1.1,9.0,0.0,8.0,58.0,7.2,19.0,0.0,1.0,0.0
J J Arrington,2007,26.0,78.0,3.4,12.0,0.0,29.0,241.0,9.6,32.0,1.0,0.0,0.0
J J Arrington,2008,48.0,315.0,6.2,67.0,3.0,38.0,323.0,8.3,35.0,1.0,0.0,0.0
J J Johnson,1999,199.0,653.0,2.9,34.0,5.0,19.0,114.0,6.2,17.0,0.0,2.0,1.0
J J Johnson,2000,53.0,180.0,3.4,16.0,1.0,13.0,86.0,7.2,11.0,0.0,0.0,0.0
J J Johnson,2001,5.0,22.0,4.0,9.0,0.0,4.0,21.0,4.8,7.0,0.0,0.0,0.0
J J Smith,1995,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0
J J Taylor,2020,23.0,110.0,3.6,28.0,0.0,1.0,4.0,4.0,4.0,0.0,0.0,0.0
J J Taylor,2021,42.0,216.0,3.6,21.0,3.0,14.0,70.0,4.2,11.0,0.0,1.0,1.0
J J Taylor,2022,24.0,65.0,3.0,15.0,0.0,4.0,41.0,10.0,12.0,0.0,0.0,0.0
J J Taylor,2023,9.0,36.0,3.7,15.0,0.0,6.0,48.0,8.2,14.0,0.0,0.0,0.0
J K Dobbins,2020,153.0,890.0,7.9,72.0,10.0,22.0,165.0,6.5,31.0,0.0,2.0,0.0
J K Dobbins,2021,9.0,23.0,3.2,10.0,0.0,1.0,2.0,2.0,2.0,0.0,0.0,0.0
J K Dobbins,2022,105.0,582.0,5.2,44.0,2.0,11.0,85.0,7.0,27.0,2.0,0.0,0.0
J K Dobbins,2023,8.0,22.0,2.8,4.0,1.0,2.0,15.0,7.5,10.0,0.0,0.0,0.0
J P Foschi,2005,6.0,37.0,6.1,11.0,0.0,0.0,0.0,,,0.0,0.0,0.0
J P Foschi,2006,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0
J R Boone,1948,48.0,266.0,4.9,40.0,5.0,10.0,143.0,14.1,38.0,2.0,5.0,0.0
J R Boone,1949,35.0,111.0,1.8,22.0,0.0,14.0,336.0,25.3,43.0,3.0,5.0,0.0
J R Boone,1950,13.0,15.0,1.3,7.0,0.0,9.0,152.0,17.3,31.0,0.0,0.0,0.0
J R Boone,1951,3.0,9.0,3.0,6.0,0.0,6.0,117.0,19.4,24.0,0.0,0.0,0.0
J R Boone,1952,24.0,72.0,2.7,12.0,0.0,25.0,461.0,15.4,53.0,1.0,1.0,0.0
J R Boone,1953,7.0,24.0,5.4,24.0,0.0,6.0,55.0,8.6,18.0,1.0,1.0,0.0
J R Niklos,2002,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0
J R Redmond,2000,125.0,406.0,2.8,20.0,1.0,20.0,126.0,7.7,20.0,2.0,2.0,0.0
J R Redmond,2001,42.0,125.0,2.2,16.0,0.0,22.0,201.0,7.8,20.0,0.0,0.0,0.0
J R Redmond,2002,4.0,2.0,-1.0,5.0,0.0,2.0,5.0,2.5,3.0,0.0,0.0,0.0
J R Redmond,2003,9.0,30.0,3.3,9.0,0.0,1.0,6.0,6.0,6.0,0.0,0.0,0.0
J R Redmond,2004,21.0,119.0,5.0,18.0,0.0,32.0,233.0,6.8,22.0,0.0,2.0,1.0
J W Brodnax,1960,15.0,18.0,1.0,2.0,0.0,5.0,39.0,8.8,12.0,1.0,0.0,0.0
J W Lockett,1961,154.0,596.0,4.0,21.0,2.0,38.0,298.0,7.4,26.0,4.0,16.0,0.0
J W Lockett,1962,8.0,24.0,3.0,7.0,1.0,7.0,78.0,12.6,29.0,2.0,4.0,0.0
J W Lockett,1963,81.0,273.0,3.0,18.0,0.0,16.0,158.0,12.8,27.0,1.0,2.0,0.0
J W Lockett,1964,63.0,175.0,2.4,13.0,1.0,20.0,204.0,8.8,29.0,2.0,1.0,0.0
Jack Banta,1941,58.0,186.0,2.1,31.0,2.0,4.0,84.0,21.0,37.0,0.0,0.0,0.0
Jack Banta,1944,38.0,198.0,4.9,60.0,2.0,1.0,8.0,8.0,8.0,0.0,0.0,0.0
Jack Banta,1945,15.0,49.0,5.1,22.0,1.0,1.0,10.0,10.0,10.0,0.0,1.0,0.0
Jack Banta,1946,44.0,209.0,4.5,25.0,0.0,8.0,81.0,11.2,32.0,1.0,4.0,0.0
Jack Banta,1947,40.0,193.0,5.4,23.0,1.0,14.0,198.0,20.3,64.0,0.0,1.0,0.0
Jack Banta,1948,32.0,105.0,3.5,14.0,0.0,4.0,34.0,7.8,14.0,0.0,1.0,0.0
Jack Boone,1942,3.0,-1.0,0.5,3.0,0.0,2.0,58.0,29.0,43.0,1.0,0.0,0.0
Jack Call,1957,33.0,145.0,3.5,24.0,0.0,4.0,18.0,4.4,8.0,0.0,0.0,0.0
Jack Call,1958,37.0,154.0,4.4,35.0,0.0,4.0,28.0,7.5,12.0,0.0,3.0,0.0
Jack Call,1959,3.0,9.0,3.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Jack Cloud,1950,18.0,52.0,3.6,13.0,3.0,3.0,19.0,6.3,13.0,0.0,1.0,0.0
Jack Cloud,1951,29.0,61.0,1.6,19.0,1.0,3.0,16.0,5.0,6.0,1.0,2.0,0.0
Jack Cloud,1952,7.0,21.0,3.2,5.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Jack Cloud,1953,3.0,7.0,2.3,5.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Jack Colletto,2023,0.0,0.0,,,0.0,1.0,11.0,11.0,11.0,1.0,0.0,0.0
Jack Crangle,1923,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0
Jack Cronin,1927,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0
Jack Cronin,1928,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0
Jack Cronin,1929,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0
Jack Cronin,1930,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0
Jack Daniels,1925,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0
Jack DeGrenier,1974,33.0,110.0,3.4,10.0,0.0,4.0,13.0,4.7,8.0,0.0,0.0,0.0
Jack Deloplaine,1976,17.0,91.0,3.3,19.0,2.0,1.0,3.0,3.0,3.0,0.0,3.0,0.0
Jack Deloplaine,1977,2.0,7.0,3.5,5.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Jack Deloplaine,1978,30.0,162.0,5.8,23.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Jack Deloplaine,1979,14.0,36.0,2.8,6.0,0.0,4.0,26.0,6.5,15.0,0.0,0.0,0.0
Jack Ernst,1925,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0
Jack Ernst,1926,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0
Jack Ernst,1927,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0
Jack Ernst,1928,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0
Jack Ernst,1929,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0
Jack Ernst,1930,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0
Jack Evans,1929,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0
Jack Flavin,1923,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0
Jack Flavin,1924,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0
Jack Grossman,1932,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0
Jack Grossman,1934,35.0,115.0,1.7,0.0,0.0,11.0,161.0,15.3,30.0,1.0,0.0,0.0
Jack Grossman,1935,67.0,208.0,2.5,0.0,2.0,4.0,66.0,15.5,31.0,0.0,0.0,0.0
Jack Harper,1967,41.0,197.0,4.6,37.0,1.0,11.0,212.0,21.5,40.0,3.0,3.0,0.0
Jack Harper,1968,0.0,0.0,,,0.0,0.0,0.0,,,0.0,1.0,0.0
Jack Harris,1925,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0
Jack Harris,1926,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0
Jack Hinkle,1940,0.0,0.0,,,0.0,3.0,23.0,7.7,12.0,0.0,0.0,0.0
Jack Hinkle,1941,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0
Jack Hinkle,1943,116.0,571.0,4.4,56.0,3.0,1.0,3.0,3.0,3.0,0.0,0.0,0.0
Jack Hinkle,1944,92.0,421.0,4.1,26.0,2.0,2.0,34.0,17.0,22.0,0.0,0.0,0.0
Jack Hinkle,1945,11.0,40.0,3.4,14.0,0.0,1.0,8.0,8.0,8.0,0.0,1.0,0.0
Jack Hinkle,1946,18.0,33.0,1.9,8.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Jack Hinkle,1947,1.0,2.0,2.0,2.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Jack Holmes,1978,2.0,4.0,2.0,4.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Jack Holmes,1979,17.0,68.0,3.2,14.0,0.0,3.0,19.0,6.3,13.0,0.0,1.0,0.0
Jack Holmes,1980,38.0,119.0,2.6,20.0,2.0,29.0,226.0,7.0,16.0,1.0,0.0,0.0
Jack Holmes,1981,58.0,194.0,2.7,11.0,2.0,38.0,206.0,4.8,19.0,0.0,0.0,0.0
Jack Holmes,1982,2.0,8.0,4.0,5.0,0.0,1.0,2.0,2.0,2.0,0.0,0.0,0.0
Jack Hutton,1930,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0
Jack Itzel,1945,4.0,11.0,2.8,5.0,0.0,1.0,4.0,4.0,4.0,0.0,0.0,0.0
Jack Jenkins,1943,4.0,20.0,5.0,8.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Jack Jenkins,1946,64.0,200.0,2.8,15.0,1.0,2.0,27.0,13.5,14.0,0.0,4.0,0.0
Jack Jenkins,1947,16.0,54.0,3.7,9.0,0.0,5.0,96.0,18.2,37.0,0.0,1.0,0.0
Jack Keefer,1926,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0
Jack Keefer,1928,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0
Jack Kirby,1949,3.0,6.0,3.5,8.0,0.0,0.0,0.0,,,0.0,3.0,0.0
Jack Knapper,1934,10.0,19.0,1.9,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Jack Larscheid,1960,94.0,397.0,6.3,87.0,1.0,22.0,187.0,7.1,0.0,1.0,11.0,0.0
Jack Larscheid,1961,6.0,3.0,0.7,7.0,0.0,2.0,11.0,5.5,6.0,0.0,0.0,0.0
Jack Lee,1939,1.0,-11.0,-11.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Jack Losch,1956,19.0,43.0,-0.1,8.0,0.0,7.0,85.0,12.1,43.0,0.0,3.0,0.0
Jack Maitland,1970,74.0,209.0,3.2,24.0,1.0,9.0,67.0,7.0,13.0,1.0,3.0,0.0
Jack Maitland,1971,13.0,25.0,1.9,6.0,1.0,1.0,6.0,6.0,6.0,0.0,0.0,0.0
Jack Maitland,1972,13.0,33.0,2.6,6.0,0.0,4.0,33.0,8.2,9.0,0.0,2.0,0.0
Jack Manders,1933,71.0,250.0,3.4,9.0,0.0,1.0,9.0,9.0,9.0,0.0,0.0,0.0
Jack Manders,1934,58.0,187.0,3.1,3.0,2.0,1.0,12.0,12.0,12.0,0.0,0.0,0.0
Jack Manders,1935,93.0,296.0,2.0,16.0,0.0,2.0,16.0,8.0,11.0,0.0,0.0,0.0
Jack Manders,1936,63.0,207.0,3.2,36.0,4.0,1.0,4.0,4.0,4.0,0.0,0.0,0.0
Jack Manders,1937,84.0,392.0,4.3,23.0,1.0,8.0,200.0,26.8,63.0,5.0,0.0,0.0
Jack Manders,1938,67.0,263.0,3.5,12.0,2.0,2.0,27.0,13.5,16.0,1.0,0.0,0.0
Jack Manders,1939,25.0,63.0,3.2,0.0,3.0,1.0,29.0,29.0,29.0,1.0,0.0,0.0
Jack Manders,1940,10.0,21.0,1.5,1.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Jack McAuliffe,1926,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0
Jack McBride,1925,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0
