PLAYER,TOTAL,SOLO,AST,SCK,SFTY,PDEF,INT,YDS,AVG,LNG,TDS,FF,FR
A D Williams,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0
A J Bouye,418.0,346.0,62.0,1.0,0.0,87.0,18.0,259.0,15.2,67.0,1.0,3.0,1.0
A J Duhe,251.0,223.0,16.0,11.5,1.0,13.0,7.0,54.0,6.0,35.0,1.0,5.0,6.0
A J Edds,114.0,70.0,26.0,2.0,0.0,0.0,0.0,0.0,,,0.0,0.0,2.0
A J Epenesa,77.0,42.0,29.0,16.5,0.0,18.0,2.0,38.0,19.0,32.0,1.0,3.0,2.0
A J Francis,57.0,28.0,25.0,2.0,0.0,1.0,0.0,0.0,,,0.0,0.0,1.0
A J Hawk,1030.0,568.0,325.0,21.0,0.0,38.0,9.0,121.0,13.4,29.0,0.0,3.0,8.0
A J Hendy,30.0,25.0,3.0,0.0,0.0,2.0,1.0,4.0,4.0,4.0,0.0,0.0,0.0
A J Howard,9.0,8.0,1.0,0.0,0.0,2.0,1.0,7.0,7.0,7.0,0.0,0.0,0.0
A J Jefferson,144.0,125.0,11.0,0.0,0.0,24.0,2.0,1.0,0.5,1.0,0.0,0.0,1.0
A J Jimerson,9.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0
A J Johnson,275.0,142.0,116.0,4.5,0.0,8.0,1.0,0.0,0.0,0.0,0.0,4.0,2.0
A J Klein,583.0,354.0,181.0,16.0,0.0,26.0,6.0,143.0,23.8,74.0,1.0,8.0,5.0
A J Moore,85.0,49.0,21.0,1.0,0.0,1.0,0.0,0.0,,,0.0,2.0,0.0
A J Nicholson,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0
A J Tarpley,21.0,15.0,4.0,1.0,0.0,4.0,2.0,40.0,20.0,37.0,0.0,1.0,0.0
A J Terrell,250.0,171.0,65.0,1.0,0.0,43.0,4.0,42.0,10.5,35.0,0.0,4.0,1.0
A J Thomas,25.0,17.0,1.0,0.0,0.0,1.0,1.0,17.0,17.0,17.0,0.0,0.0,0.0
Aaron Adeoye,4.0,4.0,0.0,1.0,0.0,1.0,0.0,0.0,,,0.0,0.0,1.0
Aaron Beasley,468.0,363.0,66.0,8.5,0.0,116.0,27.0,507.0,18.3,93.0,2.0,10.0,6.0
Aaron Berry,52.0,43.0,9.0,0.0,0.0,19.0,1.0,23.0,23.0,23.0,0.0,0.0,0.0
Aaron Crawford,11.0,5.0,6.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Aaron Curry,303.0,200.0,62.0,6.5,0.0,19.0,1.0,23.0,23.0,23.0,0.0,5.0,6.0
Aaron Donald,588.0,322.0,222.0,118.0,1.0,22.0,0.0,0.0,,,0.0,25.0,7.0
Aaron Donkor,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Aaron Fields,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Aaron Francisco,252.0,170.0,30.0,0.0,0.0,9.0,5.0,98.0,19.6,44.0,0.0,1.0,0.0
Aaron Glenn,651.0,513.0,90.0,1.0,0.0,168.0,41.0,560.0,12.1,100.0,6.0,6.0,3.0
Aaron Grymes,6.0,3.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Aaron Kampman,522.0,269.0,161.0,61.5,0.0,12.0,0.0,0.0,,,0.0,12.0,6.0
Aaron Kyle,88.0,83.0,3.0,0.0,1.0,32.0,13.0,129.0,10.8,40.0,0.0,2.0,9.0
Aaron Lynch,129.0,92.0,27.0,24.0,0.0,18.0,1.0,20.0,20.0,20.0,0.0,0.0,1.0
Aaron Martin,0.0,0.0,0.0,0.0,0.0,0.0,11.0,245.0,19.2,71.0,2.0,0.0,1.0
Aaron Maybin,55.0,32.0,18.0,12.5,0.0,0.0,0.0,0.0,,,0.0,7.0,0.0
Aaron Mitchell,18.0,12.0,1.0,0.0,0.0,4.0,6.0,104.0,17.3,56.0,0.0,0.0,1.0
Aaron Moog,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Aaron Morgan,22.0,20.0,2.0,6.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Aaron Patrick,21.0,11.0,3.0,1.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Aaron Pearson,134.0,94.0,22.0,0.0,0.0,6.0,0.0,0.0,,,0.0,1.0,0.0
Aaron Robinson,39.0,25.0,10.0,0.0,0.0,6.0,0.0,0.0,,,0.0,0.0,0.0
Aaron Ross,313.0,214.0,59.0,2.5,0.0,49.0,11.0,137.0,9.5,50.0,2.0,1.0,0.0
Aaron Rouse,225.0,125.0,49.0,2.0,0.0,16.0,5.0,173.0,34.6,99.0,1.0,0.0,0.0
Aaron Schobel,485.0,232.0,150.0,78.0,0.0,28.0,3.0,32.0,10.7,26.0,1.0,19.0,8.0
Aaron Smith,501.0,255.0,145.0,50.0,0.0,21.0,1.0,0.0,0.0,0.0,0.0,7.0,10.0
Aaron Wallace,30.0,23.0,6.0,3.5,0.0,0.0,0.0,0.0,,,0.0,1.0,0.0
Aaron Williams,296.0,174.0,82.0,0.0,0.0,38.0,8.0,95.0,13.1,34.0,0.0,2.0,1.0
Ab Wimberly,0.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,2.5,5.0,0.0,0.0,4.0
Abdul Hodge,70.0,44.0,12.0,1.0,0.0,3.0,0.0,0.0,,,0.0,2.0,2.0
Abdul Salaam,114.0,66.0,21.0,3.5,0.0,2.0,0.0,0.0,,,0.0,3.0,4.0
Abdullah Anderson,81.0,37.0,37.0,6.0,0.0,3.0,0.0,0.0,,,0.0,1.0,1.0
Abe Wilson,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Abe Woodson,0.0,0.0,0.0,0.0,0.0,0.0,19.0,206.0,10.8,61.0,0.0,0.0,3.0
Abraham Beauplan,6.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Abraham Wright,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Abram Elam,443.0,294.0,88.0,6.0,0.0,21.0,5.0,160.0,30.0,92.0,1.0,8.0,4.0
Abry Jones,231.0,144.0,75.0,10.5,0.0,13.0,0.0,0.0,,,0.0,3.0,3.0
Ace Loomis,0.0,0.0,0.0,0.0,0.0,0.0,12.0,257.0,19.8,66.0,1.0,0.0,5.0
Adairius Barnes,19.0,17.0,2.0,0.0,0.0,3.0,0.0,0.0,,,0.0,0.0,0.0
Adalius Thomas,549.0,312.0,114.0,57.0,0.0,53.0,7.0,185.0,26.4,65.0,3.0,17.0,5.0
Adam Archuleta,560.0,395.0,84.0,18.0,0.0,25.0,4.0,113.0,28.2,85.0,1.0,3.0,7.0
Adam Bethea,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Adam Bighill,21.0,16.0,4.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Adam Bob,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Adam Butler,164.0,76.0,72.0,27.0,0.0,17.0,0.0,0.0,,,0.0,2.0,0.0
Adam Carriker,131.0,71.0,41.0,10.0,1.0,2.0,0.0,0.0,,,0.0,0.0,3.0
Adam Gotsis,257.0,142.0,96.0,12.5,0.0,24.0,0.0,0.0,,,0.0,3.0,6.0
Adam Hayward,258.0,159.0,48.0,2.0,0.0,9.0,0.0,0.0,,,0.0,1.0,5.0
Adam Jones,557.0,440.0,93.0,3.0,0.0,102.0,17.0,239.0,14.1,83.0,2.0,7.0,6.0
Adam Replogle,7.0,6.0,1.0,1.0,0.0,1.0,0.0,0.0,,,0.0,0.0,0.0
Adam Seward,65.0,47.0,8.0,1.5,0.0,1.0,1.0,14.0,14.0,14.0,0.0,0.0,1.0
Adarius Pickett,14.0,12.0,2.0,0.0,0.0,1.0,1.0,21.0,21.0,21.0,0.0,0.0,0.0
Adarius Taylor,143.0,83.0,39.0,2.0,0.0,6.0,1.0,7.0,7.0,7.0,0.0,2.0,1.0
Ade Aruna,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Ade Jimoh,66.0,49.0,1.0,0.0,0.0,5.0,0.0,0.0,,,0.0,1.0,1.0
Adedayo Odeleye,6.0,4.0,1.0,2.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Adetokunbo Ogundeji,86.0,39.0,40.0,3.5,0.0,2.0,0.0,0.0,,,0.0,0.0,1.0
Adetomiwa Adebawore,6.0,5.0,1.0,1.5,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Adewale Ogunleye,408.0,268.0,95.0,72.0,2.0,25.0,1.0,0.0,0.0,0.0,0.0,19.0,15.0
Adewale Ojomo,24.0,15.0,3.0,6.5,0.0,1.0,0.0,0.0,,,0.0,1.0,0.0
Adolphus Washington,73.0,36.0,26.0,4.5,0.0,3.0,0.0,0.0,,,0.0,0.0,2.0
Adonis Alexander,12.0,9.0,1.0,0.0,0.0,2.0,0.0,0.0,,,0.0,0.0,0.0
Adrian Amos,644.0,487.0,124.0,5.0,0.0,53.0,13.0,202.0,14.8,90.0,1.0,3.0,4.0
Adrian Awasom,24.0,18.0,3.0,4.0,0.0,1.0,0.0,0.0,,,0.0,1.0,0.0
Adrian Clayborn,233.0,149.0,66.0,45.5,0.0,5.0,0.0,0.0,,,0.0,14.0,5.0
Adrian Colbert,140.0,99.0,28.0,0.0,0.0,11.0,1.0,18.0,18.0,18.0,0.0,4.0,2.0
Adrian Dingle,95.0,71.0,14.0,14.5,0.0,5.0,1.0,1.0,1.0,1.0,0.0,2.0,2.0
Adrian Hamilton,7.0,5.0,2.0,1.0,0.0,0.0,0.0,0.0,,,0.0,1.0,0.0
Adrian Hardy,49.0,44.0,0.0,0.0,0.0,1.0,0.0,0.0,,,0.0,0.0,2.0
Adrian Mayes,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Adrian McDonald,9.0,5.0,1.0,0.0,0.0,2.0,1.0,5.0,5.0,5.0,0.0,1.0,0.0
Adrian Moten,54.0,34.0,10.0,0.0,0.0,4.0,2.0,24.0,12.0,12.0,0.0,2.0,0.0
Adrian Phillips,581.0,318.0,181.0,1.0,0.0,39.0,11.0,79.0,6.0,26.0,1.0,3.0,1.0
Adrian Robinson,24.0,3.0,12.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,3.0
Adrian Ross,183.0,130.0,36.0,3.0,0.0,8.0,1.0,11.0,11.0,11.0,0.0,3.0,0.0
Adrian Tracy,14.0,9.0,2.0,2.0,0.0,0.0,0.0,0.0,,,0.0,2.0,0.0
Adrian White,118.0,82.0,11.0,0.0,0.0,10.0,4.0,67.0,21.0,30.0,0.0,1.0,0.0
Adrian Wilson,968.0,655.0,185.0,28.0,0.0,108.0,27.0,508.0,21.1,99.0,2.0,16.0,8.0
Adrian Young,0.0,0.0,0.0,0.0,0.0,0.0,3.0,19.0,4.8,13.0,0.0,0.0,3.0
Aeneas Williams,843.0,581.0,144.0,3.0,0.0,182.0,61.0,915.0,14.8,65.0,11.0,12.0,21.0
African Grant,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Ahkello Witherspoon,237.0,190.0,36.0,0.0,0.0,51.0,11.0,129.0,10.6,41.0,1.0,1.0,2.0
Ahmad Black,74.0,56.0,13.0,0.0,0.0,8.0,3.0,63.0,21.0,34.0,0.0,1.0,1.0
Ahmad Brooks,442.0,302.0,97.0,63.5,0.0,38.0,4.0,117.0,29.2,50.0,2.0,14.0,2.0
Ahmad Carroll,154.0,126.0,6.0,4.0,0.0,25.0,3.0,38.0,12.7,38.0,0.0,2.0,2.0
Ahmad Gooden,11.0,4.0,7.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Ahmad Thomas,14.0,10.0,3.0,0.0,0.0,1.0,0.0,0.0,,,0.0,0.0,0.0
Ahmad Treaudo,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Ahmed Plummer,328.0,237.0,49.0,0.0,0.0,71.0,13.0,134.0,7.1,68.0,1.0,1.0,1.0
Ahtyba Rubin,480.0,243.0,189.0,18.0,0.0,8.0,2.0,3.0,1.5,2.0,0.0,7.0,2.0
Aidan Hutchinson,116.0,69.0,36.0,24.5,0.0,12.0,4.0,31.0,7.8,20.0,0.0,3.0,4.0
Ainsley Battles,102.0,78.0,10.0,2.0,0.0,5.0,3.0,32.0,10.7,26.0,0.0,2.0,3.0
Ajene Harris,11.0,11.0,0.0,1.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Akayleb Evans,102.0,67.0,23.0,0.0,0.0,9.0,1.0,1.0,1.0,1.0,0.0,5.0,0.0
Akbar Gbaja Biamila,22.0,13.0,6.0,2.0,0.0,2.0,0.0,0.0,,,0.0,0.0,0.0
Akeem Ayers,410.0,273.0,114.0,21.5,0.0,25.0,5.0,32.0,6.4,25.0,0.0,4.0,4.0
Akeem Davis,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Akeem Davis Gaither,145.0,86.0,41.0,0.5,0.0,8.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0
Akeem Dent,272.0,163.0,77.0,4.5,0.0,3.0,0.0,0.0,,,0.0,2.0,0.0
Akeem Jordan,396.0,286.0,63.0,3.0,0.0,8.0,2.0,14.0,7.0,11.0,0.0,5.0,4.0
Akeem King,83.0,59.0,14.0,1.0,0.0,8.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
Akeem Spence,253.0,130.0,106.0,12.5,0.0,0.0,0.0,0.0,,,0.0,1.0,3.0
Aki Jones,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Akiem Hicks,491.0,285.0,185.0,49.0,0.0,16.0,0.0,0.0,,,0.0,6.0,8.0
Akin Ayodele,800.0,491.0,191.0,9.5,0.0,29.0,7.0,68.0,9.7,22.0,0.0,10.0,9.0
Akwasi Owusu Ansah,5.0,3.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Al Afalava,99.0,63.0,24.0,2.0,0.0,12.0,2.0,-1.0,-0.5,0.0,0.0,1.0,1.0
Al Andrews,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Al Arndt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Al Atkinson,11.0,7.0,3.0,0.0,0.0,2.0,21.0,224.0,11.2,36.0,0.0,0.0,2.0
Al Baisi,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Al Baker,377.0,288.0,51.0,67.5,0.0,21.0,4.0,33.0,8.2,19.0,0.0,10.0,8.0
Al Bansavage,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Al Beauchamp,15.0,13.0,1.0,0.0,0.0,0.0,15.0,144.0,9.5,34.0,2.0,0.0,8.0
Al Bedner,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Al Bentzin,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Al Blades,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Al Brenner,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Al Brosky,0.0,0.0,0.0,0.0,0.0,0.0,2.0,11.0,5.5,11.0,0.0,0.0,0.0
Al Burgin,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Al Carapella,0.0,0.0,0.0,0.0,0.0,0.0,3.0,51.0,17.0,27.0,0.0,0.0,0.0
Al Chamblee,27.0,13.0,2.0,2.0,0.0,0.0,0.0,0.0,,,0.0,1.0,0.0
Al Chesley,65.0,46.0,14.0,0.0,0.0,7.0,4.0,105.0,26.2,35.0,0.0,2.0,4.0
Al Clark,6.0,6.0,0.0,0.0,0.0,4.0,3.0,23.0,7.7,18.0,0.0,0.0,3.0
Al Coleman,0.0,0.0,0.0,0.0,1.0,0.0,1.0,15.0,15.0,15.0,0.0,0.0,3.0
Al Cowlings,3.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,5.0
Al Crow,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Al Day,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Al DeMao,0.0,0.0,0.0,0.0,0.0,0.0,8.0,122.0,15.2,44.0,0.0,0.0,5.0
Al DeRogatis,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,1.0
Al Dotson,3.0,3.0,0.0,0.0,1.0,1.0,0.0,0.0,,,0.0,0.0,1.0
Al Endress,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Al Fiorentino,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Al Goldstein,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,1.0
Al Graham,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Al Gross,216.0,142.0,31.0,0.0,0.0,62.0,11.0,230.0,20.9,47.0,1.0,0.0,6.0
Al Gursky,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Al Gutknecht,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Al Hajj Shabazz,12.0,9.0,2.0,0.0,0.0,2.0,0.0,0.0,,,0.0,1.0,0.0
Al Harris,507.0,433.0,51.0,4.0,0.0,161.0,22.0,459.0,21.3,84.0,4.0,3.0,2.0
Al Hoisington,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Al Latimer,53.0,49.0,2.0,0.0,0.0,11.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0
Al Lavan,0.0,0.0,0.0,0.0,0.0,0.0,5.0,11.0,2.8,8.0,0.0,0.0,3.0
Al Lolotai,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Al Louis Jean,17.0,12.0,5.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
Al Lucas,36.0,26.0,7.0,1.0,0.0,2.0,0.0,0.0,,,0.0,2.0,1.0
Al Matthews,2.0,1.0,0.0,0.0,0.0,0.0,13.0,229.0,18.8,58.0,2.0,0.0,7.0
Al Miller,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,1.0
Al Moore,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Al Nelson,0.0,0.0,0.0,0.0,0.0,0.0,13.0,148.0,11.8,45.0,1.0,0.0,4.0
Al Nesser,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Al Noga,215.0,127.0,44.0,34.5,0.0,5.0,1.0,26.0,26.0,26.0,1.0,8.0,4.0
Al Palewicz,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,2.0
Al Pierotti,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Al Quadin Muhammad,193.0,103.0,63.0,20.5,0.0,1.0,0.0,0.0,,,0.0,5.0,1.0
Al Randolph,0.0,0.0,0.0,0.0,1.0,0.0,11.0,242.0,24.4,94.0,1.0,0.0,11.0
Al Richardson,235.0,192.0,26.0,10.0,0.0,16.0,9.0,186.0,21.5,52.0,0.0,6.0,6.0
Al Romine,0.0,0.0,0.0,0.0,0.0,0.0,4.0,69.0,12.8,20.0,0.0,0.0,0.0
Al Russas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Al Shook,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Al Smith,807.0,434.0,231.0,5.5,0.0,24.0,2.0,42.0,21.0,26.0,0.0,9.0,5.0
Al Sparlis,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Al Wallace,178.0,125.0,33.0,24.5,0.0,14.0,4.0,96.0,24.0,53.0,0.0,6.0,5.0
Al Washington,16.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Al Wenglikowski,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Al Wilson,754.0,477.0,170.0,21.5,0.0,46.0,5.0,38.0,9.4,20.0,1.0,8.0,7.0
Al Witcher,2.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0
Al Woods,360.0,172.0,163.0,11.0,0.0,10.0,1.0,53.0,53.0,53.0,0.0,0.0,3.0
Alain Kashama,3.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Alan Ball,284.0,228.0,37.0,0.5,0.0,43.0,6.0,50.0,8.3,27.0,0.0,2.0,0.0
Alan Branch,359.0,185.0,130.0,14.0,0.0,22.0,0.0,0.0,,,0.0,5.0,3.0
Alan Caldwell,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,2.0,0.0,0.0,0.0
Alan Campos,7.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Alan Dial,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Alan Grant,126.0,98.0,5.0,0.0,0.0,12.0,4.0,59.0,14.8,25.0,1.0,2.0,1.0
Alan Haller,9.0,9.0,0.0,0.0,0.0,1.0,0.0,0.0,,,0.0,0.0,0.0
Alan Harper,8.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Alan Huff,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Alan Page,145.0,101.0,26.0,0.0,4.0,8.0,3.0,71.0,18.7,29.0,1.0,2.0,23.0
Alan Zemaitis,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Alani Fua,22.0,17.0,0.0,0.0,0.0,2.0,0.0,0.0,,,0.0,0.0,1.0
Albert Burton,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,7.0
Albert Fontenot,219.0,145.0,66.0,27.5,2.0,9.0,1.0,0.0,0.0,0.0,0.0,6.0,5.0
Albert Haynesworth,402.0,218.0,95.0,32.5,0.0,29.0,0.0,0.0,,,0.0,6.0,4.0
Albert Huggins,61.0,17.0,43.0,1.5,0.0,1.0,0.0,0.0,,,0.0,0.0,1.0
Albert Lewis,824.0,700.0,73.0,15.5,1.0,286.0,42.0,403.0,9.9,74.0,1.0,12.0,13.0
Albert McClellan,261.0,161.0,69.0,5.0,0.0,4.0,0.0,0.0,,,0.0,5.0,8.0
Albert Reese,4.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Albert Williams,8.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,1.0
Alberto White,12.0,10.0,1.0,3.0,0.0,1.0,0.0,0.0,,,0.0,0.0,0.0
Alcides Catanho,20.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,1.0
Alden Roche,6.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,10.0
Aldo Forte,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,2.0
Aldon Smith,274.0,196.0,66.0,61.5,0.0,11.0,1.0,6.0,6.0,6.0,0.0,8.0,6.0
Alec Anderson,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Alec Gibson,9.0,6.0,3.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Alec James,3.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,,,0.0,0.0,1.0
Alec Ogletree,819.0,518.0,248.0,7.5,0.0,66.0,14.0,284.0,20.8,98.0,4.0,14.0,3.0
Alec Sofish,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Alex Agase,0.0,0.0,0.0,0.0,0.0,0.0,4.0,26.0,6.5,14.0,0.0,0.0,1.0
Alex Albright,78.0,53.0,14.0,1.0,0.0,1.0,0.0,0.0,,,0.0,0.0,0.0
Alex Anzalone,507.0,282.0,172.0,9.5,0.0,24.0,4.0,6.0,1.5,4.0,0.0,4.0,2.0
Alex Atty,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Alex Austin,18.0,12.0,4.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Alex Barrett,47.0,22.0,18.0,2.5,0.0,0.0,0.0,0.0,,,0.0,0.0,1.0
Alex Bernstein,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Alex Bravo,0.0,0.0,0.0,0.0,0.0,0.0,6.0,64.0,10.7,37.0,0.0,0.0,2.0
Alex Brown,435.0,288.0,78.0,50.5,0.0,45.0,5.0,27.0,5.4,18.0,0.0,16.0,12.0
Alex Buzbee,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Alex Carrington,79.0,35.0,26.0,6.0,0.0,8.0,0.0,0.0,,,0.0,1.0,0.0
Alex Carter,20.0,13.0,3.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Alex Cook,24.0,8.0,11.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Alex Gordon,237.0,141.0,49.0,12.5,1.0,9.0,1.0,2.0,2.0,2.0,0.0,3.0,4.0
Alex Hall,72.0,48.0,4.0,4.0,0.0,0.0,0.0,0.0,,,0.0,2.0,1.0
Alex Highsmith,255.0,134.0,96.0,32.5,0.0,6.0,3.0,32.0,10.7,30.0,1.0,8.0,0.0
Alex Jenkins,2.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,,,0.0,0.0,1.0
Alex Joseph,7.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Alex Karras,3.0,2.0,0.0,0.0,1.0,0.0,4.0,57.0,14.2,28.0,0.0,0.0,17.0
Alex Loyd,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Alex Magee,36.0,28.0,8.0,8.0,0.0,1.0,0.0,0.0,,,0.0,2.0,0.0
Alex McCalister,8.0,6.0,2.0,3.5,0.0,0.0,0.0,0.0,,,0.0,2.0,0.0
Alex Molden,302.0,237.0,47.0,8.0,0.0,61.0,12.0,72.0,6.0,24.0,0.0,8.0,4.0
Alex Moyer,14.0,13.0,0.0,0.0,0.0,3.0,1.0,4.0,4.0,4.0,0.0,2.0,1.0
Alex Okafor,258.0,160.0,84.0,34.5,0.0,13.0,1.0,26.0,26.0,26.0,0.0,6.0,3.0
Alex Silvestro,3.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Alex Singleton,671.0,341.0,253.0,5.0,0.0,13.0,2.0,59.0,29.5,30.0,2.0,3.0,4.0
