PLAYER,TOTAL,SOLO,AST,SCK,SFTY,PDEF,INT,YDS,AVG,LNG,TDS,FF,FR
Smokey Stover,1.0,0.0,0.0,0.0,0.0,0.0,7.0,72.0,8.3,36.0,0.0,0.0,8.0
Socko Wiethe,0.0,0.0,0.0,0.0,0.0,0.0,3.0,16.0,5.3,8.0,0.0,0.0,0.0
Sojourn Shelton,8.0,7.0,1.0,0.0,0.0,1.0,0.0,0.0,,,0.0,0.0,0.0
Solomon Bates,37.0,22.0,10.0,0.0,0.0,2.0,0.0,0.0,,,0.0,0.0,0.0
Solomon Brannan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,2.0
Solomon Thomas,209.0,116.0,74.0,16.5,0.0,3.0,0.0,0.0,,,0.0,2.0,1.0
Solomon Wilcots,152.0,96.0,19.0,1.0,0.0,18.0,2.0,6.0,3.0,6.0,0.0,2.0,3.0
Solon Barnett,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Sonny Brown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Sonny Gandee,0.0,0.0,0.0,0.0,2.0,1.0,4.0,29.0,7.7,17.0,0.0,0.0,15.0
Sonny Gordon,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Sonny Liles,0.0,0.0,0.0,0.0,0.0,0.0,1.0,14.0,14.0,14.0,0.0,0.0,0.0
Spain Musgrove,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Speed Braney,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Speedy Duncan,8.0,6.0,0.0,0.0,0.0,1.0,24.0,382.0,15.5,100.0,3.0,0.0,1.0
Spencer Adkins,38.0,25.0,5.0,0.0,0.0,1.0,0.0,0.0,,,0.0,0.0,0.0
Spencer Hadley,4.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Spencer Havner,47.0,29.0,12.0,0.0,0.0,2.0,2.0,24.0,12.0,12.0,0.0,0.0,0.0
Spencer Johnson,335.0,159.0,96.0,15.0,0.0,17.0,0.0,0.0,,,0.0,4.0,5.0
Spencer Paysinger,343.0,205.0,73.0,1.0,0.0,5.0,0.0,0.0,,,0.0,2.0,5.0
Spencer Pope,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Spencer Reid,18.0,7.0,2.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Spencer Thomas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Spencer Toone,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Spencer Waege,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,,,0.0,0.0,0.0
Stacey Dillard,96.0,73.0,23.0,5.5,0.0,6.0,0.0,0.0,,,0.0,1.0,0.0
Stacey Hairston,35.0,31.0,1.0,0.0,0.0,3.0,0.0,0.0,,,0.0,0.0,0.0
Stacey Toran,296.0,181.0,50.0,9.0,0.0,37.0,6.0,152.0,25.3,76.0,2.0,3.0,2.0
Stacy Harvey,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Stacy Keely,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Stacy McGee,137.0,79.0,49.0,4.5,0.0,4.0,0.0,0.0,,,0.0,2.0,2.0
Stacy Price,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Stafford Mays,78.0,63.0,9.0,15.0,0.0,1.0,0.0,0.0,,,0.0,3.0,5.0
Stalin Colinet,126.0,91.0,28.0,6.5,0.0,9.0,0.0,0.0,,,0.0,2.0,3.0
Stan Adams,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Stan Andersen,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Stan Batinski,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,3.0
Stan Black,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Stan Blinka,151.0,75.0,35.0,0.0,0.0,6.0,3.0,27.0,9.0,15.0,0.0,0.0,3.0
Stan Cherry,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Stan David,13.0,11.0,1.0,1.0,0.0,1.0,0.0,0.0,,,0.0,0.0,0.0
Stan Hindman,2.0,1.0,1.0,0.0,0.0,0.0,1.0,25.0,25.0,25.0,1.0,0.0,3.0
Stan Holloway,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Stan Johnson,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Stan Jones,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,5.0
Stan Keck,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Stan Kuick,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Stan Lewis,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Stan Mataele,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Stan Pavkov,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Stan Petry,45.0,36.0,1.0,0.5,0.0,23.0,5.0,41.0,8.2,33.0,1.0,0.0,0.0
Stan Powell,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Stan Robb,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Stan Sczurek,0.0,0.0,0.0,0.0,0.0,0.0,1.0,10.0,10.0,10.0,0.0,0.0,1.0
Stan Sheriff,0.0,0.0,0.0,0.0,0.0,0.0,1.0,18.0,18.0,18.0,0.0,0.0,1.0
Stan Smagala,11.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Stan Sytsma,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Stan Wallace,1.0,1.0,0.0,0.0,0.0,0.0,10.0,109.0,9.3,51.0,0.0,0.0,6.0
Stan Williams,0.0,0.0,0.0,0.0,0.0,0.0,5.0,84.0,26.2,62.0,0.0,0.0,4.0
Stanford Keglar,66.0,41.0,9.0,1.0,0.0,1.0,0.0,0.0,,,0.0,0.0,1.0
Stanford Routt,304.0,253.0,38.0,2.0,0.0,66.0,16.0,184.0,11.5,32.0,1.0,3.0,0.0
Stanley Arnoux,6.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,1.0,0.0
Stanley Blair,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Stanley Jean Baptiste,35.0,28.0,6.0,0.0,0.0,7.0,3.0,11.0,3.7,11.0,0.0,0.0,1.0
Stanley McClover,17.0,13.0,4.0,1.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Stanley Richard,740.0,562.0,125.0,2.0,0.0,57.0,21.0,352.0,17.5,99.0,2.0,5.0,7.0
Stanley Scott,3.0,3.0,0.0,1.0,0.0,1.0,0.0,0.0,,,0.0,0.0,0.0
Stanley Wilson,86.0,60.0,20.0,0.0,0.0,8.0,0.0,0.0,,,0.0,1.0,0.0
Stansly Maponga,33.0,20.0,12.0,5.0,0.0,0.0,0.0,0.0,,,0.0,1.0,3.0
Stantley Thomas Oliver,34.0,23.0,6.0,0.0,0.0,2.0,0.0,0.0,,,0.0,0.0,0.0
Star Lotulelei,231.0,132.0,87.0,19.5,0.0,8.0,1.0,0.0,0.0,0.0,0.0,2.0,2.0
Stefan Charles,97.0,56.0,32.0,7.0,0.0,0.0,0.0,0.0,,,0.0,3.0,1.0
Stefan McClure,17.0,12.0,1.0,1.0,0.0,2.0,0.0,0.0,,,0.0,0.0,0.0
Stefon Adams,65.0,48.0,5.0,0.0,1.0,5.0,2.0,40.0,20.0,32.0,0.0,2.0,5.0
Step Durham,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Stephen Bowen,216.0,103.0,88.0,16.0,0.0,10.0,0.0,0.0,,,0.0,1.0,1.0
Stephen Boyd,601.0,344.0,214.0,6.5,0.0,27.0,4.0,27.0,6.8,18.0,0.0,9.0,5.0
Stephen Braggs,213.0,113.0,24.0,4.5,0.0,45.0,5.0,28.0,5.6,15.0,0.0,5.0,1.0
Stephen Cooper,595.0,273.0,166.0,10.0,0.0,33.0,8.0,61.0,8.1,25.0,0.0,8.0,5.0
Stephen Denmark,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Stephen Franklin,10.0,2.0,6.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Stephen Neal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Stephen Nicholas,434.0,293.0,96.0,8.0,0.0,17.0,2.0,3.0,1.5,3.0,0.0,6.0,5.0
Stephen Paea,141.0,78.0,59.0,15.5,0.0,6.0,0.0,0.0,,,0.0,3.0,0.0
Stephen Tulloch,1047.0,610.0,298.0,14.5,0.0,34.0,6.0,27.0,4.5,18.0,0.0,3.0,14.0
Stephen Weatherly,139.0,82.0,56.0,12.5,0.0,3.0,0.0,0.0,,,0.0,3.0,2.0
Stephon Gilmore,611.0,479.0,87.0,1.0,0.0,159.0,33.0,496.0,13.7,64.0,2.0,9.0,2.0
Stephon Tuitt,296.0,177.0,88.0,37.5,1.0,13.0,1.0,3.0,3.0,3.0,0.0,6.0,2.0
Stephone Anthony,180.0,108.0,59.0,2.0,0.0,6.0,2.0,24.0,12.0,19.0,0.0,2.0,1.0
Sterling Bailey,14.0,6.0,6.0,1.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Sterling Moore,270.0,214.0,48.0,2.0,0.0,55.0,6.0,73.0,12.0,21.0,1.0,9.0,4.0
Sterling Palmer,128.0,105.0,23.0,11.0,0.0,2.0,0.0,0.0,,,0.0,3.0,1.0
Sterling Weatherford,30.0,18.0,8.0,0.0,0.0,2.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
Steve Ache,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Steve Alvord,23.0,20.0,1.0,3.5,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Steve Apke,14.0,13.0,0.0,0.0,0.0,1.0,0.0,0.0,,,0.0,0.0,0.0
Steve Atwater,952.0,674.0,179.0,6.0,0.0,105.0,25.0,408.0,16.3,68.0,1.0,13.0,8.0
Steve Baack,10.0,10.0,0.0,2.0,0.0,0.0,0.0,0.0,,,0.0,0.0,1.0
Steve Baumgartner,5.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,9.0
Steve Beauharnais,51.0,24.0,23.0,0.0,0.0,1.0,1.0,61.0,61.0,61.0,0.0,0.0,1.0
Steve Boadway,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Steve Brown,414.0,331.0,35.0,5.0,0.0,177.0,18.0,264.0,15.4,44.0,1.0,5.0,3.0
Steve Bryan,11.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,1.0
Steve Busick,258.0,211.0,25.0,3.0,0.0,9.0,2.0,21.0,10.5,16.0,0.0,2.0,4.0
Steve Cargile,26.0,20.0,2.0,0.0,0.0,1.0,0.0,0.0,,,0.0,1.0,1.0
Steve Carpenter,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Steve Chomyszak,5.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,,,0.0,0.0,2.0
Steve Clark,9.0,6.0,3.0,0.0,0.0,1.0,1.0,23.0,23.0,23.0,0.0,0.0,0.0
Steve Colavito,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Steve Coleman,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Steve Conley,18.0,13.0,4.0,4.0,0.0,2.0,1.0,-3.0,-3.0,-3.0,0.0,0.0,0.0
Steve DeLong,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,5.0,5.0,0.0,0.0,2.0
Steve DeOssie,225.0,149.0,30.0,0.0,0.0,7.0,1.0,10.0,10.0,10.0,0.0,2.0,2.0
Steve Doig,45.0,42.0,1.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,1.0
Steve Douglas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Steve Durham,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Steve Emtman,115.0,94.0,21.0,8.0,0.0,7.0,1.0,90.0,90.0,90.0,1.0,4.0,3.0
Steve Enich,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Steve Fifita,11.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Steve Fitzhugh,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Steve Foley,274.0,173.0,61.0,26.5,0.0,27.0,3.0,5.0,1.7,4.0,0.0,12.0,5.0
Steve Freeman,395.0,264.0,74.0,3.0,0.0,38.0,24.0,359.0,14.8,50.0,3.0,4.0,8.0
Steve Furness,44.0,42.0,2.0,0.0,0.0,1.0,0.0,0.0,,,0.0,0.0,9.0
Steve Gabbard,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Steve Gage,22.0,20.0,0.0,0.0,0.0,2.0,1.0,7.0,7.0,7.0,0.0,1.0,0.0
Steve George,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,1.0
Steve Gleason,69.0,56.0,4.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,2.0
Steve Grant,399.0,279.0,112.0,3.0,0.0,14.0,2.0,22.0,11.0,13.0,0.0,2.0,7.0
Steve Gregory,442.0,294.0,100.0,3.0,0.0,32.0,8.0,135.0,16.9,41.0,1.0,3.0,4.0
Steve Hall,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Steve Hamilton,16.0,11.0,2.0,7.5,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Steve Hammond,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Steve Hathaway,10.0,5.0,4.0,0.0,0.0,0.0,0.0,0.0,,,0.0,1.0,1.0
Steve Haworth,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Steve Heimkreiter,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,1.0
Steve Hendrickson,126.0,93.0,10.0,0.0,0.0,1.0,1.0,16.0,16.0,16.0,0.0,3.0,3.0
Steve Henry,2.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Steve Hirsch,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Steve Hyche,33.0,15.0,4.0,1.0,0.0,1.0,0.0,0.0,,,0.0,0.0,3.0
Steve Israel,265.0,230.0,24.0,4.0,0.0,48.0,6.0,16.0,2.7,12.0,0.0,2.0,4.0
Steve Jackson,364.0,268.0,57.0,9.0,1.0,66.0,14.0,88.0,6.2,22.0,1.0,5.0,3.0
Steve Jacobson,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Steve Josue,9.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Steve Kaufusi,7.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Steve Kiner,15.0,15.0,0.0,0.0,1.0,0.0,10.0,114.0,11.4,34.0,0.0,0.0,7.0
Steve King,12.0,9.0,0.0,0.0,0.0,2.0,1.0,9.0,9.0,9.0,0.0,0.0,0.0
Steve Lofton,124.0,103.0,8.0,0.0,0.0,33.0,1.0,42.0,42.0,42.0,0.0,0.0,0.0
Steve Longa,55.0,35.0,15.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Steve Lubischer,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Steve Luke,0.0,0.0,0.0,0.0,0.0,0.0,10.0,149.0,14.9,63.0,1.0,0.0,6.0
Steve Maidlow,30.0,23.0,1.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,1.0
Steve Martin,333.0,182.0,107.0,9.0,0.0,15.0,0.0,0.0,,,0.0,3.0,4.0
Steve McLendon,306.0,168.0,113.0,17.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,5.0,2.0
Steve McMichael,599.0,424.0,89.0,100.5,3.0,22.0,2.0,5.0,2.5,5.0,0.0,10.0,16.0
Steve Meilinger,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,1.0
Steve Morrison,174.0,124.0,46.0,2.0,0.0,4.0,2.0,22.0,11.0,20.0,0.0,1.0,4.0
Steve Nave,5.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Steve Neils,0.0,0.0,0.0,0.0,0.0,0.0,1.0,18.0,18.0,18.0,0.0,0.0,7.0
Steve Nelson,452.0,375.0,36.0,8.0,0.0,17.0,17.0,226.0,13.5,37.0,0.0,8.0,16.0
Steve Niehaus,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,1.0
Steve Octavien,33.0,23.0,4.0,1.5,0.0,2.0,1.0,44.0,44.0,44.0,1.0,1.0,0.0
Steve Okoniewski,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,2.0
Steve Parker,68.0,37.0,18.0,2.5,0.0,1.0,0.0,0.0,,,0.0,1.0,3.0
Steve Petro,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Steve Poole,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,1.0
Steve Potter,48.0,35.0,5.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
Steve Preece,5.0,3.0,0.0,0.0,0.0,1.0,15.0,209.0,13.9,30.0,0.0,0.0,11.0
Steve Pritko,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,1.0
Steve Reese,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,2.0
Steve Rehage,26.0,21.0,4.0,0.0,0.0,1.0,1.0,14.0,14.0,14.0,0.0,3.0,0.0
Steve Russ,17.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Steve Shull,31.0,25.0,2.0,0.0,0.0,0.0,0.0,0.0,,,0.0,1.0,2.0
Steve Slivinski,0.0,0.0,0.0,0.0,0.0,0.0,2.0,22.0,11.0,20.0,0.0,0.0,0.0
Steve Stewart,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Steve Stonebreaker,9.0,2.0,4.0,0.0,0.0,0.0,2.0,8.0,4.0,8.0,0.0,0.0,7.0
Steve Suhey,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,1.0
Steve Tannen,0.0,0.0,0.0,0.0,0.0,0.0,12.0,204.0,15.9,32.0,0.0,0.0,1.0
Steve Taylor,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Steve Thompson,3.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Steve Tovar,546.0,437.0,101.0,8.0,0.0,26.0,7.0,69.0,9.1,24.0,0.0,6.0,3.0
Steve Towle,8.0,8.0,0.0,0.0,0.0,0.0,3.0,30.0,10.0,16.0,0.0,1.0,7.0
Steve Trimble,31.0,29.0,0.0,0.0,0.0,1.0,0.0,0.0,,,0.0,0.0,0.0
Steve Uhrinyak,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Steve Wagner,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,3.0
Steve Warren,20.0,12.0,3.0,1.0,0.0,3.0,0.0,0.0,,,0.0,0.0,0.0
Steve White,112.0,65.0,31.0,15.5,0.0,9.0,1.0,0.0,0.0,0.0,0.0,4.0,1.0
Steve Wilburn,8.0,5.0,2.0,1.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Steve Williams,67.0,56.0,7.0,1.0,0.0,11.0,2.0,6.0,3.0,6.0,0.0,2.0,1.0
Steve Wilson,258.0,212.0,23.0,3.5,0.0,80.0,24.0,272.0,10.5,36.0,0.0,1.0,7.0
Steve Zabel,8.0,6.0,1.0,0.0,0.0,0.0,6.0,29.0,4.8,7.0,0.0,0.0,12.0
Steven Gilmore,11.0,5.0,6.0,0.0,0.0,6.0,2.0,24.0,12.0,13.0,1.0,0.0,0.0
Steven Harris,5.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,1.0
Steven Johnson,153.0,101.0,31.0,3.0,0.0,5.0,3.0,30.0,10.0,27.0,0.0,3.0,3.0
Steven Means,153.0,75.0,65.0,18.0,0.0,3.0,0.0,0.0,,,0.0,5.0,1.0
Steven Nelson,523.0,403.0,94.0,1.0,0.0,90.0,14.0,241.0,18.4,82.0,1.0,2.0,4.0
Steven Parker,77.0,57.0,13.0,0.0,0.0,12.0,4.0,74.0,18.5,39.0,0.0,0.0,0.0
Steven Richardson,8.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,1.0
Steven Terrell,109.0,58.0,42.0,1.0,0.0,7.0,1.0,8.0,8.0,8.0,0.0,0.0,1.0
Steven Williams,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,1.0
Stevenson Sylvester,74.0,49.0,10.0,2.0,0.0,1.0,0.0,0.0,,,0.0,2.0,0.0
Stevie Brown,192.0,126.0,40.0,1.0,0.0,17.0,10.0,353.0,36.1,70.0,0.0,2.0,3.0
Stevon Moore,590.0,473.0,115.0,3.0,0.0,59.0,10.0,121.0,12.6,38.0,0.0,4.0,9.0
Stewart Bradley,298.0,197.0,65.0,6.0,0.0,18.0,4.0,57.0,14.2,27.0,0.0,1.0,2.0
Storey Jackson,10.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,1.0
Struggy Smith,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Stu Worden,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Stuart Anderson,36.0,22.0,2.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Stuart Schweigert,334.0,235.0,54.0,0.0,0.0,21.0,4.0,45.0,11.2,33.0,0.0,3.0,4.0
Stuart Tolle,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Stylez G White,145.0,82.0,35.0,25.0,0.0,5.0,1.0,0.0,0.0,0.0,0.0,10.0,2.0
Suge Knight,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Sutton Smith,3.0,1.0,2.0,0.5,0.0,1.0,0.0,0.0,,,0.0,0.0,0.0
Swede Erickson,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Swede Nordstrom,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Swede Youngstrom,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Sydney Brown,59.0,42.0,13.0,0.0,0.0,3.0,1.0,99.0,99.0,99.0,1.0,1.0,0.0
Sylvester Hicks,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,1.0
Sylvester McGrew,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Sylvester Stanley,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Sylvester Williams,175.0,109.0,55.0,9.0,0.0,6.0,0.0,0.0,,,0.0,0.0,1.0
Sylvester Wright,23.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0
T J Barnes,21.0,11.0,10.0,1.0,0.0,2.0,0.0,0.0,,,0.0,0.0,0.0
T J Brunson,7.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,,,0.0,1.0,0.0
T J Carrie,453.0,341.0,87.0,2.0,0.0,56.0,7.0,91.0,13.0,47.0,1.0,8.0,9.0
T J Carter,8.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0
T J Cunningham,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,1.0
T J Edwards,608.0,309.0,246.0,7.5,0.0,23.0,5.0,18.0,3.6,13.0,0.0,3.0,4.0
T J Fatinikun,13.0,8.0,5.0,0.5,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0
T J Green,137.0,97.0,35.0,0.0,0.0,4.0,0.0,0.0,,,0.0,0.0,0.0
T J Heath,7.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0
T J Hollowell,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0
T J Jackson,12.0,9.0,2.0,3.0,0.0,0.0,0.0,0.0,,,0.0,1.0,0.0
T J McDonald,458.0,320.0,115.0,5.0,0.0,28.0,8.0,66.0,8.2,31.0,0.0,1.0,3.0
T J Rushing,32.0,25.0,4.0,0.0,0.0,1.0,0.0,0.0,,,0.0,0.0,0.0
T J Slaughter,293.0,188.0,62.0,4.0,0.0,10.0,1.0,0.0,0.0,0.0,0.0,7.0,2.0
T J Smith,27.0,12.0,15.0,0.0,0.0,1.0,0.0,0.0,,,0.0,0.0,0.0
T J Turner,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0
T J Ward,667.0,464.0,162.0,10.5,0.0,49.0,9.0,208.0,23.6,44.0,1.0,10.0,5.0
T J Watt,428.0,270.0,118.0,101.5,0.0,50.0,7.0,48.0,6.9,24.0,0.0,27.0,11.0
T Y McGill,98.0,58.0,38.0,15.0,1.0,5.0,0.0,0.0,,,0.0,2.0,0.0
Taco Charlton,116.0,63.0,45.0,17.5,0.0,7.0,0.0,0.0,,,0.0,7.0,2.0
Tae Crowder,241.0,107.0,110.0,2.0,0.0,8.0,2.0,26.0,13.0,17.0,0.0,2.0,1.0
Tae Daley,14.0,7.0,4.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Tae Davis,115.0,72.0,20.0,2.0,0.0,3.0,0.0,0.0,,,0.0,1.0,0.0
Tae Hayes,53.0,36.0,15.0,0.0,0.0,12.0,3.0,55.0,18.3,50.0,1.0,0.0,0.0
Taft Reed,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Tahaun Lewis,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0
