PLAYER,COMP,ATT,YDS,AVG,TD,INT,SCK,SCKY,RATE,ATT.1,YDS.1,AVG.1,TD.1,FUM,LOST
A J Feeley,500.0,885.0,5359.0,5.8,32.0,35.0,46.0,290.0,72.0,44.0,71.0,1.6,1.0,17.0,9.0
AJ McCarron,141.0,249.0,1572.0,6.1,6.0,6.0,24.0,181.0,73.6,27.0,143.0,4.2,2.0,1.0,0.0
Aaron Brooks,1719.0,3040.0,20822.0,6.9,129.0,95.0,239.0,1478.0,79.7,377.0,1589.0,4.1,13.0,66.0,26.0
Aaron Murray,36.0,56.0,352.0,4.3,4.0,2.0,2.0,4.0,73.2,9.0,22.0,3.3,0.0,1.0,0.0
Aaron Rodgers,5741.0,8788.0,67818.0,7.9,547.0,121.0,606.0,4093.0,103.1,801.0,3941.0,4.9,42.0,105.0,45.0
Ace Parker,263.0,579.0,3812.0,6.8,22.0,42.0,0.0,0.0,59.5,405.0,1157.0,2.8,10.0,0.0,0.0
Adrian Burk,500.0,1079.0,7001.0,6.2,61.0,89.0,0.0,935.0,55.7,122.0,324.0,2.4,7.0,29.0,0.0
Adrian McPherson,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0
Akili Smith,215.0,461.0,2212.0,4.8,5.0,13.0,59.0,327.0,56.1,70.0,371.0,5.2,1.0,19.0,8.0
Al Bloodgood,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0
Al Dekdebrun,2.0,6.0,4.0,0.7,0.0,2.0,0.0,24.0,2.8,4.0,28.0,7.0,0.0,0.0,0.0
Al Dorow,572.0,1207.0,7708.0,6.0,64.0,93.0,0.0,263.0,56.5,248.0,1150.0,5.0,16.0,25.0,0.0
Al Mahrt,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0
Al Pastrana,29.0,75.0,420.0,6.2,1.0,9.0,8.0,60.0,44.5,14.0,89.0,5.5,1.0,1.0,0.0
Al Thacker,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0
Al Woodall,246.0,503.0,2970.0,6.2,18.0,23.0,60.0,455.0,60.7,60.0,214.0,4.3,0.0,6.0,0.0
Al Zupek,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0
Alan Risher,44.0,74.0,564.0,7.9,3.0,3.0,12.0,77.0,81.6,12.0,74.0,7.2,1.0,4.0,3.0
Albie Reisz,57.0,134.0,923.0,8.5,10.0,13.0,0.0,0.0,72.9,84.0,146.0,2.5,2.0,3.0,0.0
Alek Torgersen,8.0,20.0,95.0,4.7,0.0,2.0,2.0,26.0,33.6,3.0,14.0,2.8,0.0,0.0,0.0
Alex Espinoza,9.0,14.0,69.0,4.9,0.0,2.0,2.0,17.0,36.6,1.0,5.0,5.0,0.0,0.0,0.0
Alex McGough,51.0,96.0,545.0,5.9,3.0,2.0,6.0,45.0,72.5,20.0,119.0,5.3,2.0,1.0,1.0
Alex Smith,3649.0,5846.0,39848.0,6.8,225.0,121.0,477.0,2699.0,85.9,640.0,3010.0,5.0,16.0,84.0,33.0
Alex Tanney,179.0,308.0,1978.0,6.8,8.0,9.0,38.0,270.0,79.9,24.0,102.0,4.0,0.0,3.0,1.0
Alex Van Pelt,266.0,487.0,3012.0,5.4,17.0,24.0,19.0,113.0,62.0,34.0,61.0,1.5,1.0,8.0,2.0
Alfred Montez,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0
Algy Clark,10.0,24.0,69.0,1.7,0.0,5.0,0.0,0.0,39.3,8.0,13.0,1.4,0.0,0.0,0.0
Allie Sherman,66.0,136.0,823.0,4.9,9.0,10.0,0.0,0.0,63.3,95.0,-32.0,-0.9,4.0,10.0,0.0
Andre Ware,87.0,170.0,1127.0,5.8,5.0,9.0,28.0,152.0,59.4,41.0,240.0,6.6,0.0,7.0,3.0
Andrew Luck,2344.0,3863.0,27698.0,7.3,194.0,101.0,199.0,1299.0,89.6,386.0,1900.0,5.5,16.0,47.0,23.0
Andrew Walter,209.0,385.0,2265.0,5.7,3.0,16.0,54.0,310.0,59.0,24.0,69.0,2.7,0.0,16.0,10.0
Andy Dalton,3722.0,5966.0,42026.0,7.3,260.0,161.0,372.0,2421.0,88.3,511.0,1668.0,3.4,23.0,58.0,32.0
Andy Hall,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0
Andy Puplis,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0
Anthony Dilweg,102.0,193.0,1274.0,6.6,8.0,7.0,22.0,150.0,74.6,21.0,114.0,6.2,0.0,10.0,5.0
Anthony Gordon,18.0,24.0,121.0,5.3,0.0,0.0,0.0,0.0,83.6,4.0,-5.0,-1.2,0.0,0.0,0.0
Anthony Richardson,63.0,113.0,722.0,6.3,3.0,2.0,8.0,29.0,73.6,32.0,181.0,5.8,4.0,4.0,1.0
Anthony Wright,352.0,642.0,3804.0,5.9,21.0,27.0,57.0,407.0,66.6,82.0,240.0,2.6,0.0,21.0,8.0
Anton Stolfa,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0
Archie Manning,2122.0,3862.0,25546.0,6.4,133.0,189.0,436.0,3409.0,67.4,400.0,2294.0,5.8,18.0,80.0,11.0
Archie Roberts,5.0,10.0,11.0,1.1,0.0,1.0,2.0,24.0,16.7,0.0,0.0,,0.0,0.0,0.0
Arnie Arenz,1.0,5.0,8.0,1.0,0.0,1.0,0.0,0.0,19.8,4.0,11.0,1.8,0.0,0.0,0.0
Arnie Galiffa,7.0,25.0,183.0,3.3,1.0,5.0,0.0,12.0,46.9,6.0,3.0,1.5,0.0,1.0,0.0
Arnie Herber,479.0,1152.0,8062.0,6.8,76.0,106.0,0.0,0.0,60.8,221.0,46.0,-0.9,2.0,5.0,0.0
Art Folz,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0
Art Schlichter,91.0,202.0,1006.0,4.5,3.0,11.0,28.0,211.0,42.9,22.0,161.0,7.0,1.0,8.0,4.0
Austin Davis,376.0,609.0,4252.0,7.3,23.0,15.0,65.0,455.0,86.0,49.0,144.0,2.6,0.0,8.0,5.0
B J Daniels,33.0,53.0,461.0,9.7,7.0,0.0,10.0,40.0,117.3,32.0,217.0,7.9,1.0,0.0,0.0
Babe Laufenberg,93.0,211.0,1057.0,4.3,5.0,11.0,22.0,184.0,47.1,33.0,126.0,4.2,0.0,3.0,0.0
Babe Parilli,1580.0,3395.0,23170.0,6.8,180.0,222.0,66.0,1167.0,62.9,385.0,1532.0,4.3,23.0,67.0,0.0
Bailey Zappe,267.0,426.0,2768.0,6.1,13.0,15.0,40.0,286.0,72.0,35.0,107.0,2.7,2.0,9.0,5.0
Baker Mayfield,1925.0,3113.0,22488.0,7.4,148.0,79.0,224.0,1443.0,90.5,277.0,909.0,3.4,7.0,46.0,17.0
Bart Starr,1938.0,3362.0,26471.0,7.9,167.0,141.0,259.0,3167.0,82.8,255.0,1334.0,5.2,16.0,65.0,1.0
Ben Bennett,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0
Ben DiNucci,79.0,140.0,754.0,6.0,4.0,4.0,12.0,117.0,80.4,16.0,99.0,6.1,0.0,6.0,2.0
Ben Roethlisberger,6135.0,9518.0,72510.0,8.0,474.0,244.0,629.0,4186.0,94.9,600.0,1638.0,2.9,23.0,125.0,55.0
Ben Starret,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,23.0,57.0,3.2,2.0,1.0,0.0
Benjy Dial,1.0,3.0,5.0,1.7,0.0,0.0,1.0,18.0,42.4,0.0,0.0,,0.0,0.0,0.0
Benny Friedman,47.0,93.0,610.0,6.4,5.0,9.0,0.0,0.0,57.3,64.0,208.0,3.3,0.0,0.0,0.0
Benny Russell,1.0,2.0,3.0,1.5,0.0,0.0,0.0,0.0,56.2,0.0,0.0,,0.0,0.0,0.0
Bernard Quarles,1.0,3.0,40.0,13.3,1.0,1.0,0.0,0.0,81.9,1.0,8.0,8.0,0.0,0.0,0.0
Bernie Finn,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0
Bernie Kosar,2266.0,3845.0,26554.0,6.8,149.0,100.0,312.0,1866.0,82.9,222.0,318.0,1.9,5.0,60.0,23.0
Bernie Lee,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0
Bernie Masterson,160.0,427.0,3496.0,8.4,36.0,40.0,0.0,0.0,65.9,110.0,-78.0,-1.7,6.0,0.0,0.0
Bert Jones,1459.0,2613.0,18589.0,7.0,125.0,103.0,245.0,2123.0,76.9,257.0,1468.0,6.0,14.0,18.0,3.0
Beryl Clark,25.0,58.0,316.0,4.8,2.0,6.0,0.0,0.0,43.9,39.0,9.0,0.2,0.0,0.0,0.0
Beryl Follet,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0
Bev Wallace,1.0,8.0,9.0,1.1,0.0,0.0,0.0,19.0,39.6,1.0,-8.0,-8.0,0.0,1.0,0.0
Bill Callihan,3.0,8.0,34.0,3.2,1.0,4.0,0.0,0.0,40.3,33.0,105.0,2.8,1.0,2.0,0.0
Bill Cappleman,9.0,18.0,82.0,4.4,0.0,1.0,0.0,0.0,49.0,1.0,-2.0,-2.0,0.0,0.0,0.0
Bill Demory,12.0,39.0,159.0,3.2,2.0,8.0,8.0,73.0,29.7,4.0,-1.0,-0.2,0.0,2.0,0.0
Bill Donohoe,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0
Bill Garnaas,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0
Bill Glenn,1.0,4.0,22.0,3.6,0.0,0.0,0.0,0.0,50.0,1.0,1.0,1.0,0.0,0.0,0.0
Bill Hartman,38.0,77.0,558.0,12.3,4.0,10.0,0.0,0.0,58.5,71.0,195.0,2.7,0.0,0.0,0.0
Bill Kenney,1338.0,2446.0,17374.0,7.1,105.0,86.0,195.0,1487.0,77.4,123.0,191.0,1.7,5.0,44.0,24.0
Bill Leckonby,25.0,64.0,299.0,4.4,1.0,5.0,0.0,0.0,46.1,54.0,202.0,3.5,0.0,0.0,0.0
Bill Mackrides,185.0,424.0,2089.0,4.9,17.0,36.0,0.0,94.0,51.2,84.0,151.0,1.2,4.0,13.0,0.0
Bill Miklich,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0
Bill Munson,1072.0,1990.0,12940.0,6.7,84.0,81.0,192.0,1409.0,72.9,130.0,548.0,3.8,3.0,37.0,0.0
Bill Musgrave,44.0,70.0,408.0,6.7,1.0,2.0,4.0,32.0,79.1,19.0,-11.0,-0.0,0.0,4.0,3.0
Bill Nelsen,1031.0,2037.0,15004.0,6.9,101.0,109.0,158.0,1417.0,68.8,88.0,82.0,0.8,2.0,45.0,2.0
Bill Ransdell,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0
Bill Troup,166.0,328.0,2047.0,6.4,10.0,26.0,35.0,364.0,51.3,30.0,16.0,0.1,2.0,9.0,0.0
Billy Anderson,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0
Billy Donckers,6.0,6.0,54.0,9.3,0.0,0.0,1.0,11.0,100.4,0.0,0.0,,0.0,0.0,0.0
Billy Jefferson,18.0,72.0,181.0,2.3,0.0,9.0,0.0,0.0,26.4,56.0,164.0,2.5,1.0,0.0,0.0
Billy Joe Hobert,353.0,688.0,4395.0,6.3,29.0,35.0,37.0,231.0,66.1,47.0,164.0,5.1,1.0,14.0,6.0
Billy Joe Tolliver,955.0,1823.0,11437.0,5.8,64.0,65.0,139.0,981.0,71.6,108.0,327.0,3.2,5.0,46.0,22.0
Billy Kilmer,1642.0,3101.0,20986.0,6.8,158.0,145.0,209.0,1566.0,71.8,146.0,450.0,2.5,6.0,44.0,1.0
Billy Lothridge,4.0,12.0,60.0,9.7,0.0,2.0,0.0,0.0,65.6,4.0,32.0,11.7,1.0,1.0,0.0
Billy Patterson,34.0,117.0,529.0,3.8,3.0,15.0,0.0,0.0,24.8,87.0,171.0,2.1,0.0,0.0,0.0
Billy Stevens,1.0,5.0,12.0,2.0,0.0,0.0,0.0,0.0,43.0,0.0,0.0,,0.0,0.0,0.0
Billy Volek,439.0,738.0,4897.0,6.1,31.0,19.0,60.0,405.0,76.0,69.0,32.0,0.5,4.0,12.0,7.0
Billy Wade,1380.0,2554.0,18668.0,6.9,124.0,135.0,50.0,1833.0,71.3,327.0,1372.0,4.4,26.0,59.0,1.0
Blaine Gabbert,1166.0,2045.0,12534.0,6.1,69.0,57.0,174.0,1154.0,77.9,243.0,834.0,3.2,4.0,39.0,13.0
Blair Kiel,108.0,193.0,1296.0,6.4,8.0,7.0,15.0,117.0,76.6,16.0,105.0,6.4,1.0,4.0,2.0
Blake Bortles,1774.0,2969.0,20201.0,6.9,113.0,79.0,212.0,1263.0,82.7,315.0,1978.0,6.0,10.0,53.0,19.0
Blake Workman,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,39.6,7.0,11.0,0.9,0.0,0.0,0.0
Bo McMillin,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0
Bob Adkins,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,1.0,5.0,5.0,0.0,1.0,0.0
Bob Avellini,605.0,1188.0,7576.0,6.6,34.0,76.0,118.0,1038.0,60.6,108.0,224.0,1.9,5.0,23.0,5.0
Bob Belden,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0
Bob Berry,661.0,1173.0,9197.0,7.7,64.0,64.0,193.0,1393.0,77.6,109.0,409.0,3.7,4.0,30.0,0.0
Bob Bleier,14.0,39.0,181.0,4.3,1.0,1.0,3.0,28.0,39.3,5.0,-5.0,-0.8,1.0,2.0,0.0
Bob Brodhead,7.0,25.0,75.0,2.4,0.0,3.0,0.0,0.0,9.4,15.0,100.0,5.9,0.0,0.0,0.0
Bob Campiglio,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,10.0,30.0,2.1,0.0,0.0,0.0
Bob Celeri,133.0,313.0,2287.0,9.6,15.0,18.0,0.0,359.0,71.8,53.0,242.0,4.6,0.0,9.0,0.0
Bob Davis,137.0,324.0,1553.0,4.9,14.0,23.0,36.0,294.0,54.2,52.0,332.0,5.9,2.0,15.0,0.0
Bob DeMoss,6.0,18.0,60.0,2.4,0.0,2.0,0.0,0.0,19.9,5.0,1.0,0.2,0.0,1.0,0.0
Bob Dunlap,11.0,38.0,121.0,3.1,1.0,2.0,0.0,0.0,50.4,15.0,4.0,0.8,0.0,0.0,0.0
Bob Gagliano,249.0,486.0,3431.0,6.9,17.0,27.0,50.0,330.0,64.4,93.0,352.0,3.6,4.0,11.0,5.0
Bob Gambold,6.0,14.0,107.0,7.8,0.0,2.0,0.0,19.0,45.4,2.0,-2.0,-1.0,0.0,1.0,0.0
Bob Gifford,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0
Bob Griese,2038.0,3637.0,26559.0,7.5,202.0,184.0,350.0,3082.0,79.3,274.0,1078.0,3.5,7.0,55.0,1.0
Bob Hewko,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0
Bob Holly,27.0,42.0,313.0,6.1,1.0,2.0,9.0,70.0,76.1,8.0,46.0,5.0,1.0,3.0,3.0
Bob Laraba,2.0,7.0,23.0,3.6,0.0,2.0,0.0,0.0,6.2,8.0,18.0,2.5,1.0,3.0,0.0
Bob Leahy,3.0,11.0,18.0,1.6,0.0,1.0,1.0,3.0,1.7,1.0,-6.0,-6.0,0.0,2.0,0.0
Bob Lee,401.0,797.0,5416.0,6.6,31.0,43.0,97.0,834.0,70.8,100.0,219.0,2.3,3.0,24.0,0.0
Bob Naponic,6.0,20.0,85.0,2.2,0.0,2.0,8.0,53.0,23.6,3.0,12.0,4.0,0.0,1.0,0.0
Bob Ptacek,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,3.0,13.0,4.8,0.0,0.0,0.0
Bob Schweickert,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,1.0,1.0,1.0,0.0,0.0,0.0
Bob Scrabis,7.0,26.0,82.0,1.7,1.0,3.0,0.0,0.0,45.4,1.0,1.0,1.0,1.0,1.0,0.0
Bob Snyder,96.0,254.0,1810.0,7.4,13.0,24.0,0.0,0.0,60.5,165.0,344.0,1.0,1.0,0.0,0.0
Bob Waterfield,877.0,1742.0,12814.0,7.3,103.0,139.0,0.0,266.0,63.6,85.0,35.0,0.3,12.0,36.0,0.0
Bob Waters,59.0,124.0,707.0,6.7,3.0,8.0,18.0,223.0,61.4,65.0,281.0,3.4,3.0,7.0,0.0
Bob Williams,74.0,160.0,981.0,5.1,10.0,12.0,0.0,193.0,60.9,29.0,112.0,3.4,0.0,5.0,0.0
Bobby Clatterbuck,78.0,152.0,1044.0,6.2,8.0,9.0,0.0,99.0,69.6,27.0,-10.0,-0.2,1.0,7.0,0.0
Bobby Douglass,522.0,1225.0,6633.0,5.4,36.0,67.0,186.0,1391.0,53.1,425.0,2730.0,7.0,23.0,32.0,0.0
Bobby Gage,21.0,58.0,294.0,5.1,1.0,5.0,0.0,46.0,46.6,39.0,106.0,3.2,3.0,5.0,0.0
Bobby Garrett,15.0,30.0,143.0,3.3,0.0,1.0,0.0,0.0,48.2,1.0,-3.0,-3.0,0.0,2.0,0.0
Bobby Hebert,1897.0,3223.0,22331.0,7.0,138.0,131.0,181.0,1274.0,78.0,201.0,631.0,3.9,1.0,51.0,24.0
Bobby Hoying,252.0,472.0,2651.0,4.9,11.0,17.0,64.0,378.0,60.6,47.0,167.0,3.2,0.0,14.0,8.0
Bobby Layne,2005.0,4091.0,29846.0,7.3,211.0,267.0,2.0,2331.0,67.5,683.0,2724.0,3.4,29.0,90.0,0.0
Bobby Scott,237.0,500.0,2781.0,5.4,15.0,28.0,51.0,421.0,54.6,30.0,74.0,3.2,1.0,5.0,0.0
Bobby Thomason,687.0,1346.0,9480.0,6.7,68.0,90.0,0.0,898.0,63.3,94.0,290.0,2.4,6.0,17.0,0.0
Boley Dancewicz,96.0,238.0,1551.0,6.0,12.0,29.0,0.0,252.0,47.1,65.0,229.0,2.6,2.0,4.0,0.0
Boomer Esiason,2780.0,4864.0,35199.0,7.1,235.0,168.0,306.0,2333.0,80.5,414.0,1462.0,3.5,8.0,116.0,42.0
Brad Goebel,32.0,59.0,299.0,5.8,0.0,6.0,6.0,37.0,60.5,1.0,2.0,2.0,0.0,2.0,1.0
Brad Johnson,2819.0,4590.0,30767.0,7.0,174.0,135.0,262.0,1683.0,82.8,293.0,684.0,2.4,9.0,66.0,26.0
Brad Kaaya,27.0,44.0,315.0,5.4,3.0,1.0,3.0,12.0,84.8,7.0,-7.0,-1.0,0.0,3.0,1.0
Brad Sorensen,62.0,114.0,608.0,5.4,3.0,5.0,7.0,38.0,67.5,5.0,2.0,0.9,0.0,2.0,0.0
Brad Wright,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0
Bradlee Van Pelt,2.0,8.0,7.0,0.9,0.0,0.0,0.0,0.0,39.6,11.0,48.0,5.6,1.0,0.0,0.0
Brady Quinn,468.0,843.0,4998.0,6.1,21.0,24.0,54.0,314.0,71.7,74.0,252.0,3.5,1.0,11.0,5.0
Brandon Allen,346.0,577.0,3680.0,5.9,17.0,20.0,38.0,296.0,71.6,70.0,192.0,3.0,1.0,5.0,2.0
Brandon Doman,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0
Brandon Doughty,39.0,69.0,448.0,5.8,2.0,2.0,9.0,74.0,74.0,7.0,-10.0,-1.4,0.0,2.0,1.0
Brandon Weeden,809.0,1374.0,9129.0,7.0,45.0,38.0,91.0,623.0,81.5,92.0,285.0,3.5,2.0,23.0,9.0
Brendan Folmar,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0
Brent Pease,62.0,135.0,792.0,5.5,3.0,9.0,7.0,54.0,52.3,23.0,31.0,1.1,2.0,2.0,0.0
Brett Basanez,19.0,35.0,226.0,6.2,2.0,4.0,1.0,6.0,66.4,5.0,7.0,0.8,0.0,0.0,0.0
Brett Favre,6826.0,11027.0,78183.0,7.2,554.0,368.0,567.0,3773.0,87.3,656.0,1923.0,3.2,15.0,177.0,79.0
Brett Hundley,370.0,598.0,3901.0,6.1,23.0,17.0,58.0,404.0,79.3,81.0,485.0,6.0,5.0,10.0,3.0
Brett Ratliff,66.0,118.0,815.0,6.9,5.0,6.0,7.0,41.0,71.8,10.0,27.0,2.7,0.0,2.0,1.0
Brett Rypien,191.0,316.0,1762.0,5.0,7.0,13.0,17.0,116.0,64.7,35.0,46.0,1.7,0.0,7.0,2.0
Brian Brohm,106.0,193.0,910.0,4.1,0.0,10.0,16.0,87.0,50.3,16.0,38.0,1.6,0.0,5.0,3.0
Brian Dowling,29.0,55.0,383.0,6.8,2.0,1.0,4.0,63.0,77.7,7.0,35.0,5.0,3.0,0.0,0.0
Brian Griese,1778.0,2831.0,19614.0,6.8,120.0,99.0,194.0,1328.0,83.1,238.0,582.0,2.7,5.0,51.0,20.0
Brian Hoyer,1311.0,2219.0,15166.0,7.1,71.0,55.0,134.0,951.0,79.7,158.0,143.0,1.2,2.0,34.0,14.0
Brian Lewerke,11.0,19.0,108.0,5.7,1.0,1.0,2.0,6.0,69.6,3.0,27.0,9.0,0.0,0.0,0.0
Brian McClure,20.0,38.0,181.0,4.8,0.0,3.0,2.0,17.0,32.9,2.0,4.0,2.0,0.0,0.0,0.0
Brian Ransom,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0
Brian Sipe,1957.0,3479.0,23896.0,6.8,154.0,152.0,226.0,1903.0,73.9,229.0,775.0,3.4,11.0,66.0,9.0
Brian St Pierre,49.0,95.0,539.0,5.3,4.0,5.0,11.0,69.0,67.6,11.0,21.0,2.3,0.0,3.0,0.0
Brock Berlin,53.0,80.0,513.0,5.8,1.0,1.0,4.0,28.0,80.2,9.0,-12.0,0.1,0.0,3.0,1.0
Brock Huard,64.0,112.0,706.0,6.3,4.0,2.0,15.0,80.0,76.8,9.0,48.0,5.8,0.0,3.0,0.0
Brock Osweiler,941.0,1565.0,9882.0,6.2,49.0,43.0,107.0,743.0,76.8,133.0,460.0,3.4,5.0,17.0,6.0
Brock Purdy,568.0,848.0,7481.0,8.9,51.0,17.0,52.0,312.0,104.3,94.0,282.0,2.8,5.0,9.0,4.0
Brodie Croyle,238.0,424.0,2251.0,5.4,8.0,11.0,32.0,206.0,67.3,19.0,31.0,2.1,0.0,8.0,4.0
Brooks Bollinger,225.0,395.0,2359.0,6.2,9.0,9.0,52.0,317.0,77.3,41.0,155.0,3.7,0.0,5.0,2.0
Browning Nagle,213.0,437.0,2489.0,5.3,8.0,20.0,36.0,274.0,55.3,26.0,68.0,3.3,0.0,15.0,7.0
Bruce Gradkowski,541.0,984.0,5813.0,5.8,33.0,29.0,69.0,407.0,72.0,112.0,466.0,5.2,0.0,26.0,13.0
Bruce Lemmerman,28.0,77.0,370.0,3.3,1.0,5.0,14.0,106.0,39.6,11.0,57.0,2.8,1.0,5.0,0.0
Bruce Mathison,152.0,309.0,2177.0,6.6,7.0,20.0,28.0,252.0,55.6,34.0,245.0,6.1,1.0,9.0,5.0
Bryan Clark,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0
Bryce Perkins,110.0,174.0,1011.0,5.2,6.0,3.0,15.0,117.0,87.1,59.0,277.0,3.9,2.0,2.0,0.0
Bryce Petty,230.0,407.0,2631.0,6.6,12.0,13.0,33.0,194.0,74.2,21.0,107.0,4.2,1.0,5.0,1.0
Bryce Young,329.0,551.0,3006.0,5.4,12.0,10.0,65.0,500.0,75.4,43.0,275.0,6.2,0.0,11.0,6.0
Bryn Renner,43.0,65.0,409.0,6.2,4.0,2.0,3.0,18.0,79.0,6.0,25.0,2.8,1.0,0.0,0.0
Bubby Brister,1241.0,2274.0,14801.0,6.6,82.0,78.0,194.0,1640.0,71.5,201.0,548.0,2.6,8.0,39.0,14.0
Bucky Richardson,97.0,185.0,1257.0,6.9,6.0,6.0,25.0,151.0,71.3,33.0,225.0,5.8,1.0,7.0,3.0
Bud Schwenk,126.0,295.0,1360.0,4.7,6.0,27.0,0.0,0.0,36.7,111.0,313.0,3.1,2.0,0.0,0.0
Buddy Humphrey,87.0,175.0,1094.0,4.6,4.0,12.0,8.0,98.0,53.7,4.0,11.0,2.8,0.0,1.0,0.0
Buddy Lee,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0
Buddy Parker,2.0,5.0,21.0,4.2,0.0,1.0,0.0,0.0,57.1,200.0,559.0,2.7,5.0,0.0,0.0
Bullet Baker,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0
Butch Simas,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0
Butch Songin,327.0,694.0,4347.0,6.4,38.0,31.0,0.0,0.0,68.1,23.0,90.0,3.4,2.0,4.0,0.0
Buzz Trebotich,1.0,1.0,8.0,8.0,0.0,0.0,0.0,0.0,100.0,4.0,5.0,1.5,0.0,1.0,0.0
Byron Leftwich,1015.0,1765.0,11487.0,6.5,63.0,43.0,104.0,565.0,81.0,149.0,454.0,3.5,10.0,40.0,12.0
C J Beathard,475.0,779.0,5579.0,7.2,30.0,20.0,65.0,473.0,86.9,81.0,400.0,5.0,7.0,13.0,8.0
C J Stroud,365.0,573.0,4646.0,7.6,27.0,6.0,39.0,346.0,95.8,46.0,182.0,3.1,3.0,8.0,4.0
Cade McNown,281.0,515.0,3111.0,5.1,16.0,19.0,45.0,263.0,65.3,82.0,486.0,5.2,3.0,12.0,5.0
Cal Clemens,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,39.6,3.0,-8.0,-2.7,0.0,0.0,0.0
Caleb Hanie,218.0,390.0,2543.0,6.0,13.0,21.0,46.0,307.0,70.4,39.0,229.0,5.2,1.0,6.0,3.0
Cam Newton,2987.0,5012.0,36190.0,7.2,214.0,136.0,374.0,2813.0,85.5,1210.0,6070.0,5.0,78.0,71.0,27.0
Cardale Jones,102.0,183.0,1158.0,6.4,2.0,6.0,20.0,143.0,67.9,31.0,181.0,4.6,1.0,3.0,2.0
Carl Brazell,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,4.0,14.0,3.5,0.0,0.0,0.0
Carl Brumbaugh,39.0,151.0,734.0,5.3,6.0,22.0,0.0,0.0,48.6,58.0,21.0,0.6,0.0,0.0,0.0
Carl Summerell,13.0,29.0,157.0,4.9,0.0,5.0,3.0,30.0,38.8,5.0,12.0,2.7,0.0,2.0,0.0
Carson Palmer,4199.0,6755.0,49231.0,7.7,309.0,208.0,362.0,2518.0,86.8,309.0,511.0,2.0,8.0,86.0,35.0
