PLAYER,ATT,YDS,AVG,LNG,TD,REC,YDS.1,AVG.1,LNG.1,TD.1,FUM,LOST
Joe Sulaitis,40.0,143.0,3.7,16.0,1.0,49.0,481.0,9.8,26.0,1.0,4.0,0.0
Joe Vance,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0
Joe Vodicka,7.0,1.0,0.8,3.0,0.0,2.0,6.0,3.0,3.0,0.0,0.0,0.0
Joe Washington,1214.0,4895.0,4.1,41.0,12.0,407.0,3509.0,8.6,67.0,18.0,45.0,12.0
Joe Watt,42.0,68.0,0.7,10.0,0.0,10.0,237.0,18.8,75.0,4.0,3.0,0.0
Joe Williams,25.0,130.0,4.3,17.0,0.0,3.0,13.0,6.0,11.0,0.0,1.0,1.0
Joe Wilson,25.0,96.0,3.6,12.0,0.0,3.0,38.0,12.7,23.0,0.0,1.0,0.0
Joe Womack,128.0,468.0,3.3,28.0,5.0,6.0,57.0,7.2,33.0,0.0,3.0,0.0
Joe Work,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0
Joel Bouagnon,34.0,95.0,2.8,18.0,1.0,6.0,36.0,5.3,14.0,0.0,0.0,0.0
Joel Makovicka,17.0,88.0,5.0,22.0,0.0,47.0,264.0,5.8,25.0,5.0,2.0,2.0
Joel McCoy,19.0,-29.0,-0.8,15.0,0.0,0.0,0.0,,,0.0,2.0,0.0
Joel Wells,68.0,225.0,3.1,17.0,1.0,6.0,31.0,6.5,19.0,1.0,6.0,0.0
Joey Goodspeed,3.0,6.0,2.0,2.0,1.0,12.0,80.0,7.3,13.0,0.0,1.0,0.0
Joey Harris,15.0,53.0,2.8,19.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0
Joey Iosefa,15.0,51.0,1.8,15.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Joffrey Reynolds,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0
John Adams,41.0,99.0,2.9,62.0,1.0,21.0,264.0,12.3,59.0,3.0,1.0,0.0
John Amberg,14.0,62.0,3.9,9.0,0.0,3.0,40.0,13.5,18.0,0.0,0.0,0.0
John Atwood,9.0,6.0,0.3,9.0,0.0,10.0,141.0,13.6,54.0,1.0,2.0,0.0
John Avery,155.0,548.0,3.3,44.0,2.0,20.0,139.0,7.5,19.0,2.0,6.0,2.0
John Bettridge,44.0,70.0,2.7,6.0,0.0,2.0,34.0,17.0,17.0,0.0,0.0,0.0
John Binotto,34.0,94.0,1.1,30.0,0.0,0.0,0.0,,,0.0,0.0,0.0
John Brewer,67.0,273.0,3.8,71.0,3.0,9.0,62.0,5.8,16.0,0.0,4.0,0.0
John Brockington,1425.0,5380.0,3.5,53.0,31.0,180.0,1537.0,8.8,48.0,5.0,23.0,0.0
John Cappelletti,887.0,3162.0,3.3,46.0,25.0,143.0,1289.0,9.0,37.0,4.0,24.0,6.0
John Cardwell,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0
John Cavosie,7.0,8.0,1.6,0.0,0.0,6.0,148.0,21.6,45.0,1.0,0.0,0.0
John Chirico,12.0,22.0,1.9,4.0,1.0,4.0,18.0,4.5,8.0,0.0,1.0,1.0
John Clay,26.0,99.0,4.1,12.0,1.0,0.0,0.0,,,0.0,1.0,0.0
John Cole,27.0,79.0,3.1,0.0,0.0,4.0,20.0,4.8,9.0,0.0,0.0,0.0
John Conner,45.0,139.0,2.7,16.0,2.0,18.0,111.0,6.6,26.0,1.0,1.0,1.0
John Crockett,82.0,271.0,2.8,24.0,3.0,24.0,175.0,9.0,29.0,2.0,1.0,1.0
John David Crow,1153.0,4959.0,4.2,83.0,38.0,227.0,3168.0,13.8,91.0,30.0,44.0,0.0
John Detwiller,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0
John Doehring,51.0,192.0,3.2,0.0,0.0,3.0,42.0,14.0,19.0,0.0,0.0,0.0
John Doolan,33.0,89.0,2.8,24.0,0.0,17.0,156.0,9.9,23.0,0.0,4.0,0.0
John Dottley,250.0,1122.0,3.8,44.0,7.0,28.0,359.0,12.9,77.0,2.0,7.0,0.0
John Farley,7.0,11.0,1.4,5.0,0.0,2.0,11.0,5.5,10.0,0.0,1.0,0.0
John Fuqua,765.0,3194.0,3.9,85.0,21.0,144.0,1355.0,9.4,57.0,3.0,21.0,0.0
John Goodyear,2.0,1.0,0.5,1.0,0.0,0.0,0.0,,,0.0,0.0,0.0
John Griffin,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0
John Grigas,465.0,1581.0,3.1,59.0,10.0,30.0,379.0,11.9,44.0,1.0,8.0,0.0
John Harvey,27.0,113.0,4.8,14.0,0.0,11.0,86.0,8.2,18.0,1.0,2.0,1.0
John Hasbrouck,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0
John Henry Johnson,1583.0,6857.0,4.2,87.0,48.0,187.0,1494.0,8.4,53.0,7.0,49.0,1.0
John Henry Mills,0.0,0.0,,,0.0,3.0,30.0,11.0,14.0,0.0,0.0,0.0
John Holifield,11.0,20.0,1.8,11.0,0.0,2.0,18.0,9.0,14.0,0.0,1.0,0.0
John Hollar,30.0,77.0,1.7,12.0,2.0,8.0,76.0,9.5,15.0,2.0,0.0,0.0
John Hurlburt,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0
John Huzvar,243.0,893.0,2.9,36.0,6.0,19.0,92.0,4.8,30.0,1.0,17.0,0.0
John Isenbarger,26.0,86.0,4.1,27.0,0.0,11.0,224.0,17.8,61.0,2.0,0.0,0.0
John Ivlow,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0
John Kamana,0.0,0.0,,,0.0,7.0,51.0,7.2,15.0,1.0,1.0,1.0
John Kelly,194.0,639.0,3.1,40.0,6.0,31.0,249.0,8.9,26.0,1.0,2.0,1.0
John Kuhn,261.0,776.0,2.6,18.0,25.0,122.0,787.0,6.2,32.0,14.0,5.0,2.0
John Kusko,66.0,236.0,3.2,70.0,1.0,2.0,47.0,23.5,40.0,0.0,0.0,0.0
John L Williams,1270.0,5111.0,4.0,48.0,20.0,577.0,4899.0,8.0,75.0,21.0,23.0,14.0
John Lovett,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0
John Lucente,82.0,242.0,3.0,18.0,1.0,11.0,45.0,3.7,23.0,0.0,8.0,0.0
John Mahoney,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0
John McMichaels,3.0,1.0,0.3,2.0,0.0,0.0,0.0,,,0.0,0.0,0.0
John Naioti,1.0,-17.0,-17.0,-17.0,0.0,2.0,14.0,7.0,8.0,0.0,1.0,0.0
John Noppenberg,24.0,36.0,-0.1,8.0,0.0,4.0,74.0,20.7,31.0,0.0,0.0,0.0
John Norby,6.0,15.0,2.5,0.0,0.0,7.0,123.0,17.6,34.0,0.0,0.0,0.0
John Oelerich,28.0,46.0,1.6,0.0,0.0,4.0,46.0,11.5,0.0,0.0,0.0,0.0
John Panelli,55.0,157.0,2.1,18.0,0.0,4.0,27.0,6.8,13.0,0.0,3.0,0.0
John Petty,44.0,149.0,3.5,14.0,2.0,4.0,53.0,12.3,16.0,0.0,0.0,0.0
John Phillips,23.0,167.0,7.8,15.0,1.0,0.0,0.0,,,0.0,0.0,0.0
John Pohlman,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0
John Polanski,17.0,67.0,4.0,13.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0
John Popovich,12.0,21.0,2.3,9.0,0.0,3.0,-1.0,0.0,1.0,0.0,0.0,0.0
John Poto,19.0,59.0,3.0,12.0,1.0,10.0,101.0,9.4,29.0,0.0,2.0,0.0
John Riggins,3167.0,12348.0,3.8,66.0,116.0,256.0,2135.0,8.2,67.0,12.0,58.0,12.0
John Rogalla,2.0,2.0,1.0,6.0,0.0,2.0,22.0,11.0,17.0,0.0,0.0,0.0
John Rowan,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0
John Scanlon,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0
John Schneider,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0
John Settle,439.0,1801.0,3.8,62.0,10.0,118.0,1039.0,9.0,36.0,3.0,6.0,2.0
John Shelburne,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0
John Singleton,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0
John Skibinski,16.0,64.0,4.6,8.0,0.0,6.0,22.0,4.3,8.0,0.0,0.0,0.0
John Stephens,1053.0,3822.0,3.4,52.0,20.0,115.0,874.0,7.9,43.0,1.0,17.0,9.0
John Sterling,5.0,20.0,4.0,9.0,0.0,0.0,0.0,,,0.0,1.0,0.0
John Tagliaferri,13.0,45.0,4.3,7.0,1.0,12.0,117.0,9.7,27.0,0.0,0.0,0.0
John Tarver,162.0,574.0,3.6,28.0,7.0,34.0,214.0,6.7,22.0,1.0,10.0,0.0
John Travis,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0
John Tuggle,17.0,49.0,2.4,7.0,1.0,3.0,50.0,15.2,27.0,0.0,0.0,0.0
Johnathan Franklin,40.0,154.0,2.1,51.0,1.0,8.0,53.0,6.6,14.0,0.0,2.0,1.0
Johnnie Hudson,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0
Johnnie Wright,1.0,3.0,3.0,3.0,0.0,1.0,12.0,12.0,12.0,0.0,0.0,0.0
Johnny Bailey,189.0,832.0,4.0,31.0,6.0,161.0,1355.0,8.4,34.0,1.0,21.0,5.0
Johnny Barrett,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0
Johnny Barsha,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0
Johnny Biancone,8.0,34.0,5.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Johnny Bleier,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0
Johnny Bryan,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0
Johnny Butler,228.0,611.0,2.6,69.0,4.0,11.0,295.0,28.1,67.0,4.0,0.0,0.0
Johnny Clement,253.0,1050.0,3.4,43.0,7.0,2.0,28.0,14.0,22.0,0.0,17.0,0.0
Johnny Counts,14.0,55.0,3.9,23.0,0.0,4.0,62.0,14.8,24.0,0.0,4.0,0.0
Johnny Davis,323.0,1115.0,3.2,18.0,16.0,22.0,106.0,5.4,24.0,0.0,5.0,1.0
Johnny Drake,525.0,1700.0,3.2,46.0,24.0,41.0,530.0,11.2,48.0,3.0,0.0,0.0
Johnny Gilroy,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0
Johnny Hall,118.0,296.0,1.8,24.0,3.0,28.0,537.0,20.0,80.0,5.0,0.0,0.0
Johnny Hector,1066.0,4336.0,3.9,64.0,41.0,189.0,1672.0,8.9,32.0,4.0,18.0,13.0
Johnny Heimsch,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0
Johnny Hendren,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0
Johnny Karras,24.0,42.0,2.2,17.0,0.0,5.0,63.0,13.0,29.0,1.0,3.0,0.0
Johnny Knolla,30.0,79.0,2.5,14.0,0.0,9.0,63.0,7.6,15.0,0.0,2.0,0.0
Johnny Kyle,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0
Johnny Lattner,69.0,237.0,3.5,17.0,5.0,25.0,305.0,11.4,43.0,2.0,4.0,0.0
Johnny Martin,162.0,341.0,1.3,76.0,2.0,47.0,635.0,11.6,69.0,1.0,4.0,0.0
Johnny McQuade,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0
Johnny Mohardt,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0
Johnny Morris,212.0,968.0,4.3,61.0,5.0,44.0,591.0,12.3,66.0,5.0,9.0,0.0
Johnny Musso,100.0,365.0,3.4,16.0,6.0,7.0,39.0,5.6,21.0,0.0,1.0,0.0
Johnny Olszewski,837.0,3320.0,3.5,65.0,16.0,104.0,988.0,10.3,77.0,3.0,53.0,0.0
Johnny Papit,112.0,481.0,4.1,33.0,2.0,8.0,132.0,16.1,39.0,1.0,3.0,0.0
Johnny Roepke,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0
Johnny Roland,1015.0,3750.0,3.4,70.0,28.0,153.0,1430.0,9.6,41.0,6.0,34.0,0.0
Johnny Scalzi,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0
Johnny Scott,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0
Johnny Shepherd,12.0,42.0,3.1,19.0,0.0,1.0,2.0,2.0,2.0,0.0,0.0,0.0
Johnny Shultz,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0
Johnny Sisk,173.0,770.0,3.5,55.0,3.0,9.0,220.0,24.4,44.0,0.0,0.0,0.0
Johnny Stanton,13.0,28.0,1.5,8.0,0.0,7.0,58.0,6.9,19.0,1.0,0.0,0.0
Johnny Strzykalski,233.0,961.0,3.7,38.0,5.0,37.0,296.0,7.0,28.0,1.0,2.0,0.0
Johnny White,76.0,207.0,3.1,17.0,2.0,4.0,16.0,3.2,8.0,0.0,0.0,0.0
Joique Bell,783.0,3407.0,4.5,67.0,31.0,212.0,2192.0,10.3,60.0,1.0,16.0,7.0
Jon Arnett,964.0,3833.0,3.8,80.0,26.0,222.0,2290.0,9.8,75.0,10.0,31.0,0.0
Jon Bradley,5.0,9.0,1.9,3.0,0.0,2.0,10.0,5.0,8.0,0.0,1.0,1.0
Jon Francis,35.0,138.0,3.8,23.0,0.0,8.0,38.0,4.9,7.0,2.0,0.0,0.0
Jon Goldsberry,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0
Jon Hilliman,55.0,171.0,3.0,16.0,2.0,9.0,37.0,3.8,14.0,0.0,2.0,2.0
Jon Keyworth,723.0,2713.0,3.4,34.0,23.0,142.0,1060.0,7.4,31.0,3.0,17.0,1.0
Jon Ritchie,15.0,36.0,2.6,14.0,0.0,156.0,1200.0,7.4,31.0,7.0,3.0,1.0
Jon Vaughn,234.0,942.0,3.3,37.0,5.0,24.0,183.0,8.7,32.0,2.0,16.0,11.0
Jon Williams,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0
Jon Witman,48.0,190.0,3.5,31.0,1.0,40.0,261.0,6.6,38.0,0.0,1.0,1.0
Jonas Gray,258.0,1124.0,3.7,55.0,7.0,15.0,159.0,9.3,25.0,0.0,0.0,0.0
Jonas Lewis,1.0,6.0,6.0,6.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Jonathan Dwyer,398.0,1687.0,4.5,76.0,6.0,43.0,267.0,6.0,33.0,1.0,4.0,3.0
Jonathan Grimes,299.0,1324.0,4.7,37.0,6.0,95.0,803.0,8.8,31.0,1.0,2.0,1.0
Jonathan Linton,293.0,1027.0,3.4,20.0,6.0,33.0,246.0,7.4,28.0,2.0,7.0,4.0
Jonathan Stewart,1889.0,8108.0,4.2,69.0,60.0,177.0,1395.0,7.9,55.0,7.0,26.0,16.0
Jonathan Taylor,946.0,4660.0,4.8,83.0,41.0,125.0,961.0,7.7,76.0,4.0,9.0,6.0
Jonathan Ward,37.0,141.0,3.8,12.0,2.0,15.0,129.0,9.1,27.0,1.0,0.0,0.0
Jonathan Wells,374.0,1167.0,3.1,37.0,10.0,44.0,323.0,7.6,28.0,2.0,5.0,2.0
Jonathan Williams,255.0,1082.0,3.8,48.0,8.0,41.0,247.0,6.4,31.0,0.0,3.0,3.0
Jordan Chunn,30.0,96.0,2.9,11.0,0.0,12.0,62.0,5.6,12.0,1.0,0.0,0.0
Jordan Ellis,29.0,95.0,3.7,16.0,0.0,13.0,80.0,5.6,13.0,1.0,0.0,0.0
Jordan Howard,1100.0,4685.0,3.9,69.0,38.0,90.0,706.0,7.5,34.0,2.0,6.0,3.0
Jordan Mason,126.0,670.0,5.2,55.0,4.0,6.0,48.0,8.0,13.0,0.0,1.0,1.0
Jordan Mims,11.0,47.0,4.6,14.0,1.0,4.0,45.0,11.2,25.0,0.0,0.0,0.0
Jordan Scarlett,43.0,132.0,3.8,16.0,0.0,7.0,76.0,11.2,15.0,1.0,0.0,0.0
Jordan Todman,309.0,1453.0,4.5,76.0,8.0,90.0,675.0,7.5,42.0,3.0,3.0,2.0
Jordan Wilkins,258.0,1159.0,5.1,55.0,5.0,52.0,344.0,7.0,29.0,0.0,3.0,2.0
Jorvorskie Lane,20.0,74.0,4.9,54.0,2.0,19.0,139.0,7.5,24.0,1.0,3.0,1.0
Joseph Addai,1296.0,5245.0,4.0,49.0,45.0,249.0,1853.0,7.7,73.0,9.0,10.0,7.0
Joseph Randle,271.0,1188.0,5.4,65.0,10.0,28.0,217.0,7.8,25.0,0.0,3.0,2.0
Josh Adams,212.0,875.0,3.7,29.0,6.0,28.0,167.0,6.3,19.0,0.0,2.0,2.0
Josh Ashton,257.0,994.0,3.6,35.0,3.0,33.0,320.0,10.8,51.0,1.0,8.0,0.0
Josh Ferguson,60.0,118.0,2.1,22.0,2.0,37.0,253.0,7.1,19.0,0.0,1.0,0.0
Josh Hokit,0.0,0.0,,,0.0,2.0,4.0,2.0,2.0,0.0,0.0,0.0
Josh Jacobs,1327.0,5679.0,4.2,86.0,46.0,203.0,1506.0,8.0,43.0,0.0,11.0,7.0
Josh Parry,0.0,0.0,,,0.0,26.0,187.0,7.6,22.0,0.0,1.0,0.0
Josh Rounds,36.0,84.0,2.3,17.0,0.0,2.0,18.0,9.0,13.0,0.0,0.0,0.0
Josh Rue,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0
Josh Scobey,27.0,89.0,3.9,10.0,0.0,19.0,200.0,10.8,42.0,0.0,4.0,2.0
Josh Vaughan,63.0,294.0,4.1,65.0,2.0,9.0,60.0,6.4,15.0,0.0,0.0,0.0
Joshua Kelley,376.0,1413.0,4.0,75.0,7.0,60.0,382.0,5.9,35.0,0.0,4.0,4.0
Jug Girard,149.0,505.0,3.3,36.0,2.0,113.0,1882.0,16.6,75.0,15.0,11.0,0.0
Jules Siegle,2.0,6.0,3.0,8.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Julian Howsare,1.0,2.0,2.0,2.0,0.0,2.0,17.0,8.5,9.0,0.0,0.0,0.0
Julie Alfonse,49.0,76.0,1.2,2.0,0.0,7.0,160.0,25.4,59.0,0.0,0.0,0.0
Julie Rykovich,474.0,1812.0,3.8,56.0,18.0,67.0,1051.0,16.7,51.0,4.0,12.0,0.0
Julius Chestnut,64.0,292.0,4.1,55.0,2.0,11.0,121.0,11.9,33.0,2.0,2.0,1.0
Julius Jones,1454.0,5723.0,3.7,77.0,26.0,189.0,1248.0,6.7,49.0,2.0,17.0,12.0
June Henley,88.0,313.0,3.1,22.0,3.0,35.0,252.0,6.6,43.0,0.0,1.0,1.0
Junie Hovious,22.0,-7.0,-2.5,7.0,0.0,0.0,0.0,,,0.0,3.0,0.0
Junior Coffey,666.0,2548.0,3.7,37.0,12.0,78.0,576.0,7.0,46.0,8.0,17.0,0.0
Junior Tautalatasi,97.0,275.0,2.4,50.0,0.0,88.0,706.0,7.8,56.0,2.0,10.0,4.0
Justice Hill,264.0,1190.0,4.7,41.0,6.0,72.0,484.0,6.7,24.0,1.0,3.0,2.0
Justin Brumbaugh,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0
Justin Davis,73.0,326.0,4.9,32.0,1.0,13.0,104.0,8.4,19.0,0.0,2.0,1.0
Justin Fargas,839.0,3405.0,4.0,53.0,10.0,79.0,534.0,7.3,21.0,0.0,10.0,4.0
Justin Forsett,1101.0,5117.0,4.4,81.0,23.0,251.0,1710.0,7.3,47.0,2.0,15.0,8.0
Justin Green,5.0,4.0,0.8,4.0,0.0,13.0,65.0,5.4,12.0,0.0,0.0,0.0
Justin Griffith,94.0,413.0,4.3,21.0,1.0,143.0,997.0,6.7,62.0,12.0,5.0,3.0
Justin Jackson,291.0,1394.0,4.3,75.0,6.0,84.0,683.0,8.9,34.0,1.0,2.0,1.0
Justin Stockton,1.0,18.0,18.0,18.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Juwan Thompson,132.0,555.0,3.9,47.0,5.0,18.0,143.0,8.8,18.0,0.0,1.0,0.0
KaRon Coleman,58.0,200.0,3.4,24.0,1.0,7.0,50.0,6.5,9.0,0.0,2.0,1.0
Kahlil Bell,310.0,1145.0,3.8,72.0,5.0,38.0,296.0,7.9,27.0,1.0,5.0,3.0
Kalen Ballage,263.0,837.0,2.9,75.0,10.0,64.0,368.0,6.2,31.0,0.0,3.0,2.0
Kantroy Barber,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0
Kapri Bibbs,154.0,701.0,5.0,41.0,6.0,48.0,444.0,10.9,69.0,3.0,1.0,0.0
Karan Higdon,36.0,103.0,3.0,11.0,0.0,2.0,16.0,8.0,11.0,0.0,0.0,0.0
Kareem Huggins,48.0,219.0,4.0,35.0,0.0,7.0,49.0,7.9,14.0,0.0,1.0,0.0
Kareem Hunt,1101.0,4708.0,4.2,69.0,45.0,245.0,2001.0,8.1,78.0,19.0,5.0,1.0
Karl Bernard,45.0,187.0,3.2,14.0,2.0,13.0,91.0,6.8,12.0,0.0,3.0,1.0
Karl Bohren,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0
Karl Hower,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0
Karl Schuelke,2.0,2.0,1.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Karl Thielscher,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0
Karlos Williams,107.0,557.0,5.5,41.0,8.0,13.0,119.0,11.2,26.0,2.0,2.0,1.0
Kaulana Park,6.0,11.0,2.1,4.0,0.0,1.0,6.0,6.0,6.0,0.0,0.0,0.0
Kay Eakin,42.0,14.0,0.2,17.0,0.0,5.0,81.0,14.2,38.0,1.0,0.0,0.0
Kay Jay Harris,3.0,9.0,3.0,9.0,0.0,1.0,10.0,10.0,10.0,0.0,0.0,0.0
Keaontay Ingram,100.0,279.0,2.5,14.0,3.0,16.0,116.0,7.1,24.0,0.0,0.0,0.0
Keaton Mitchell,54.0,438.0,10.6,60.0,2.0,11.0,108.0,9.8,32.0,0.0,0.0,0.0
Keiland Williams,199.0,822.0,3.6,33.0,9.0,66.0,528.0,7.8,36.0,2.0,3.0,2.0
Keith Beebe,8.0,12.0,0.9,7.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Keith Birlem,0.0,0.0,,,0.0,4.0,34.0,8.5,12.0,0.0,0.0,0.0
Keith Byars,874.0,3163.0,3.4,77.0,23.0,618.0,5704.0,8.9,60.0,29.0,31.0,16.0
Keith Elias,42.0,124.0,3.2,8.0,0.0,22.0,147.0,6.9,18.0,0.0,0.0,0.0
Keith Ford,55.0,209.0,4.1,13.0,0.0,7.0,47.0,7.0,11.0,0.0,0.0,0.0
Keith Griffin,335.0,1353.0,3.8,66.0,3.0,62.0,468.0,7.5,28.0,2.0,11.0,5.0
Keith Henderson,239.0,906.0,3.3,25.0,5.0,49.0,620.0,15.3,78.0,0.0,13.0,7.0
Keith Jones,302.0,1119.0,3.9,26.0,12.0,119.0,1105.0,8.9,46.0,0.0,4.0,3.0
Keith Joseph,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0
Keith Kinderman,28.0,125.0,3.8,22.0,0.0,7.0,73.0,10.8,22.0,0.0,0.0,0.0
Keith Lincoln,807.0,3743.0,4.4,86.0,20.0,176.0,2397.0,13.4,91.0,20.0,13.0,0.0
Keith Marshall,16.0,28.0,1.8,10.0,0.0,3.0,7.0,1.0,5.0,0.0,0.0,0.0
Keith Smith,25.0,66.0,2.3,8.0,0.0,48.0,298.0,6.2,28.0,1.0,0.0,0.0
Keith Toston,97.0,426.0,4.9,42.0,2.0,8.0,73.0,8.6,23.0,0.0,0.0,0.0
Keith Woodside,259.0,976.0,3.3,68.0,6.0,144.0,1248.0,8.6,49.0,2.0,12.0,8.0
Kelly Cook,2.0,3.0,1.5,2.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Kelly Moan,2.0,-15.0,-7.5,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Kelly Rodriguez,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0
Kelvin Bryant,292.0,1323.0,4.3,28.0,6.0,172.0,1825.0,11.5,47.0,16.0,9.0,5.0
Kelvin Farmer,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0
Kelvin Taylor,21.0,107.0,4.3,24.0,1.0,4.0,21.0,4.2,14.0,0.0,0.0,0.0
Ken Bahnsen,1.0,1.0,1.0,1.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Ken Bell,35.0,115.0,2.8,12.0,0.0,3.0,18.0,6.0,8.0,0.0,13.0,3.0
Ken Callicutt,3.0,6.0,4.0,10.0,0.0,5.0,59.0,11.8,19.0,0.0,8.0,0.0
Ken Carpenter,252.0,1241.0,4.8,61.0,12.0,76.0,879.0,12.8,45.0,6.0,16.0,1.0
Ken Clark,161.0,510.0,2.7,25.0,0.0,43.0,314.0,8.2,23.0,0.0,4.0,2.0
Ken Crawford,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0
Ken Dow,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0
Ken Grandberry,144.0,475.0,2.9,31.0,2.0,30.0,212.0,10.4,40.0,0.0,8.0,0.0
Ken Hall,61.0,230.0,3.9,20.0,0.0,12.0,176.0,16.6,31.0,3.0,6.0,0.0
Ken Harris,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0
Ken Hauser,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0
Ken Heineman,6.0,-5.0,-0.5,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Ken Huffine,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0
Ken Jenkins,80.0,397.0,5.6,37.0,1.0,21.0,246.0,10.3,68.0,0.0,7.0,4.0
Ken Keller,169.0,628.0,3.3,51.0,4.0,11.0,67.0,5.7,30.0,0.0,10.0,0.0
Ken Keuper,6.0,14.0,2.3,8.0,0.0,2.0,37.0,18.5,26.0,0.0,1.0,0.0
Ken Kranz,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0
Ken Lacy,66.0,235.0,3.4,24.0,2.0,13.0,87.0,6.8,20.0,2.0,5.0,4.0
Ken Oxendine,160.0,502.0,2.5,21.0,1.0,18.0,183.0,9.7,32.0,1.0,6.0,5.0
Ken Reese,3.0,1.0,0.3,5.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Ken Roskie,12.0,58.0,4.5,9.0,2.0,0.0,0.0,,,0.0,2.0,0.0
Ken Simendinger,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0
Ken Simonton,2.0,4.0,2.0,2.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Ken Snelling,3.0,10.0,2.5,8.0,0.0,0.0,0.0,,,0.0,1.0,0.0
Ken Starch,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0
Ken Steinmetz,15.0,36.0,2.3,9.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Ken Strong,317.0,1025.0,2.8,42.0,12.0,21.0,265.0,13.1,42.0,4.0,2.0,0.0
Ken Talton,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0
Ken Thomas,15.0,55.0,3.5,28.0,0.0,28.0,236.0,7.2,25.0,1.0,2.0,1.0
