PLAYER,REC,YDS,AVG,LNG,TD,ATT,YDS.1,AVG.1,LNG.1,TD.1,FUM,LOST
Ben Hightower,29.0,489.0,19.0,59.0,4.0,1.0,-5.0,-5.0,-5.0,0.0,0.0,0.0
Ben Koyack,36.0,320.0,9.1,30.0,2.0,0.0,0.0,,,0.0,0.0,0.0
Ben Mason,3.0,10.0,3.5,4.0,0.0,5.0,13.0,2.6,8.0,0.0,0.0,0.0
Ben Nelson,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0
Ben Patrick,53.0,536.0,11.1,28.0,5.0,0.0,0.0,,,0.0,1.0,0.0
Ben Skowronek,65.0,624.0,9.5,35.0,1.0,3.0,26.0,8.7,17.0,1.0,0.0,0.0
Ben Steele,4.0,42.0,12.3,27.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Ben Troupe,117.0,1204.0,9.8,35.0,7.0,1.0,-1.0,-1.0,-1.0,0.0,4.0,0.0
Ben Utecht,61.0,674.0,11.7,30.0,4.0,0.0,0.0,,,0.0,3.0,1.0
Ben Winkelman,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0
Ben Young,6.0,74.0,13.7,19.0,1.0,0.0,0.0,,,0.0,0.0,0.0
Benjamin Watson,596.0,6582.0,11.3,63.0,50.0,2.0,10.0,5.0,11.0,0.0,10.0,4.0
Bennie Cunningham,221.0,3098.0,13.8,48.0,22.0,1.0,0.0,0.0,0.0,0.0,7.0,2.0
Bennie Fowler,131.0,1492.0,12.0,76.0,9.0,1.0,20.0,20.0,20.0,0.0,3.0,1.0
Bennie Joppru,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0
Bernard Berrian,330.0,4729.0,15.1,99.0,27.0,17.0,82.0,3.5,37.0,0.0,8.0,4.0
Bernard Ford,17.0,176.0,9.5,24.0,2.0,0.0,0.0,,,0.0,2.0,2.0
Bernard Henry,51.0,709.0,13.2,40.0,6.0,0.0,0.0,,,0.0,0.0,0.0
Bernard Reedy,23.0,236.0,11.2,25.0,2.0,6.0,44.0,7.0,20.0,0.0,5.0,0.0
Bernie Casey,364.0,5526.0,15.0,68.0,41.0,1.0,23.0,23.0,23.0,0.0,3.0,0.0
Bernie Scherer,12.0,248.0,18.4,78.0,3.0,0.0,0.0,,,0.0,0.0,0.0
Bert Askson,3.0,53.0,17.7,34.0,1.0,0.0,0.0,,,0.0,0.0,0.0
Bert Emanuel,381.0,5229.0,14.0,85.0,28.0,7.0,13.0,1.9,11.0,0.0,5.0,4.0
Bert Kuczynski,2.0,13.0,6.5,9.0,1.0,0.0,0.0,,,0.0,0.0,0.0
Bethel Johnson,43.0,676.0,16.9,55.0,5.0,8.0,7.0,0.9,11.0,0.0,5.0,1.0
Bill Anderson,186.0,3126.0,17.3,71.0,15.0,4.0,11.0,2.8,13.0,0.0,6.0,1.0
Bill Bailey,2.0,26.0,13.0,14.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Bill Brooks,610.0,8313.0,14.4,84.0,48.0,23.0,141.0,4.8,38.0,0.0,8.0,1.0
Bill Chipley,18.0,236.0,15.0,40.0,2.0,1.0,3.0,3.0,3.0,0.0,0.0,0.0
Bill Combs,4.0,44.0,11.0,19.0,1.0,0.0,0.0,,,0.0,0.0,0.0
Bill Cronin,7.0,83.0,10.9,25.0,1.0,0.0,0.0,,,0.0,0.0,0.0
Bill Darnall,3.0,38.0,12.7,13.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Bill Dawson,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0
Bill Dewell,145.0,2253.0,16.2,82.0,15.0,1.0,-1.0,-1.0,-1.0,0.0,2.0,0.0
Bill Fisk,36.0,464.0,12.9,32.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
Bill Groman,180.0,3549.0,20.5,80.0,37.0,1.0,2.0,2.0,2.0,1.0,3.0,0.0
Bill Hewitt,71.0,1137.0,15.7,45.0,16.0,4.0,-8.0,-2.0,0.0,0.0,0.0,0.0
Bill Houston,6.0,72.0,12.7,19.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Bill Howell,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0
Bill Irgens,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0
Bill Karr,40.0,858.0,22.4,51.0,15.0,6.0,27.0,4.4,0.0,1.0,0.0,0.0
Bill Kellar,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0
Bill Lafitte,1.0,15.0,15.0,15.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Bill Lafreniere,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0
Bill Larson,15.0,152.0,8.8,24.0,2.0,0.0,0.0,,,0.0,0.0,0.0
Bill Malinchak,35.0,508.0,15.5,43.0,4.0,0.0,0.0,,,0.0,0.0,0.0
Bill Muellner,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0
Bill Murphy,18.0,268.0,15.3,26.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Bill Murrell,2.0,20.0,10.0,14.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Bill Netherton,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0
Bill Rademacher,24.0,282.0,11.1,40.0,3.0,1.0,-13.0,-13.0,-13.0,0.0,1.0,0.0
Bill Raffel,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0
Bill Schroeder,309.0,4653.0,14.7,67.0,28.0,3.0,17.0,5.7,12.0,0.0,12.0,5.0
Bill Slyker,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0
Bill Smyth,13.0,123.0,9.8,21.0,1.0,0.0,0.0,,,0.0,0.0,0.0
Bill Sortet,65.0,998.0,16.1,55.0,7.0,2.0,42.0,21.0,47.0,0.0,0.0,0.0
Bill Wondolowski,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0
Billy Baber,5.0,44.0,8.8,20.0,1.0,0.0,0.0,,,0.0,0.0,0.0
Billy Bajema,62.0,609.0,9.8,29.0,6.0,0.0,0.0,,,0.0,1.0,0.0
Billy Brooks,99.0,1757.0,17.0,94.0,7.0,3.0,-17.0,-5.7,4.0,0.0,5.0,0.0
Billy Brown,14.0,89.0,6.1,15.0,0.0,0.0,0.0,,,0.0,1.0,1.0
Billy Davis,55.0,932.0,18.3,80.0,4.0,4.0,15.0,3.8,8.0,0.0,1.0,1.0
Billy Gambrell,116.0,1931.0,16.3,59.0,18.0,7.0,41.0,7.4,24.0,0.0,6.0,0.0
Billy Griggs,26.0,268.0,9.9,23.0,2.0,0.0,0.0,,,0.0,1.0,1.0
Billy Howton,82.0,1220.0,14.8,69.0,9.0,0.0,0.0,,,0.0,0.0,0.0
Billy Hunter,1.0,29.0,29.0,29.0,1.0,0.0,0.0,,,0.0,2.0,0.0
Billy Joe DuPree,306.0,4012.0,13.0,42.0,45.0,31.0,234.0,7.6,27.0,1.0,11.0,1.0
Billy Johnson,338.0,4222.0,12.3,71.0,25.0,56.0,316.0,4.7,61.0,2.0,24.0,6.0
Billy Martin,59.0,706.0,11.2,68.0,5.0,0.0,0.0,,,0.0,1.0,0.0
Billy Masters,169.0,2268.0,13.2,32.0,15.0,18.0,114.0,6.3,37.0,0.0,5.0,0.0
Billy McMullen,72.0,952.0,13.8,40.0,3.0,0.0,0.0,,,0.0,2.0,2.0
Billy Miller,210.0,2364.0,11.2,57.0,10.0,0.0,0.0,,,0.0,2.0,1.0
Billy Parks,131.0,1983.0,15.2,66.0,8.0,5.0,77.0,15.4,54.0,0.0,3.0,0.0
Billy Ryckman,52.0,770.0,14.3,59.0,5.0,0.0,0.0,,,0.0,5.0,1.0
Billy Truax,209.0,2595.0,12.8,59.0,18.0,0.0,0.0,,,0.0,2.0,0.0
Billy Van Heusen,82.0,1684.0,20.3,74.0,11.0,13.0,171.0,13.0,66.0,1.0,3.0,0.0
Billy Waddy,131.0,2182.0,16.8,68.0,11.0,16.0,82.0,5.0,30.0,0.0,16.0,2.0
Billy Walik,2.0,15.0,7.5,15.0,1.0,0.0,0.0,,,0.0,3.0,0.0
Billy Williams,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0
Biren Ealy,3.0,23.0,7.2,9.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Bisi Johnson,38.0,398.0,10.7,23.0,4.0,1.0,6.0,6.0,6.0,0.0,0.0,0.0
Blair White,54.0,590.0,11.4,52.0,5.0,0.0,0.0,,,0.0,1.0,0.0
Blake Annen,3.0,49.0,18.0,23.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Blake Bell,96.0,921.0,8.8,48.0,5.0,6.0,12.0,2.0,3.0,0.0,2.0,2.0
Blake Jackson,1.0,22.0,22.0,22.0,1.0,0.0,0.0,,,0.0,0.0,0.0
Blake Jarwin,90.0,957.0,11.1,42.0,8.0,0.0,0.0,,,0.0,2.0,1.0
Blake Proehl,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0
Blake Spence,1.0,5.0,5.0,5.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Bo Farrington,55.0,881.0,17.3,98.0,7.0,1.0,-2.0,-2.0,-2.0,0.0,1.0,0.0
Bo Melton,26.0,336.0,12.9,39.0,2.0,4.0,27.0,6.7,12.0,0.0,0.0,0.0
Bo Rather,94.0,1522.0,16.6,59.0,7.0,9.0,46.0,5.1,18.0,0.0,3.0,0.0
Bo Roberson,229.0,3807.0,16.7,80.0,15.0,177.0,617.0,2.5,63.0,6.0,7.0,0.0
Bo Scaife,272.0,2596.0,9.7,44.0,13.0,1.0,13.0,13.0,13.0,1.0,7.0,5.0
Bob Adams,61.0,732.0,12.4,30.0,0.0,2.0,7.0,3.5,4.0,0.0,1.0,0.0
Bob Barrabee,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0
Bob Bruer,74.0,725.0,9.1,26.0,8.0,5.0,-4.0,-1.6,6.0,0.0,2.0,0.0
Bob Campbell,1.0,32.0,32.0,32.0,0.0,1.0,5.0,5.0,5.0,0.0,5.0,0.0
Bob Carey,50.0,693.0,14.9,61.0,2.0,0.0,0.0,,,0.0,2.0,1.0
Bob Chandler,377.0,5362.0,14.4,58.0,48.0,11.0,18.0,0.0,18.0,0.0,10.0,2.0
Bob Coolbaugh,32.0,435.0,15.8,46.0,4.0,0.0,0.0,,,0.0,0.0,0.0
Bob Coronado,3.0,32.0,11.5,14.0,0.0,1.0,-7.0,-7.0,-7.0,0.0,0.0,0.0
Bob Crespino,58.0,741.0,13.0,49.0,9.0,0.0,0.0,,,0.0,1.0,0.0
Bob Dove,0.0,0.0,,,0.0,1.0,-2.0,-2.0,-2.0,0.0,0.0,0.0
Bob Fisher,12.0,203.0,17.9,56.0,2.0,0.0,0.0,,,0.0,0.0,0.0
Bob Friedlund,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0
Bob Goodridge,1.0,5.0,5.0,5.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Bob Grim,201.0,3035.0,16.0,57.0,16.0,9.0,139.0,13.5,54.0,0.0,13.0,0.0
Bob Hayes,402.0,7906.0,19.9,95.0,73.0,25.0,84.0,3.5,16.0,2.0,18.0,0.0
Bob Higgins,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0
Bob Jencks,3.0,26.0,8.7,12.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Bob Jensen,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0
Bob Kercher,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0
Bob Keseday,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0
Bob Klein,229.0,2776.0,12.5,54.0,25.0,4.0,14.0,3.5,13.0,0.0,2.0,0.0
Bob Krieger,21.0,287.0,15.1,35.0,2.0,0.0,0.0,,,0.0,0.0,0.0
Bob Lacey,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0
Bob Layden,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0
Bob Long,99.0,1548.0,17.8,71.0,10.0,0.0,0.0,,,0.0,0.0,0.0
Bob Lundell,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0
Bob McLeod,132.0,2016.0,15.1,55.0,19.0,0.0,0.0,,,0.0,1.0,0.0
Bob Moore,134.0,1420.0,10.8,33.0,8.0,3.0,26.0,8.7,22.0,0.0,1.0,0.0
Bob Mrosko,15.0,151.0,11.2,20.0,1.0,0.0,0.0,,,0.0,0.0,0.0
Bob Neuman,6.0,93.0,14.5,37.0,0.0,2.0,3.0,1.5,0.0,0.0,0.0,0.0
Bob Newland,124.0,1877.0,16.0,79.0,8.0,1.0,6.0,6.0,6.0,0.0,1.0,0.0
Bob Niziolek,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0
Bob Nowaskey,26.0,475.0,18.8,40.0,3.0,6.0,18.0,3.0,6.0,0.0,0.0,0.0
Bob Oristaglio,15.0,154.0,10.4,20.0,1.0,0.0,0.0,,,0.0,0.0,0.0
Bob Parsons,16.0,213.0,13.0,38.0,3.0,3.0,2.0,0.5,5.0,0.0,3.0,0.0
Bob Picard,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0
Bob Pickard,8.0,88.0,10.6,18.0,1.0,1.0,5.0,5.0,5.0,0.0,0.0,0.0
Bob Poole,19.0,223.0,11.7,19.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Bob Priestley,4.0,47.0,11.8,15.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Bob Raba,2.0,9.0,4.5,6.0,0.0,0.0,0.0,,,0.0,1.0,0.0
Bob Ravensberg,10.0,203.0,20.4,48.0,3.0,2.0,8.0,4.0,6.0,0.0,1.0,0.0
Bob Rosenstiel,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0
Bob Scarpitto,157.0,2660.0,17.7,90.0,27.0,10.0,214.0,19.7,63.0,1.0,2.0,0.0
Bob Shaw,1.0,49.0,49.0,49.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Bob Sherlag,4.0,53.0,11.0,30.0,1.0,0.0,0.0,,,0.0,0.0,0.0
Bob Skoglund,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0
Bob Sponaugle,2.0,26.0,13.0,14.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Bob Tanner,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0
Bob Tenner,3.0,38.0,12.7,29.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Bob Thompson,0.0,0.0,,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Bob Trumpy,299.0,4593.0,16.1,80.0,35.0,1.0,-1.0,-1.0,-1.0,0.0,7.0,0.0
Bob Tucker,441.0,5669.0,12.5,63.0,29.0,6.0,6.0,1.0,13.0,1.0,18.0,0.0
Bob Wallace,109.0,1403.0,13.9,58.0,9.0,8.0,45.0,5.6,18.0,0.0,2.0,0.0
Bob West,13.0,230.0,19.5,42.0,2.0,2.0,2.0,1.0,10.0,0.0,1.0,0.0
Bob Wicks,1.0,8.0,8.0,8.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Bob Windsor,189.0,2379.0,12.5,62.0,15.0,9.0,57.0,5.6,21.0,0.0,5.0,0.0
Bobby Brown,2.0,14.0,7.0,8.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Bobby Collins,17.0,200.0,12.6,45.0,2.0,0.0,0.0,,,0.0,0.0,0.0
Bobby Crockett,42.0,675.0,16.0,53.0,3.0,0.0,0.0,,,0.0,0.0,0.0
Bobby Duckworth,93.0,1940.0,21.1,88.0,14.0,0.0,0.0,,,0.0,1.0,1.0
Bobby Engram,688.0,8264.0,12.2,79.0,37.0,5.0,19.0,3.8,9.0,0.0,19.0,9.0
Bobby Fowler,5.0,43.0,8.5,11.0,0.0,2.0,4.0,2.0,3.0,0.0,0.0,0.0
Bobby Humphery,14.0,206.0,14.7,44.0,1.0,1.0,10.0,10.0,10.0,0.0,6.0,1.0
Bobby Joe Conrad,408.0,5760.0,13.8,80.0,35.0,44.0,113.0,3.3,33.0,0.0,14.0,0.0
Bobby Johnson,118.0,1923.0,16.1,45.0,21.0,2.0,28.0,14.0,22.0,0.0,1.0,1.0
Bobby Jones,93.0,1432.0,15.5,51.0,7.0,2.0,23.0,11.5,19.0,0.0,2.0,0.0
Bobby Kimball,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0
Bobby Lee,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0
Bobby Micho,26.0,262.0,11.1,26.0,2.0,4.0,8.0,2.0,5.0,0.0,1.0,1.0
Bobby Mitchell,264.0,4189.0,15.9,81.0,36.0,87.0,414.0,7.0,48.0,2.0,10.0,0.0
Bobby Moten,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0
Bobby Neely,9.0,92.0,10.5,21.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Bobby Nichols,1.0,19.0,19.0,19.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Bobby Olive,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0
Bobby Riley,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0
Bobby Shaw,204.0,2866.0,14.1,90.0,14.0,2.0,2.0,1.0,1.0,0.0,5.0,3.0
Bobby Sippio,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0
Bobby Wade,267.0,3080.0,11.6,59.0,9.0,23.0,94.0,3.6,14.0,0.0,33.0,11.0
Bobby Walston,314.0,5401.0,17.6,75.0,46.0,4.0,12.0,3.0,7.0,0.0,4.0,0.0
Bobo Wilson,31.0,370.0,12.8,40.0,1.0,6.0,43.0,8.2,21.0,0.0,3.0,1.0
Bolo Perdue,2.0,28.0,14.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Boo Williams,107.0,1143.0,10.2,32.0,12.0,0.0,0.0,,,0.0,2.0,1.0
Boyd Brown,1.0,14.0,14.0,14.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Boyd Dowler,504.0,7710.0,15.4,91.0,45.0,2.0,28.0,14.0,20.0,0.0,9.0,0.0
Brad Anderson,4.0,83.0,20.8,49.0,1.0,0.0,0.0,,,0.0,0.0,0.0
Brad Banta,2.0,13.0,6.5,7.0,0.0,0.0,0.0,,,0.0,1.0,1.0
Brad Beckman,11.0,102.0,9.0,21.0,1.0,0.0,0.0,,,0.0,0.0,0.0
Brad Cieslak,11.0,88.0,7.9,19.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Brad Cottam,21.0,230.0,11.1,26.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Brad Lamb,7.0,139.0,21.0,53.0,0.0,1.0,16.0,16.0,16.0,0.0,1.0,0.0
Brad Pyatt,3.0,14.0,4.0,7.0,0.0,0.0,0.0,,,0.0,2.0,1.0
Brad Smith,122.0,1110.0,8.9,36.0,7.0,154.0,1085.0,6.9,57.0,4.0,9.0,3.0
Brad St Louis,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0
Bradley Marquez,28.0,231.0,8.6,30.0,1.0,1.0,2.0,2.0,2.0,0.0,1.0,0.0
Bradley Sowell,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0
Brady McDonnell,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0
Braedon Bowman,4.0,33.0,6.3,19.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Bralon Addison,4.0,33.0,8.8,11.0,0.0,1.0,4.0,4.0,4.0,0.0,2.0,1.0
Brandin Cooks,742.0,10107.0,13.9,98.0,60.0,59.0,363.0,6.3,28.0,2.0,5.0,0.0
Brandon Aiyuk,296.0,4377.0,15.2,76.0,26.0,14.0,125.0,8.7,38.0,2.0,4.0,3.0
Brandon Barden,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0
Brandon Barnes,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0
Brandon Bostick,26.0,287.0,11.1,26.0,2.0,0.0,0.0,,,0.0,0.0,0.0
Brandon Childress,5.0,39.0,7.1,21.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Brandon Christenson,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0
Brandon Coleman,109.0,1469.0,14.5,54.0,8.0,0.0,0.0,,,0.0,3.0,2.0
Brandon Dillon,13.0,147.0,12.6,28.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Brandon Gibson,309.0,3571.0,12.2,83.0,19.0,5.0,44.0,9.1,14.0,0.0,6.0,2.0
Brandon James,11.0,98.0,6.8,26.0,3.0,0.0,0.0,,,0.0,1.0,1.0
Brandon LaFell,449.0,5876.0,14.0,91.0,35.0,13.0,142.0,11.3,60.0,0.0,4.0,1.0
Brandon Lloyd,516.0,7503.0,15.1,89.0,43.0,1.0,-18.0,-18.0,-18.0,0.0,4.0,2.0
Brandon London,14.0,154.0,10.8,29.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Brandon Manumaleuna,99.0,903.0,8.6,48.0,11.0,5.0,16.0,3.1,8.0,0.0,0.0,0.0
Brandon Marshall,1031.0,13125.0,13.1,75.0,89.0,20.0,118.0,5.9,24.0,0.0,18.0,10.0
Brandon Middleton,15.0,209.0,15.5,50.0,3.0,0.0,0.0,,,0.0,3.0,0.0
Brandon Myers,232.0,2288.0,9.5,36.0,10.0,0.0,0.0,,,0.0,1.0,0.0
Brandon Pettigrew,326.0,3230.0,10.0,35.0,18.0,0.0,0.0,,,0.0,6.0,3.0
Brandon Powell,108.0,946.0,7.9,41.0,3.0,25.0,108.0,3.4,20.0,0.0,5.0,2.0
Brandon Reilly,15.0,256.0,22.1,59.0,1.0,0.0,0.0,,,0.0,1.0,1.0
Brandon Rideau,5.0,127.0,28.3,51.0,3.0,0.0,0.0,,,0.0,0.0,0.0
Brandon Shippen,0.0,0.0,,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Brandon Stokley,459.0,6149.0,13.9,87.0,47.0,9.0,32.0,3.2,14.0,0.0,3.0,2.0
Brandon Tate,102.0,1490.0,14.1,65.0,9.0,15.0,155.0,10.3,30.0,0.0,16.0,4.0
Brandon Zylstra,44.0,568.0,12.8,55.0,3.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0
Brant Bengen,2.0,33.0,16.5,24.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Braxton Berrios,148.0,1484.0,11.0,69.0,8.0,20.0,171.0,8.9,25.0,4.0,4.0,2.0
Braxton Miller,65.0,533.0,8.0,57.0,3.0,4.0,1.0,0.2,1.0,0.0,0.0,0.0
Braylon Edwards,461.0,7244.0,16.2,80.0,51.0,4.0,11.0,2.8,8.0,0.0,7.0,5.0
Braylon Sanders,6.0,69.0,11.3,28.0,0.0,1.0,-3.0,-3.0,-3.0,0.0,1.0,1.0
Brendan Langley,2.0,14.0,7.0,8.0,0.0,0.0,0.0,,,0.0,1.0,1.0
Brent Celek,459.0,5650.0,11.8,73.0,37.0,0.0,0.0,,,0.0,6.0,3.0
Brent Jones,477.0,5935.0,12.8,69.0,38.0,0.0,0.0,,,0.0,14.0,8.0
Brent Novoselsky,14.0,108.0,7.9,34.0,2.0,0.0,0.0,,,0.0,0.0,0.0
Breshad Perriman,163.0,2541.0,15.3,66.0,17.0,11.0,16.0,1.2,13.0,0.0,2.0,1.0
Brett Bech,21.0,379.0,15.9,72.0,4.0,0.0,0.0,,,0.0,0.0,0.0
Brett Brackett,10.0,138.0,12.5,30.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Brett Carolan,7.0,61.0,9.3,21.0,1.0,0.0,0.0,,,0.0,0.0,0.0
Brett Perriman,578.0,7317.0,12.6,91.0,33.0,28.0,176.0,6.1,25.0,0.0,7.0,3.0
Brett Pierce,2.0,15.0,7.5,10.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Brett Swain,19.0,276.0,11.3,77.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Brevin Jordan,41.0,354.0,8.3,27.0,3.0,0.0,0.0,,,0.0,0.0,0.0
Brian Alford,2.0,18.0,9.0,11.0,1.0,0.0,0.0,,,0.0,0.0,0.0
Brian Baschnagel,137.0,2062.0,15.4,72.0,9.0,8.0,0.0,-0.1,10.0,0.0,7.0,2.0
Brian Blades,586.0,7698.0,13.3,80.0,34.0,21.0,156.0,7.5,40.0,0.0,11.0,7.0
Brian Brennan,378.0,4861.0,12.8,57.0,25.0,0.0,0.0,,,0.0,10.0,6.0
Brian Brown,10.0,84.0,8.0,24.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Brian Carey,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0
Brian Clark,29.0,284.0,9.3,24.0,2.0,0.0,0.0,,,0.0,7.0,6.0
Brian DeRoo,7.0,154.0,20.0,67.0,1.0,0.0,0.0,,,0.0,0.0,0.0
Brian Finneran,268.0,3424.0,13.1,53.0,21.0,0.0,0.0,,,0.0,4.0,3.0
Brian Fryer,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0
Brian Glasgow,2.0,16.0,8.0,11.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Brian Hartline,375.0,5139.0,13.8,80.0,17.0,7.0,65.0,9.2,30.0,1.0,4.0,2.0
Brian Jennings,0.0,0.0,,0.0,0.0,0.0,0.0,,,0.0,1.0,0.0
Brian Jones,9.0,136.0,16.9,41.0,1.0,0.0,0.0,,,0.0,0.0,0.0
Brian Kinchen,162.0,1659.0,9.8,41.0,7.0,0.0,0.0,,,0.0,8.0,3.0
Brian Kozlowski,88.0,968.0,10.6,46.0,8.0,0.0,0.0,,,0.0,3.0,2.0
Brian Leonhardt,12.0,83.0,6.4,22.0,1.0,0.0,0.0,,,0.0,0.0,0.0
Brian Manning,7.0,85.0,12.3,21.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Brian Natkin,2.0,42.0,21.0,27.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Brian Parker,10.0,96.0,9.8,20.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Brian Peets,27.0,312.0,11.2,28.0,1.0,0.0,0.0,,,0.0,0.0,0.0
Brian Quick,149.0,2004.0,13.6,73.0,12.0,0.0,0.0,,,0.0,1.0,1.0
Brian Robiskie,100.0,1126.0,11.5,46.0,8.0,0.0,0.0,,,0.0,0.0,0.0
Brian Roche,13.0,111.0,9.3,19.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Brian Salonen,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0
Brian Saxton,4.0,31.0,8.0,14.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Brian Stablein,84.0,870.0,10.5,42.0,3.0,0.0,0.0,,,0.0,2.0,0.0
Brian Treggs,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0
Brian Tyms,29.0,388.0,14.6,53.0,3.0,1.0,7.0,7.0,7.0,0.0,0.0,0.0
Brian Wiggins,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0
Brice Butler,154.0,2452.0,17.3,67.0,17.0,0.0,0.0,,,0.0,0.0,0.0
Brice Hunter,4.0,73.0,18.2,45.0,1.0,0.0,0.0,,,0.0,0.0,0.0
Brick Muller,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0
Briley Moore,2.0,14.0,7.0,8.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Britain Covey,6.0,53.0,7.4,22.0,0.0,0.0,0.0,,,0.0,5.0,0.0
