PLAYER,SEASON,SUBSEASON,WK,DATE,OPP,RESULT,G,GS
Adam Treu,2004,Regular Season,17,2005-01-02,Jaguars,L 6 - 13,1,1
Adam Treu,2004,Regular Season,16,2004-12-25,@Chiefs,L 30 - 31,1,1
Adam Treu,2004,Regular Season,15,2004-12-19,Titans,W 40 - 35,1,1
Adam Treu,2004,Regular Season,14,2004-12-12,@Falcons,L 10 - 35,1,1
Adam Treu,2004,Regular Season,13,2004-12-05,Chiefs,L 27 - 34,1,1
Adam Treu,2004,Regular Season,12,2004-11-28,@Broncos,W 25 - 24,1,1
Adam Treu,2004,Regular Season,11,2004-11-21,Chargers,L 17 - 23,1,1
Adam Treu,2004,Regular Season,9,2004-11-07,@Panthers,W 27 - 24,1,1
Adam Treu,2004,Regular Season,8,2004-10-31,@Chargers,L 14 - 42,1,1
Adam Treu,2004,Regular Season,7,2004-10-24,Saints,L 26 - 31,1,1
Adam Treu,2004,Regular Season,6,2004-10-17,Broncos,L 3 - 31,1,1
Adam Treu,2004,Regular Season,5,2004-10-10,@Colts,L 14 - 35,1,1
Adam Treu,2004,Regular Season,4,2004-10-03,@Texans,L 17 - 30,1,1
Adam Treu,2004,Regular Season,3,2004-09-26,Buccaneers,W 30 - 20,1,1
Adam Treu,2004,Regular Season,2,2004-09-19,Bills,W 13 - 10,1,1
Adam Treu,2004,Regular Season,1,2004-09-12,@Steelers,L 21 - 24,1,1
Ethan Albright,2005,Regular Season,17,2006-01-01,@Eagles,W 31 - 20,1,0
Ethan Albright,2005,Regular Season,16,2005-12-24,Giants,W 35 - 20,1,0
Ethan Albright,2005,Regular Season,15,2005-12-18,Cowboys,W 35 - 7,1,0
Ethan Albright,2005,Regular Season,14,2005-12-11,@Cardinals,W 17 - 13,1,0
Ethan Albright,2005,Regular Season,13,2005-12-04,@Rams,W 24 - 9,1,0
Ethan Albright,2005,Regular Season,12,2005-11-27,Chargers,L 17 - 23,1,0
Ethan Albright,2005,Regular Season,11,2005-11-20,Raiders,L 13 - 16,1,0
Ethan Albright,2005,Regular Season,10,2005-11-13,@Buccaneers,L 35 - 36,1,0
Ethan Albright,2005,Regular Season,9,2005-11-06,Eagles,W 17 - 10,1,0
Ethan Albright,2005,Regular Season,8,2005-10-30,@Giants,L 0 - 36,1,0
Ethan Albright,2005,Regular Season,7,2005-10-23,49ers,W 52 - 17,1,0
Ethan Albright,2005,Regular Season,6,2005-10-16,@Chiefs,L 21 - 28,1,0
Ethan Albright,2005,Regular Season,5,2005-10-09,@Broncos,L 19 - 21,1,0
Ethan Albright,2005,Regular Season,4,2005-10-02,Seahawks,W 20 - 17,1,0
Ethan Albright,2005,Regular Season,2,2005-09-19,@Cowboys,W 14 - 13,1,0
Ethan Albright,2005,Regular Season,1,2005-09-11,Bears,W 9 - 7,1,0
Ethan Albright,2005,Post Season,2,2006-01-14,@Seahawks,L 10 - 20,1,0
Ethan Albright,2005,Post Season,1,2006-01-07,@Buccaneers,W 17 - 10,1,0
David Binn,2005,Regular Season,17,2005-12-31,Broncos,L 7 - 23,1,0
David Binn,2005,Regular Season,16,2005-12-24,@Chiefs,L 7 - 20,1,0
David Binn,2005,Regular Season,15,2005-12-18,@Colts,W 26 - 17,1,0
David Binn,2005,Regular Season,14,2005-12-11,Dolphins,L 21 - 23,1,0
David Binn,2005,Regular Season,13,2005-12-04,Raiders,W 34 - 10,1,0
David Binn,2005,Regular Season,12,2005-11-27,@Redskins,W 23 - 17,1,0
David Binn,2005,Regular Season,11,2005-11-20,Bills,W 48 - 10,1,0
David Binn,2005,Regular Season,9,2005-11-06,@Jets,W 31 - 26,1,0
David Binn,2005,Regular Season,8,2005-10-30,Chiefs,W 28 - 20,1,0
David Binn,2005,Regular Season,7,2005-10-23,@Eagles,L 17 - 20,1,0
David Binn,2005,Regular Season,6,2005-10-16,@Raiders,W 27 - 14,1,0
David Binn,2005,Regular Season,5,2005-10-10,Steelers,L 22 - 24,1,0
David Binn,2005,Regular Season,4,2005-10-02,@Patriots,W 41 - 17,1,0
David Binn,2005,Regular Season,3,2005-09-25,Giants,W 45 - 23,1,0
David Binn,2005,Regular Season,2,2005-09-18,@Broncos,L 17 - 20,1,0
David Binn,2005,Regular Season,1,2005-09-11,Cowboys,L 24 - 28,1,0
Rob Davis,2005,Regular Season,17,2006-01-01,Seahawks,W 23 - 17,1,0
Rob Davis,2005,Regular Season,16,2005-12-25,Bears,L 17 - 24,1,0
Rob Davis,2005,Regular Season,15,2005-12-19,@Ravens,L 3 - 48,1,0
Rob Davis,2005,Regular Season,14,2005-12-11,Lions,W 16 - 13,1,0
Rob Davis,2005,Regular Season,13,2005-12-04,@Bears,L 7 - 19,1,0
Rob Davis,2005,Regular Season,12,2005-11-27,@Eagles,L 14 - 19,1,0
Rob Davis,2005,Regular Season,11,2005-11-21,Vikings,L 17 - 20,1,0
Rob Davis,2005,Regular Season,10,2005-11-13,@Falcons,W 33 - 25,1,0
Rob Davis,2005,Regular Season,9,2005-11-06,Steelers,L 10 - 20,1,0
Rob Davis,2005,Regular Season,8,2005-10-30,@Bengals,L 14 - 21,1,0
Rob Davis,2005,Regular Season,7,2005-10-23,@Vikings,L 20 - 23,1,0
Rob Davis,2005,Regular Season,5,2005-10-09,Saints,W 52 - 3,1,0
Rob Davis,2005,Regular Season,4,2005-10-03,@Panthers,L 29 - 32,1,0
Rob Davis,2005,Regular Season,3,2005-09-25,Buccaneers,L 16 - 17,1,0
Rob Davis,2005,Regular Season,2,2005-09-18,Browns,L 24 - 26,1,0
Rob Davis,2005,Regular Season,1,2005-09-11,@Lions,L 3 - 17,1,0
Ryan Kuehl,2005,Regular Season,17,2005-12-31,@Raiders,W 30 - 21,1,0
Ryan Kuehl,2005,Regular Season,16,2005-12-24,@Redskins,L 20 - 35,1,0
Ryan Kuehl,2005,Regular Season,15,2005-12-17,Chiefs,W 27 - 17,1,0
Ryan Kuehl,2005,Regular Season,14,2005-12-11,@Eagles,W 26 - 23,1,0
Ryan Kuehl,2005,Regular Season,13,2005-12-04,Cowboys,W 17 - 10,1,0
Ryan Kuehl,2005,Regular Season,12,2005-11-27,@Seahawks,L 21 - 24,1,0
Ryan Kuehl,2005,Regular Season,11,2005-11-20,Eagles,W 27 - 17,1,0
Ryan Kuehl,2005,Regular Season,10,2005-11-13,Vikings,L 21 - 24,1,0
Ryan Kuehl,2005,Regular Season,9,2005-11-06,@49ers,W 24 - 6,1,0
Ryan Kuehl,2005,Regular Season,8,2005-10-30,Redskins,W 36 - 0,1,0
Ryan Kuehl,2005,Regular Season,7,2005-10-23,Broncos,W 24 - 23,1,0
Ryan Kuehl,2005,Regular Season,6,2005-10-16,@Cowboys,L 13 - 16,1,0
Ryan Kuehl,2005,Regular Season,4,2005-10-02,Rams,W 44 - 24,1,0
Ryan Kuehl,2005,Regular Season,3,2005-09-25,@Chargers,L 23 - 45,1,0
Ryan Kuehl,2005,Regular Season,2,2005-09-19,@Saints,W 27 - 10,1,0
Ryan Kuehl,2005,Regular Season,1,2005-09-11,Cardinals,W 42 - 19,1,0
Ryan Kuehl,2005,Post Season,1,2006-01-08,Panthers,L 0 - 23,1,0
Patrick Mannelly,2005,Regular Season,17,2006-01-01,@Vikings,L 10 - 34,1,0
Patrick Mannelly,2005,Regular Season,16,2005-12-25,@Packers,W 24 - 17,1,0
Patrick Mannelly,2005,Regular Season,15,2005-12-18,Falcons,W 16 - 3,1,0
Patrick Mannelly,2005,Regular Season,14,2005-12-11,@Steelers,L 9 - 21,1,0
Patrick Mannelly,2005,Regular Season,13,2005-12-04,Packers,W 19 - 7,1,0
Patrick Mannelly,2005,Regular Season,12,2005-11-27,@Buccaneers,W 13 - 10,1,0
Patrick Mannelly,2005,Regular Season,11,2005-11-20,Panthers,W 13 - 3,1,0
Patrick Mannelly,2005,Regular Season,10,2005-11-13,49ers,W 17 - 9,1,0
Patrick Mannelly,2005,Regular Season,9,2005-11-06,@Saints,W 20 - 17,1,0
Patrick Mannelly,2005,Regular Season,8,2005-10-30,@Lions,W 19 - 13,1,0
Patrick Mannelly,2005,Regular Season,7,2005-10-23,Ravens,W 10 - 6,1,0
Patrick Mannelly,2005,Regular Season,6,2005-10-16,Vikings,W 28 - 3,1,0
Patrick Mannelly,2005,Regular Season,5,2005-10-09,@Browns,L 10 - 20,1,0
Patrick Mannelly,2005,Regular Season,3,2005-09-25,Bengals,L 7 - 24,1,0
Patrick Mannelly,2005,Regular Season,2,2005-09-18,Lions,W 38 - 6,1,0
Patrick Mannelly,2005,Regular Season,1,2005-09-11,@Redskins,L 7 - 9,1,0
Patrick Mannelly,2005,Post Season,2,2006-01-15,Panthers,L 21 - 29,1,0
Adam Treu,2005,Regular Season,17,2005-12-31,Giants,L 21 - 30,1,1
Adam Treu,2005,Regular Season,16,2005-12-24,@Broncos,L 3 - 22,1,1
Adam Treu,2005,Regular Season,15,2005-12-18,Browns,L 7 - 9,1,1
Adam Treu,2005,Regular Season,14,2005-12-11,@Jets,L 10 - 26,1,1
Adam Treu,2005,Regular Season,13,2005-12-04,@Chargers,L 10 - 34,1,1
Adam Treu,2005,Regular Season,12,2005-11-27,Dolphins,L 21 - 33,1,0
Adam Treu,2005,Regular Season,11,2005-11-20,@Redskins,W 16 - 13,1,0
Adam Treu,2005,Regular Season,10,2005-11-13,Broncos,L 17 - 31,1,1
Adam Treu,2005,Regular Season,9,2005-11-06,@Chiefs,L 23 - 27,1,1
Adam Treu,2005,Regular Season,8,2005-10-30,@Titans,W 34 - 25,1,1
Adam Treu,2005,Regular Season,7,2005-10-23,Bills,W 38 - 17,1,1
Adam Treu,2005,Regular Season,6,2005-10-16,Chargers,L 14 - 27,1,1
Adam Treu,2005,Regular Season,4,2005-10-02,Cowboys,W 19 - 13,1,0
Adam Treu,2005,Regular Season,3,2005-09-25,@Eagles,L 20 - 23,1,0
Adam Treu,2005,Regular Season,2,2005-09-18,Chiefs,L 17 - 23,1,0
Adam Treu,2005,Regular Season,1,2005-09-08,@Patriots,L 20 - 30,1,0
Joe Zelenka,2005,Regular Season,17,2006-01-01,Titans,W 40 - 13,1,0
Joe Zelenka,2005,Regular Season,16,2005-12-24,@Texans,W 38 - 20,1,0
Joe Zelenka,2005,Regular Season,15,2005-12-18,49ers,W 10 - 9,1,0
Joe Zelenka,2005,Regular Season,14,2005-12-11,Colts,L 18 - 26,1,0
Joe Zelenka,2005,Regular Season,13,2005-12-04,@Browns,W 20 - 14,1,0
Joe Zelenka,2005,Regular Season,12,2005-11-27,@Cardinals,W 24 - 17,1,0
Joe Zelenka,2005,Regular Season,11,2005-11-20,@Titans,W 31 - 28,1,0
Joe Zelenka,2005,Regular Season,10,2005-11-13,Ravens,W 30 - 3,1,0
Joe Zelenka,2005,Regular Season,9,2005-11-06,Texans,W 21 - 14,1,0
Joe Zelenka,2005,Regular Season,8,2005-10-30,@Rams,L 21 - 24,1,0
Joe Zelenka,2005,Regular Season,6,2005-10-16,@Steelers,W 23 - 17,1,0
Joe Zelenka,2005,Regular Season,5,2005-10-09,Bengals,W 23 - 20,1,0
Joe Zelenka,2005,Regular Season,4,2005-10-02,Broncos,L 7 - 20,1,0
Joe Zelenka,2005,Regular Season,3,2005-09-25,@Jets,W 26 - 20,1,0
Joe Zelenka,2005,Regular Season,2,2005-09-18,@Colts,L 3 - 10,1,0
Joe Zelenka,2005,Regular Season,1,2005-09-11,Seahawks,W 26 - 14,1,0
Joe Zelenka,2005,Post Season,1,2006-01-07,@Patriots,L 3 - 28,1,0
Mike Schneck,2005,Regular Season,17,2006-01-01,@Jets,L 26 - 30,1,0
Mike Schneck,2005,Regular Season,16,2005-12-24,@Bengals,W 37 - 27,1,0
Mike Schneck,2005,Regular Season,15,2005-12-17,Broncos,L 17 - 28,1,0
Mike Schneck,2005,Regular Season,14,2005-12-11,Patriots,L 7 - 35,1,0
Mike Schneck,2005,Regular Season,13,2005-12-04,@Dolphins,L 23 - 24,1,0
Mike Schneck,2005,Regular Season,12,2005-11-27,Panthers,L 9 - 13,1,0
Mike Schneck,2005,Regular Season,11,2005-11-20,@Chargers,L 10 - 48,1,0
Mike Schneck,2005,Regular Season,10,2005-11-13,Chiefs,W 14 - 3,1,0
Mike Schneck,2005,Regular Season,8,2005-10-30,@Patriots,L 16 - 21,1,0
Mike Schneck,2005,Regular Season,7,2005-10-23,@Raiders,L 17 - 38,1,0
Mike Schneck,2005,Regular Season,6,2005-10-16,Jets,W 27 - 17,1,0
Mike Schneck,2005,Regular Season,5,2005-10-09,Dolphins,W 20 - 14,1,0
Mike Schneck,2005,Regular Season,4,2005-10-02,@Saints,L 7 - 19,1,0
Mike Schneck,2005,Regular Season,3,2005-09-25,Falcons,L 16 - 24,1,0
Mike Schneck,2005,Regular Season,2,2005-09-18,@Buccaneers,L 3 - 19,1,0
Mike Schneck,2005,Regular Season,1,2005-09-11,Texans,W 22 - 7,1,0
Lonie Paxton,2005,Regular Season,17,2006-01-01,Dolphins,L 26 - 28,1,0
Lonie Paxton,2005,Regular Season,16,2005-12-26,@Jets,W 31 - 21,1,0
Lonie Paxton,2005,Regular Season,15,2005-12-17,Buccaneers,W 28 - 0,1,0
Lonie Paxton,2005,Regular Season,14,2005-12-11,@Bills,W 35 - 7,1,0
Lonie Paxton,2005,Regular Season,13,2005-12-04,Jets,W 16 - 3,1,0
Lonie Paxton,2005,Regular Season,12,2005-11-27,@Chiefs,L 16 - 26,1,0
Lonie Paxton,2005,Regular Season,11,2005-11-20,Saints,W 24 - 17,1,0
Lonie Paxton,2005,Regular Season,10,2005-11-13,@Dolphins,W 23 - 16,1,0
Lonie Paxton,2005,Regular Season,9,2005-11-07,Colts,L 21 - 40,1,0
Lonie Paxton,2005,Regular Season,8,2005-10-30,Bills,W 21 - 16,1,0
Lonie Paxton,2005,Regular Season,6,2005-10-16,@Broncos,L 20 - 28,1,0
Lonie Paxton,2005,Regular Season,5,2005-10-09,@Falcons,W 31 - 28,1,0
Lonie Paxton,2005,Regular Season,4,2005-10-02,Chargers,L 17 - 41,1,0
Lonie Paxton,2005,Regular Season,3,2005-09-25,@Steelers,W 23 - 20,1,0
Lonie Paxton,2005,Regular Season,2,2005-09-18,@Panthers,L 17 - 27,1,0
Lonie Paxton,2005,Regular Season,1,2005-09-08,Raiders,W 30 - 20,1,0
Lonie Paxton,2005,Post Season,2,2006-01-14,@Broncos,L 13 - 27,1,0
Lonie Paxton,2005,Post Season,1,2006-01-07,Jaguars,W 28 - 3,1,0
J P Darche,2005,Regular Season,17,2006-01-01,@Packers,L 17 - 23,1,0
J P Darche,2005,Regular Season,16,2005-12-24,Colts,W 28 - 13,1,0
J P Darche,2005,Regular Season,15,2005-12-18,@Titans,W 28 - 24,1,0
J P Darche,2005,Regular Season,14,2005-12-11,49ers,W 41 - 3,1,0
J P Darche,2005,Regular Season,13,2005-12-05,@Eagles,W 42 - 0,1,0
J P Darche,2005,Regular Season,12,2005-11-27,Giants,W 24 - 21,1,0
J P Darche,2005,Regular Season,11,2005-11-20,@49ers,W 27 - 25,1,0
J P Darche,2005,Regular Season,10,2005-11-13,Rams,W 31 - 16,1,0
J P Darche,2005,Regular Season,9,2005-11-06,@Cardinals,W 33 - 19,1,0
J P Darche,2005,Regular Season,7,2005-10-23,Cowboys,W 13 - 10,1,0
J P Darche,2005,Regular Season,6,2005-10-16,Texans,W 42 - 10,1,0
J P Darche,2005,Regular Season,5,2005-10-09,@Rams,W 37 - 31,1,0
J P Darche,2005,Regular Season,4,2005-10-02,@Redskins,L 17 - 20,1,0
J P Darche,2005,Regular Season,3,2005-09-25,Cardinals,W 37 - 12,1,0
J P Darche,2005,Regular Season,2,2005-09-18,Falcons,W 21 - 18,1,0
J P Darche,2005,Regular Season,1,2005-09-11,@Jaguars,L 14 - 26,1,0
J P Darche,2005,Post Season,4,2006-02-05,@Steelers,L 10 - 21,1,0
J P Darche,2005,Post Season,3,2006-01-22,Panthers,W 34 - 14,1,0
J P Darche,2005,Post Season,2,2006-01-14,Redskins,W 20 - 10,1,0
Brad St Louis,2005,Regular Season,17,2006-01-01,@Chiefs,L 3 - 37,1,0
Brad St Louis,2005,Regular Season,16,2005-12-24,Bills,L 27 - 37,1,0
Brad St Louis,2005,Regular Season,15,2005-12-18,@Lions,W 41 - 17,1,0
Brad St Louis,2005,Regular Season,14,2005-12-11,Browns,W 23 - 20,1,0
Brad St Louis,2005,Regular Season,13,2005-12-04,@Steelers,W 38 - 31,1,0
Brad St Louis,2005,Regular Season,12,2005-11-27,Ravens,W 42 - 29,1,0
Brad St Louis,2005,Regular Season,11,2005-11-20,Colts,L 37 - 45,1,0
Brad St Louis,2005,Regular Season,9,2005-11-06,@Ravens,W 21 - 9,1,0
Brad St Louis,2005,Regular Season,8,2005-10-30,Packers,W 21 - 14,1,0
Brad St Louis,2005,Regular Season,7,2005-10-23,Steelers,L 13 - 27,1,0
Brad St Louis,2005,Regular Season,6,2005-10-16,@Titans,W 31 - 23,1,0
Brad St Louis,2005,Regular Season,5,2005-10-09,@Jaguars,L 20 - 23,1,0
Brad St Louis,2005,Regular Season,4,2005-10-02,Texans,W 16 - 10,1,0
Brad St Louis,2005,Regular Season,3,2005-09-25,@Bears,W 24 - 7,1,0
Brad St Louis,2005,Regular Season,2,2005-09-18,Vikings,W 37 - 8,1,0
Brad St Louis,2005,Regular Season,1,2005-09-11,@Browns,W 27 - 13,1,0
Brad St Louis,2005,Post Season,1,2006-01-08,Steelers,L 17 - 31,1,0
Nathan Hodel,2005,Regular Season,17,2006-01-01,@Colts,L 13 - 17,1,0
Nathan Hodel,2005,Regular Season,16,2005-12-24,Eagles,W 27 - 21,1,0
Nathan Hodel,2005,Regular Season,15,2005-12-18,@Texans,L 19 - 30,1,0
Nathan Hodel,2005,Regular Season,14,2005-12-11,Redskins,L 13 - 17,1,0
Nathan Hodel,2005,Regular Season,13,2005-12-04,@49ers,W 17 - 10,1,0
Nathan Hodel,2005,Regular Season,12,2005-11-27,Jaguars,L 17 - 24,1,0
Nathan Hodel,2005,Regular Season,11,2005-11-20,@Rams,W 38 - 28,1,0
Nathan Hodel,2005,Regular Season,10,2005-11-13,@Lions,L 21 - 29,1,0
Nathan Hodel,2005,Regular Season,9,2005-11-06,Seahawks,L 19 - 33,1,0
Nathan Hodel,2005,Regular Season,8,2005-10-30,@Cowboys,L 13 - 34,1,0
Nathan Hodel,2005,Regular Season,7,2005-10-23,Titans,W 20 - 10,1,0
Nathan Hodel,2005,Regular Season,5,2005-10-09,Panthers,L 20 - 24,1,0
Nathan Hodel,2005,Regular Season,4,2005-10-02,49ers,W 31 - 14,1,0
Nathan Hodel,2005,Regular Season,3,2005-09-25,@Seahawks,L 12 - 37,1,0
Nathan Hodel,2005,Regular Season,2,2005-09-18,Rams,L 12 - 17,1,0
Nathan Hodel,2005,Regular Season,1,2005-09-11,@Giants,L 19 - 42,1,0
Joe Maese,2005,Regular Season,7,2005-10-23,@Browns,W 13 - 10,1,0
Joe Maese,2005,Regular Season,6,2005-10-16,Panthers,L 20 - 21,1,0
Joe Maese,2005,Regular Season,5,2005-10-09,Ravens,W 35 - 17,1,0
Ryan Pontbriand,2005,Regular Season,12,2005-11-27,@Vikings,L 12 - 24,1,0
Ryan Pontbriand,2005,Regular Season,11,2005-11-20,Dolphins,W 22 - 0,1,0
Ryan Pontbriand,2005,Regular Season,10,2005-11-13,@Steelers,L 21 - 34,1,0
Ryan Pontbriand,2005,Regular Season,9,2005-11-06,Titans,W 20 - 14,1,0
Ryan Pontbriand,2005,Regular Season,8,2005-10-30,@Texans,L 16 - 19,1,0
Ryan Pontbriand,2005,Regular Season,7,2005-10-23,Lions,L 10 - 13,1,0
Ryan Pontbriand,2005,Regular Season,6,2005-10-16,@Ravens,L 3 - 16,1,0
Ryan Pontbriand,2005,Regular Season,5,2005-10-09,Bears,W 20 - 10,1,0
Ryan Pontbriand,2005,Regular Season,3,2005-09-25,@Colts,L 6 - 13,1,0
Ryan Pontbriand,2005,Regular Season,2,2005-09-18,@Packers,W 26 - 24,1,0
Ryan Pontbriand,2005,Regular Season,1,2005-09-11,Bengals,L 13 - 27,1,0
Don Muhlbach,2005,Regular Season,17,2006-01-01,@Steelers,L 21 - 35,1,0
Don Muhlbach,2005,Regular Season,16,2005-12-24,@Saints,W 13 - 12,1,0
Don Muhlbach,2005,Regular Season,15,2005-12-18,Bengals,L 17 - 41,1,0
Don Muhlbach,2005,Regular Season,14,2005-12-11,@Packers,L 13 - 16,1,0
Don Muhlbach,2005,Regular Season,13,2005-12-04,Vikings,L 16 - 21,1,0
Don Muhlbach,2005,Regular Season,12,2005-11-24,Falcons,L 7 - 27,1,0
Don Muhlbach,2005,Regular Season,11,2005-11-20,@Cowboys,L 7 - 20,1,0
Don Muhlbach,2005,Regular Season,10,2005-11-13,Cardinals,W 29 - 21,1,0
Don Muhlbach,2005,Regular Season,9,2005-11-06,@Vikings,L 14 - 27,1,0
Don Muhlbach,2005,Regular Season,8,2005-10-30,Bears,L 13 - 19,1,0
Don Muhlbach,2005,Regular Season,7,2005-10-23,@Browns,W 13 - 10,0,0
Don Muhlbach,2005,Regular Season,6,2005-10-16,Panthers,L 20 - 21,0,0
Don Muhlbach,2005,Regular Season,5,2005-10-09,Ravens,W 35 - 17,0,0
Don Muhlbach,2005,Regular Season,4,2005-10-02,@Buccaneers,L 13 - 17,1,0
Don Muhlbach,2005,Regular Season,2,2005-09-18,@Bears,L 6 - 38,1,0
Don Muhlbach,2005,Regular Season,1,2005-09-11,Packers,W 17 - 3,1,0
Cullen Loeffler,2005,Regular Season,17,2006-01-01,Bears,W 34 - 10,1,0
Cullen Loeffler,2005,Regular Season,16,2005-12-25,@Ravens,L 23 - 30,1,0
Cullen Loeffler,2005,Regular Season,15,2005-12-18,Steelers,L 3 - 18,1,0
Cullen Loeffler,2005,Regular Season,14,2005-12-11,Rams,W 27 - 13,1,0
Cullen Loeffler,2005,Regular Season,13,2005-12-04,@Lions,W 21 - 16,1,0
Cullen Loeffler,2005,Regular Season,12,2005-11-27,Browns,W 24 - 12,1,0
Cullen Loeffler,2005,Regular Season,11,2005-11-21,@Packers,W 20 - 17,1,0
Cullen Loeffler,2005,Regular Season,10,2005-11-13,@Giants,W 24 - 21,1,0
Cullen Loeffler,2005,Regular Season,9,2005-11-06,Lions,W 27 - 14,1,0
Cullen Loeffler,2005,Regular Season,8,2005-10-30,@Panthers,L 13 - 38,1,0
Cullen Loeffler,2005,Regular Season,7,2005-10-23,Packers,W 23 - 20,1,0
Cullen Loeffler,2005,Regular Season,6,2005-10-16,@Bears,L 3 - 28,1,0
Cullen Loeffler,2005,Regular Season,4,2005-10-02,@Falcons,L 10 - 30,1,0
Cullen Loeffler,2005,Regular Season,3,2005-09-25,Saints,W 33 - 16,1,0
Cullen Loeffler,2005,Regular Season,2,2005-09-18,@Bengals,L 8 - 37,1,0
Cullen Loeffler,2005,Regular Season,1,2005-09-11,Buccaneers,L 13 - 24,1,0
Greg Warren,2005,Regular Season,17,2006-01-01,Lions,W 35 - 21,1,0
Greg Warren,2005,Regular Season,16,2005-12-24,@Browns,W 41 - 0,1,0
Greg Warren,2005,Regular Season,15,2005-12-18,@Vikings,W 18 - 3,1,0
Greg Warren,2005,Regular Season,14,2005-12-11,Bears,W 21 - 9,1,0
Greg Warren,2005,Regular Season,13,2005-12-04,Bengals,L 31 - 38,1,0
Greg Warren,2005,Regular Season,12,2005-11-28,@Colts,L 7 - 26,1,0
Greg Warren,2005,Regular Season,11,2005-11-20,@Ravens,L 13 - 16,1,0
Greg Warren,2005,Regular Season,10,2005-11-13,Browns,W 34 - 21,1,0
Greg Warren,2005,Regular Season,9,2005-11-06,@Packers,W 20 - 10,1,0
Greg Warren,2005,Regular Season,8,2005-10-31,Ravens,W 20 - 19,1,0
Greg Warren,2005,Regular Season,7,2005-10-23,@Bengals,W 27 - 13,1,0
Greg Warren,2005,Regular Season,6,2005-10-16,Jaguars,L 17 - 23,1,0
Greg Warren,2005,Regular Season,5,2005-10-10,@Chargers,W 24 - 22,1,0
Greg Warren,2005,Regular Season,3,2005-09-25,Patriots,L 20 - 23,1,0
Greg Warren,2005,Regular Season,2,2005-09-18,@Texans,W 27 - 7,1,0
Greg Warren,2005,Regular Season,1,2005-09-11,Titans,W 34 - 7,1,0
Greg Warren,2005,Post Season,4,2006-02-05,Seahawks,W 21 - 10,1,0
Greg Warren,2005,Post Season,3,2006-01-22,@Broncos,W 34 - 17,1,0
Greg Warren,2005,Post Season,2,2006-01-15,@Colts,W 21 - 18,1,0
Greg Warren,2005,Post Season,1,2006-01-08,@Bengals,W 31 - 17,1,0
Jon Condo,2005,Regular Season,3,2005-09-25,@49ers,W 34 - 31,1,0
Jon Condo,2005,Regular Season,2,2005-09-19,Redskins,L 13 - 14,1,0
Jon Condo,2005,Regular Season,1,2005-09-11,@Chargers,W 28 - 24,1,0
L P Ladouceur,2005,Regular Season,17,2006-01-01,Rams,L 10 - 20,1,0
L P Ladouceur,2005,Regular Season,16,2005-12-24,@Panthers,W 24 - 20,1,0
L P Ladouceur,2005,Regular Season,15,2005-12-18,@Redskins,L 7 - 35,1,0
L P Ladouceur,2005,Regular Season,14,2005-12-11,Chiefs,W 31 - 28,1,0
L P Ladouceur,2005,Regular Season,13,2005-12-04,@Giants,L 10 - 17,1,0
L P Ladouceur,2005,Regular Season,12,2005-11-24,Broncos,L 21 - 24,1,0
L P Ladouceur,2005,Regular Season,11,2005-11-20,Lions,W 20 - 7,1,0
L P Ladouceur,2005,Regular Season,10,2005-11-14,@Eagles,W 21 - 20,1,0
L P Ladouceur,2005,Regular Season,8,2005-10-30,Cardinals,W 34 - 13,1,0
L P Ladouceur,2005,Regular Season,7,2005-10-23,@Seahawks,L 10 - 13,1,0
L P Ladouceur,2005,Regular Season,6,2005-10-16,Giants,W 16 - 13,1,0
L P Ladouceur,2005,Regular Season,5,2005-10-09,Eagles,W 33 - 10,1,0
L P Ladouceur,2005,Regular Season,4,2005-10-02,@Raiders,L 13 - 19,1,0
Matt Katula,2005,Regular Season,17,2006-01-01,@Browns,L 16 - 20,1,0
Matt Katula,2005,Regular Season,16,2005-12-25,Vikings,W 30 - 23,1,0
Matt Katula,2005,Regular Season,15,2005-12-19,Packers,W 48 - 3,1,0
Matt Katula,2005,Regular Season,14,2005-12-11,@Broncos,L 10 - 12,1,0
Matt Katula,2005,Regular Season,13,2005-12-04,Texans,W 16 - 15,1,0
Matt Katula,2005,Regular Season,12,2005-11-27,@Bengals,L 29 - 42,1,0
Matt Katula,2005,Regular Season,11,2005-11-20,Steelers,W 16 - 13,1,0
Matt Katula,2005,Regular Season,10,2005-11-13,@Jaguars,L 3 - 30,1,0
Matt Katula,2005,Regular Season,9,2005-11-06,Bengals,L 9 - 21,1,0
Matt Katula,2005,Regular Season,8,2005-10-31,@Steelers,L 19 - 20,1,0
Matt Katula,2005,Regular Season,7,2005-10-23,@Bears,L 6 - 10,1,0
Matt Katula,2005,Regular Season,6,2005-10-16,Browns,W 16 - 3,1,0
Matt Katula,2005,Regular Season,5,2005-10-09,@Lions,L 17 - 35,1,0
Matt Katula,2005,Regular Season,4,2005-10-02,Jets,W 13 - 3,1,0
Matt Katula,2005,Regular Season,2,2005-09-18,@Titans,L 10 - 25,1,0
Matt Katula,2005,Regular Season,1,2005-09-11,Colts,L 7 - 24,1,0
Ethan Albright,2006,Regular Season,17,2006-12-30,Giants,L 28 - 34,1,0
Ethan Albright,2006,Regular Season,16,2006-12-24,@Rams,L 31 - 37,1,0
Ethan Albright,2006,Regular Season,15,2006-12-17,@Saints,W 16 - 10,1,0
Ethan Albright,2006,Regular Season,14,2006-12-10,Eagles,L 19 - 21,1,0
