PLAYER,SEASON,SUBSEASON,WK,DATE,OPP,RESULT,G,GS
Don Muhlbach,2017,Regular Season,1,2017-09-10,Cardinals,W 35 - 23,1,0
John Denney,2017,Preseason,4,2017-09-01,@Vikings,W 30 - 9,0,0
John Denney,2017,Preseason,3,2017-08-24,@Eagles,L 31 - 38,1,0
John Denney,2017,Preseason,2,2017-08-17,Ravens,L 7 - 31,1,0
John Denney,2017,Preseason,1,2017-08-10,Falcons,W 23 - 20,1,0
John Denney,2017,Regular Season,17,2017-12-31,Bills,L 16 - 22,1,0
John Denney,2017,Regular Season,16,2017-12-24,@Chiefs,L 13 - 29,1,0
John Denney,2017,Regular Season,15,2017-12-17,@Bills,L 16 - 24,1,0
John Denney,2017,Regular Season,14,2017-12-12,Patriots,W 27 - 20,1,0
John Denney,2017,Regular Season,13,2017-12-03,Broncos,W 35 - 9,1,0
John Denney,2017,Regular Season,12,2017-11-26,@Patriots,L 17 - 35,1,0
John Denney,2017,Regular Season,11,2017-11-19,Buccaneers,L 20 - 30,1,0
John Denney,2017,Regular Season,10,2017-11-14,@Panthers,L 21 - 45,1,0
John Denney,2017,Regular Season,9,2017-11-06,Raiders,L 24 - 27,1,0
John Denney,2017,Regular Season,8,2017-10-27,@Ravens,L 0 - 40,1,0
John Denney,2017,Regular Season,7,2017-10-22,Jets,W 31 - 28,1,0
John Denney,2017,Regular Season,6,2017-10-15,@Falcons,W 20 - 17,1,0
John Denney,2017,Regular Season,5,2017-10-08,Titans,W 16 - 10,1,0
John Denney,2017,Regular Season,4,2017-10-01,Saints,L 0 - 20,1,0
John Denney,2017,Regular Season,3,2017-09-24,@Jets,L 6 - 20,1,0
John Denney,2017,Regular Season,2,2017-09-17,@Chargers,W 19 - 17,1,0
Jon Condo,2017,Preseason,4,2017-09-01,Seahawks,L 13 - 17,1,0
Jon Condo,2017,Preseason,3,2017-08-27,@Cowboys,L 20 - 24,1,0
Jon Condo,2017,Preseason,2,2017-08-20,Rams,L 21 - 24,1,0
Jon Condo,2017,Preseason,1,2017-08-13,@Cardinals,L 10 - 20,1,0
Jon Condo,2017,Regular Season,17,2017-12-31,@Chargers,L 10 - 30,1,0
Jon Condo,2017,Regular Season,16,2017-12-26,@Eagles,L 10 - 19,1,0
Jon Condo,2017,Regular Season,15,2017-12-18,Cowboys,L 17 - 20,1,0
Jon Condo,2017,Regular Season,14,2017-12-10,@Chiefs,L 15 - 26,1,0
Jon Condo,2017,Regular Season,13,2017-12-03,Giants,W 24 - 17,1,0
Jon Condo,2017,Regular Season,12,2017-11-26,Broncos,W 21 - 14,1,0
Jon Condo,2017,Regular Season,11,2017-11-19,Patriots,L 8 - 33,1,0
Jon Condo,2017,Regular Season,9,2017-11-06,@Dolphins,W 27 - 24,1,0
Jon Condo,2017,Regular Season,8,2017-10-29,@Bills,L 14 - 34,1,0
Jon Condo,2017,Regular Season,7,2017-10-20,Chiefs,W 31 - 30,1,0
Jon Condo,2017,Regular Season,6,2017-10-15,Chargers,L 16 - 17,1,0
Jon Condo,2017,Regular Season,5,2017-10-08,Ravens,L 17 - 30,1,0
Jon Condo,2017,Regular Season,4,2017-10-01,@Broncos,L 10 - 16,1,0
Jon Condo,2017,Regular Season,3,2017-09-25,@Redskins,L 10 - 27,1,0
Jon Condo,2017,Regular Season,2,2017-09-17,Jets,W 45 - 20,1,0
Jon Condo,2017,Regular Season,1,2017-09-10,@Titans,W 26 - 16,1,0
L P LaDouceur,2017,Preseason,3,2017-08-27,Raiders,W 24 - 20,1,0
L P LaDouceur,2017,Preseason,2,2017-08-19,Colts,W 24 - 19,1,0
L P LaDouceur,2017,Preseason,1,2017-08-13,@Rams,L 10 - 13,1,0
L P LaDouceur,2017,Preseason,0,2017-08-04,Cardinals,W 20 - 18,1,0
L P LaDouceur,2017,Regular Season,17,2017-12-31,@Eagles,W 6 - 0,1,0
L P LaDouceur,2017,Regular Season,16,2017-12-24,Seahawks,L 12 - 21,1,0
L P LaDouceur,2017,Regular Season,15,2017-12-18,@Raiders,W 20 - 17,1,0
L P LaDouceur,2017,Regular Season,14,2017-12-10,@Giants,W 30 - 10,1,0
L P LaDouceur,2017,Regular Season,13,2017-12-01,Redskins,W 38 - 14,1,0
L P LaDouceur,2017,Regular Season,12,2017-11-23,Chargers,L 6 - 28,1,0
L P LaDouceur,2017,Regular Season,11,2017-11-20,Eagles,L 9 - 37,1,0
L P LaDouceur,2017,Regular Season,10,2017-11-12,@Falcons,L 7 - 27,1,0
L P LaDouceur,2017,Regular Season,9,2017-11-05,Chiefs,W 28 - 17,1,0
L P LaDouceur,2017,Regular Season,8,2017-10-29,@Redskins,W 33 - 19,1,0
L P LaDouceur,2017,Regular Season,7,2017-10-22,@49ers,W 40 - 10,1,0
L P LaDouceur,2017,Regular Season,5,2017-10-08,Packers,L 31 - 35,1,0
L P LaDouceur,2017,Regular Season,4,2017-10-01,Rams,L 30 - 35,1,0
L P LaDouceur,2017,Regular Season,3,2017-09-26,@Cardinals,W 28 - 17,1,0
L P LaDouceur,2017,Regular Season,2,2017-09-17,@Broncos,L 17 - 42,1,0
L P LaDouceur,2017,Regular Season,1,2017-09-11,Giants,W 19 - 3,1,0
Zak DeOssie,2017,Preseason,4,2017-08-31,@Patriots,W 40 - 38,1,0
Zak DeOssie,2017,Preseason,3,2017-08-26,Jets,W 32 - 31,1,0
Zak DeOssie,2017,Preseason,2,2017-08-22,@Browns,L 6 - 10,1,0
Zak DeOssie,2017,Preseason,1,2017-08-11,Steelers,L 12 - 20,1,0
Zak DeOssie,2017,Regular Season,17,2017-12-31,Redskins,W 18 - 10,1,0
Zak DeOssie,2017,Regular Season,16,2017-12-24,@Cardinals,L 0 - 23,1,0
Zak DeOssie,2017,Regular Season,15,2017-12-17,Eagles,L 29 - 34,1,0
Zak DeOssie,2017,Regular Season,14,2017-12-10,Cowboys,L 10 - 30,1,0
Zak DeOssie,2017,Regular Season,13,2017-12-03,@Raiders,L 17 - 24,1,0
Zak DeOssie,2017,Regular Season,12,2017-11-24,@Redskins,L 10 - 20,1,0
Zak DeOssie,2017,Regular Season,11,2017-11-19,Chiefs,W 12 - 9,1,0
Zak DeOssie,2017,Regular Season,10,2017-11-12,@49ers,L 21 - 31,1,0
Zak DeOssie,2017,Regular Season,9,2017-11-05,Rams,L 17 - 51,1,0
Zak DeOssie,2017,Regular Season,7,2017-10-22,Seahawks,L 7 - 24,1,0
Zak DeOssie,2017,Regular Season,6,2017-10-16,@Broncos,W 23 - 10,1,0
Zak DeOssie,2017,Regular Season,5,2017-10-08,Chargers,L 22 - 27,1,0
Zak DeOssie,2017,Regular Season,4,2017-10-01,@Buccaneers,L 23 - 25,1,0
Zak DeOssie,2017,Regular Season,3,2017-09-24,@Eagles,L 24 - 27,1,0
Zak DeOssie,2017,Regular Season,2,2017-09-19,Lions,L 10 - 24,1,0
Zak DeOssie,2017,Regular Season,1,2017-09-11,@Cowboys,L 3 - 19,1,0
Clark Harris,2017,Preseason,4,2017-08-31,@Colts,L 6 - 7,1,0
Clark Harris,2017,Preseason,3,2017-08-27,@Redskins,L 17 - 23,1,0
Clark Harris,2017,Preseason,2,2017-08-19,Chiefs,L 12 - 30,1,0
Clark Harris,2017,Preseason,1,2017-08-11,Buccaneers,W 23 - 12,1,0
Clark Harris,2017,Regular Season,17,2017-12-31,@Ravens,W 31 - 27,1,0
Clark Harris,2017,Regular Season,16,2017-12-24,Lions,W 26 - 17,1,0
Clark Harris,2017,Regular Season,15,2017-12-17,@Vikings,L 7 - 34,1,0
Clark Harris,2017,Regular Season,14,2017-12-10,Bears,L 7 - 33,1,0
Clark Harris,2017,Regular Season,13,2017-12-05,Steelers,L 20 - 23,1,0
Clark Harris,2017,Regular Season,12,2017-11-26,Browns,W 30 - 16,1,0
Clark Harris,2017,Regular Season,11,2017-11-19,@Broncos,W 20 - 17,1,0
Clark Harris,2017,Regular Season,10,2017-11-12,@Titans,L 20 - 24,1,0
Clark Harris,2017,Regular Season,9,2017-11-05,@Jaguars,L 7 - 23,1,0
Clark Harris,2017,Regular Season,8,2017-10-29,Colts,W 24 - 23,1,0
Clark Harris,2017,Regular Season,7,2017-10-22,@Steelers,L 14 - 29,1,0
Clark Harris,2017,Regular Season,5,2017-10-08,Bills,W 20 - 16,1,0
Clark Harris,2017,Regular Season,4,2017-10-01,@Browns,W 31 - 7,1,0
Clark Harris,2017,Regular Season,3,2017-09-24,@Packers,L 24 - 27,1,0
Clark Harris,2017,Regular Season,2,2017-09-15,Texans,L 9 - 13,1,0
Clark Harris,2017,Regular Season,1,2017-09-10,Ravens,L 0 - 20,1,0
Brett Goode,2017,Preseason,4,2017-08-31,Rams,W 24 - 10,1,0
Brett Goode,2017,Preseason,3,2017-08-27,@Broncos,L 17 - 20,1,0
Brett Goode,2017,Preseason,2,2017-08-19,@Redskins,W 21 - 17,1,0
Brett Goode,2017,Regular Season,17,2017-12-31,@Lions,L 11 - 35,1,0
Brett Goode,2017,Regular Season,16,2017-12-24,Vikings,L 0 - 16,1,0
Brett Goode,2017,Regular Season,15,2017-12-17,@Panthers,L 24 - 31,1,0
Brett Goode,2017,Regular Season,14,2017-12-10,@Browns,W 27 - 21,1,0
Brett Goode,2017,Regular Season,13,2017-12-03,Buccaneers,W 26 - 20,1,0
Brett Goode,2017,Regular Season,12,2017-11-27,@Steelers,L 28 - 31,1,0
Brett Goode,2017,Regular Season,11,2017-11-19,Ravens,L 0 - 23,1,0
Brett Goode,2017,Regular Season,3,2017-09-24,Bengals,W 27 - 24,1,0
Brett Goode,2017,Regular Season,2,2017-09-18,@Falcons,L 23 - 34,1,0
Brett Goode,2017,Regular Season,1,2017-09-10,Seahawks,W 17 - 9,1,0
J J Jansen,2017,Preseason,4,2017-08-31,Steelers,L 14 - 17,1,0
J J Jansen,2017,Preseason,3,2017-08-24,@Jaguars,W 24 - 23,1,0
J J Jansen,2017,Preseason,2,2017-08-19,@Titans,L 27 - 34,1,0
J J Jansen,2017,Preseason,1,2017-08-09,Texans,W 27 - 17,1,0
J J Jansen,2017,Regular Season,17,2017-12-31,@Falcons,L 10 - 22,1,0
J J Jansen,2017,Regular Season,16,2017-12-24,Buccaneers,W 22 - 19,1,0
J J Jansen,2017,Regular Season,15,2017-12-17,Packers,W 31 - 24,1,0
J J Jansen,2017,Regular Season,14,2017-12-10,Vikings,W 31 - 24,1,0
J J Jansen,2017,Regular Season,13,2017-12-03,@Saints,L 21 - 31,1,0
J J Jansen,2017,Regular Season,12,2017-11-26,@Jets,W 35 - 27,1,0
J J Jansen,2017,Regular Season,10,2017-11-14,Dolphins,W 45 - 21,1,0
J J Jansen,2017,Regular Season,9,2017-11-05,Falcons,W 20 - 17,1,0
J J Jansen,2017,Regular Season,8,2017-10-29,@Buccaneers,W 17 - 3,1,0
J J Jansen,2017,Regular Season,7,2017-10-22,@Bears,L 3 - 17,1,0
J J Jansen,2017,Regular Season,6,2017-10-13,Eagles,L 23 - 28,1,0
J J Jansen,2017,Regular Season,5,2017-10-08,@Lions,W 27 - 24,1,0
J J Jansen,2017,Regular Season,4,2017-10-01,@Patriots,W 33 - 30,1,0
J J Jansen,2017,Regular Season,3,2017-09-24,Saints,L 13 - 34,1,0
J J Jansen,2017,Regular Season,2,2017-09-17,Bills,W 9 - 3,1,0
J J Jansen,2017,Regular Season,1,2017-09-10,@49ers,W 23 - 3,1,0
J J Jansen,2017,Post Season,1,2018-01-07,@Saints,L 26 - 31,1,0
Nick Sundberg,2017,Preseason,4,2017-08-31,@Buccaneers,W 13 - 10,1,0
Nick Sundberg,2017,Preseason,3,2017-08-27,Bengals,W 23 - 17,1,0
Nick Sundberg,2017,Preseason,2,2017-08-19,Packers,L 17 - 21,1,0
Nick Sundberg,2017,Preseason,1,2017-08-10,@Ravens,L 3 - 23,1,0
Nick Sundberg,2017,Regular Season,17,2017-12-31,@Giants,L 10 - 18,1,0
Nick Sundberg,2017,Regular Season,16,2017-12-24,Broncos,W 27 - 11,1,0
Nick Sundberg,2017,Regular Season,15,2017-12-17,Cardinals,W 20 - 15,1,0
Nick Sundberg,2017,Regular Season,14,2017-12-10,@Chargers,L 13 - 30,1,0
Nick Sundberg,2017,Regular Season,13,2017-12-01,@Cowboys,L 14 - 38,1,0
Nick Sundberg,2017,Regular Season,12,2017-11-24,Giants,W 20 - 10,1,0
Nick Sundberg,2017,Regular Season,11,2017-11-19,@Saints,L 31 - 34,1,0
Nick Sundberg,2017,Regular Season,10,2017-11-12,Vikings,L 30 - 38,1,0
Nick Sundberg,2017,Regular Season,9,2017-11-05,@Seahawks,W 17 - 14,1,0
Nick Sundberg,2017,Regular Season,8,2017-10-29,Cowboys,L 19 - 33,1,0
Nick Sundberg,2017,Regular Season,7,2017-10-24,@Eagles,L 24 - 34,1,0
Nick Sundberg,2017,Regular Season,6,2017-10-15,49ers,W 26 - 24,1,0
Nick Sundberg,2017,Regular Season,4,2017-10-03,@Chiefs,L 20 - 29,1,0
Nick Sundberg,2017,Regular Season,3,2017-09-25,Raiders,W 27 - 10,1,0
Nick Sundberg,2017,Regular Season,2,2017-09-17,@Rams,W 27 - 20,1,0
Nick Sundberg,2017,Regular Season,1,2017-09-10,Eagles,L 17 - 30,1,0
Garrison Sanborn,2017,Preseason,4,2017-08-31,Redskins,L 10 - 13,0,0
Garrison Sanborn,2017,Preseason,3,2017-08-26,Browns,L 9 - 13,1,0
Garrison Sanborn,2017,Preseason,2,2017-08-18,@Jaguars,W 12 - 8,1,0
Garrison Sanborn,2017,Preseason,1,2017-08-11,@Bengals,L 12 - 23,1,0
Garrison Sanborn,2017,Regular Season,17,2017-12-31,Saints,W 31 - 24,1,0
Garrison Sanborn,2017,Regular Season,16,2017-12-24,@Panthers,L 19 - 22,1,0
Garrison Sanborn,2017,Regular Season,15,2017-12-19,Falcons,L 21 - 24,1,0
Garrison Sanborn,2017,Regular Season,14,2017-12-10,Lions,L 21 - 24,1,0
Garrison Sanborn,2017,Regular Season,13,2017-12-03,@Packers,L 20 - 26,1,0
Garrison Sanborn,2017,Regular Season,12,2017-11-26,@Falcons,L 20 - 34,1,0
Garrison Sanborn,2017,Regular Season,11,2017-11-19,@Dolphins,W 30 - 20,1,0
Garrison Sanborn,2017,Regular Season,10,2017-11-12,Jets,W 15 - 10,1,0
Garrison Sanborn,2017,Regular Season,9,2017-11-05,@Saints,L 10 - 30,1,0
Garrison Sanborn,2017,Regular Season,8,2017-10-29,Panthers,L 3 - 17,1,0
Garrison Sanborn,2017,Regular Season,7,2017-10-22,@Bills,L 27 - 30,1,0
Garrison Sanborn,2017,Regular Season,6,2017-10-15,@Cardinals,L 33 - 38,1,0
Garrison Sanborn,2017,Regular Season,5,2017-10-06,Patriots,L 14 - 19,1,0
Garrison Sanborn,2017,Regular Season,4,2017-10-01,Giants,W 25 - 23,1,0
Garrison Sanborn,2017,Regular Season,3,2017-09-24,@Vikings,L 17 - 34,1,0
Garrison Sanborn,2017,Regular Season,2,2017-09-17,Bears,W 29 - 7,1,0
Matt Overton,2017,Preseason,4,2017-08-31,@Falcons,W 13 - 7,1,0
Matt Overton,2017,Preseason,3,2017-08-24,Panthers,L 23 - 24,1,0
Matt Overton,2017,Preseason,2,2017-08-18,Buccaneers,L 8 - 12,1,0
Matt Overton,2017,Preseason,1,2017-08-10,@Patriots,W 31 - 24,1,0
Matt Overton,2017,Regular Season,10,2017-11-12,Chargers,W 20 - 17,1,0
Matt Overton,2017,Regular Season,9,2017-11-05,Bengals,W 23 - 7,1,0
Matt Overton,2017,Regular Season,7,2017-10-22,@Colts,W 27 - 0,1,0
Matt Overton,2017,Regular Season,6,2017-10-15,Rams,L 17 - 27,1,0
Matt Overton,2017,Regular Season,5,2017-10-08,@Steelers,W 30 - 9,1,0
Matt Overton,2017,Regular Season,4,2017-10-01,@Jets,L 20 - 23,1,0
Matt Overton,2017,Regular Season,3,2017-09-24,Ravens,W 44 - 7,1,0
Matt Overton,2017,Regular Season,2,2017-09-17,Titans,L 16 - 37,1,0
Matt Overton,2017,Regular Season,1,2017-09-10,@Texans,W 29 - 7,1,0
Justin Drescher,2017,Preseason,3,2017-08-27,Texans,W 13 - 0,1,0
Justin Drescher,2017,Preseason,2,2017-08-21,@Chargers,W 13 - 7,1,0
Justin Drescher,2017,Preseason,1,2017-08-11,@Browns,L 14 - 20,1,0
Justin Drescher,2017,Regular Season,14,2017-12-10,Titans,W 12 - 7,1,0
Justin Drescher,2017,Regular Season,13,2017-12-03,Rams,L 16 - 32,1,0
Justin Drescher,2017,Regular Season,12,2017-11-26,Jaguars,W 27 - 24,1,0
Justin Drescher,2017,Regular Season,11,2017-11-19,@Texans,L 21 - 31,1,0
Justin Drescher,2017,Regular Season,10,2017-11-10,Seahawks,L 16 - 22,1,0
Justin Drescher,2017,Regular Season,9,2017-11-05,@49ers,W 20 - 10,1,0
Justin Drescher,2017,Regular Season,7,2017-10-22,@Rams,L 0 - 33,1,0
Justin Drescher,2017,Regular Season,6,2017-10-15,Buccaneers,W 38 - 33,1,0
Jon Weeks,2017,Preseason,3,2017-08-27,@Saints,L 0 - 13,1,0
Jon Weeks,2017,Preseason,2,2017-08-20,Patriots,W 27 - 23,1,0
Jon Weeks,2017,Preseason,1,2017-08-09,@Panthers,L 17 - 27,1,0
Jon Weeks,2017,Regular Season,17,2017-12-31,@Colts,L 13 - 22,1,0
Jon Weeks,2017,Regular Season,16,2017-12-25,Steelers,L 6 - 34,1,0
Jon Weeks,2017,Regular Season,15,2017-12-17,@Jaguars,L 7 - 45,1,0
Jon Weeks,2017,Regular Season,14,2017-12-10,49ers,L 16 - 26,1,0
Jon Weeks,2017,Regular Season,13,2017-12-03,@Titans,L 13 - 24,1,0
Jon Weeks,2017,Regular Season,12,2017-11-28,@Ravens,L 16 - 23,1,0
Jon Weeks,2017,Regular Season,11,2017-11-19,Cardinals,W 31 - 21,1,0
Jon Weeks,2017,Regular Season,10,2017-11-12,@Rams,L 7 - 33,1,0
Jon Weeks,2017,Regular Season,9,2017-11-05,Colts,L 14 - 20,1,0
Jon Weeks,2017,Regular Season,8,2017-10-29,@Seahawks,L 38 - 41,1,0
Jon Weeks,2017,Regular Season,6,2017-10-15,Browns,W 33 - 17,1,0
Jon Weeks,2017,Regular Season,5,2017-10-09,Chiefs,L 34 - 42,1,0
Jon Weeks,2017,Regular Season,4,2017-10-01,Titans,W 57 - 14,1,0
Jon Weeks,2017,Regular Season,3,2017-09-24,@Patriots,L 33 - 36,1,0
Jon Weeks,2017,Regular Season,2,2017-09-15,@Bengals,W 13 - 9,1,0
Jon Weeks,2017,Regular Season,1,2017-09-10,Jaguars,L 7 - 29,1,0
Mike Windt,2017,Preseason,4,2017-09-01,@49ers,L 13 - 23,1,0
Mike Windt,2017,Preseason,3,2017-08-27,@Rams,W 21 - 19,1,0
Mike Windt,2017,Preseason,2,2017-08-21,Saints,L 7 - 13,1,0
Mike Windt,2017,Preseason,1,2017-08-14,Seahawks,L 17 - 48,1,0
Mike Windt,2017,Regular Season,17,2017-12-31,Raiders,W 30 - 10,1,0
Mike Windt,2017,Regular Season,16,2017-12-24,@Jets,W 14 - 7,1,0
Mike Windt,2017,Regular Season,15,2017-12-17,@Chiefs,L 13 - 30,1,0
Mike Windt,2017,Regular Season,14,2017-12-10,Redskins,W 30 - 13,1,0
Mike Windt,2017,Regular Season,13,2017-12-03,Browns,W 19 - 10,1,0
Mike Windt,2017,Regular Season,12,2017-11-23,@Cowboys,W 28 - 6,1,0
Mike Windt,2017,Regular Season,11,2017-11-19,Bills,W 54 - 24,1,0
Mike Windt,2017,Regular Season,10,2017-11-12,@Jaguars,L 17 - 20,1,0
Mike Windt,2017,Regular Season,8,2017-10-29,@Patriots,L 13 - 21,1,0
Mike Windt,2017,Regular Season,7,2017-10-22,Broncos,W 21 - 0,1,0
Mike Windt,2017,Regular Season,6,2017-10-15,@Raiders,W 17 - 16,1,0
Mike Windt,2017,Regular Season,5,2017-10-08,@Giants,W 27 - 22,1,0
Mike Windt,2017,Regular Season,4,2017-10-01,Eagles,L 24 - 26,1,0
Mike Windt,2017,Regular Season,3,2017-09-24,Chiefs,L 10 - 24,1,0
Mike Windt,2017,Regular Season,2,2017-09-17,Dolphins,L 17 - 19,1,0
Mike Windt,2017,Regular Season,1,2017-09-12,@Broncos,L 21 - 24,1,0
Morgan Cox,2017,Preseason,4,2017-09-01,@Saints,W 14 - 13,0,0
Morgan Cox,2017,Preseason,3,2017-08-26,Bills,W 13 - 9,1,0
Morgan Cox,2017,Preseason,2,2017-08-17,@Dolphins,W 31 - 7,1,0
Morgan Cox,2017,Preseason,1,2017-08-10,Redskins,W 23 - 3,1,0
Morgan Cox,2017,Regular Season,17,2017-12-31,Bengals,L 27 - 31,1,0
Morgan Cox,2017,Regular Season,16,2017-12-23,Colts,W 23 - 16,1,0
Morgan Cox,2017,Regular Season,15,2017-12-17,@Browns,W 27 - 10,1,0
Morgan Cox,2017,Regular Season,14,2017-12-11,@Steelers,L 38 - 39,1,0
Morgan Cox,2017,Regular Season,13,2017-12-03,Lions,W 44 - 20,1,0
Morgan Cox,2017,Regular Season,12,2017-11-28,Texans,W 23 - 16,1,0
Morgan Cox,2017,Regular Season,11,2017-11-19,@Packers,W 23 - 0,1,0
Morgan Cox,2017,Regular Season,9,2017-11-05,@Titans,L 20 - 23,1,0
Morgan Cox,2017,Regular Season,8,2017-10-27,Dolphins,W 40 - 0,1,0
Morgan Cox,2017,Regular Season,7,2017-10-22,@Vikings,L 16 - 24,1,0
Morgan Cox,2017,Regular Season,6,2017-10-15,Bears,L 24 - 27,1,0
Morgan Cox,2017,Regular Season,5,2017-10-08,@Raiders,W 30 - 17,1,0
Morgan Cox,2017,Regular Season,4,2017-10-01,Steelers,L 9 - 26,1,0
Morgan Cox,2017,Regular Season,3,2017-09-24,@Jaguars,L 7 - 44,1,0
Morgan Cox,2017,Regular Season,2,2017-09-17,Browns,W 24 - 10,1,0
Morgan Cox,2017,Regular Season,1,2017-09-10,@Bengals,W 20 - 0,1,0
Patrick Scales,2017,Preseason,3,2017-08-27,@Titans,W 19 - 7,1,0
Patrick Scales,2017,Preseason,2,2017-08-20,@Cardinals,W 24 - 23,1,0
Patrick Scales,2017,Preseason,1,2017-08-11,Broncos,L 17 - 24,1,0
Kyle Nelson,2017,Preseason,4,2017-09-01,Chargers,W 23 - 13,1,0
Kyle Nelson,2017,Preseason,3,2017-08-28,@Vikings,L 31 - 32,1,0
Kyle Nelson,2017,Preseason,2,2017-08-20,Broncos,L 14 - 33,1,0
Kyle Nelson,2017,Preseason,1,2017-08-12,@Chiefs,W 27 - 17,1,0
Kyle Nelson,2017,Regular Season,17,2017-12-31,@Rams,W 34 - 13,1,0
Kyle Nelson,2017,Regular Season,16,2017-12-24,Jaguars,W 44 - 33,1,0
Kyle Nelson,2017,Regular Season,15,2017-12-17,Titans,W 25 - 23,1,0
Kyle Nelson,2017,Regular Season,14,2017-12-10,@Texans,W 26 - 16,1,0
Kyle Nelson,2017,Regular Season,13,2017-12-03,@Bears,W 15 - 14,1,0
Kyle Nelson,2017,Regular Season,12,2017-11-26,Seahawks,L 13 - 24,1,0
Kyle Nelson,2017,Regular Season,10,2017-11-12,Giants,W 31 - 21,1,0
Kyle Nelson,2017,Regular Season,9,2017-11-05,Cardinals,L 10 - 20,1,0
Kyle Nelson,2017,Regular Season,8,2017-10-29,@Eagles,L 10 - 33,1,0
Kyle Nelson,2017,Regular Season,7,2017-10-22,Cowboys,L 10 - 40,1,0
Kyle Nelson,2017,Regular Season,6,2017-10-15,@Redskins,L 24 - 26,1,0
Kyle Nelson,2017,Regular Season,5,2017-10-08,@Colts,L 23 - 26,1,0
Kyle Nelson,2017,Regular Season,4,2017-10-01,@Cardinals,L 15 - 18,1,0
Kyle Nelson,2017,Regular Season,3,2017-09-22,Rams,L 39 - 41,1,0
Kyle Nelson,2017,Regular Season,2,2017-09-17,@Seahawks,L 9 - 12,1,0
Kyle Nelson,2017,Regular Season,1,2017-09-10,Panthers,L 3 - 23,1,0
Jake McQuaide,2017,Preseason,4,2017-08-31,@Packers,L 10 - 24,1,0
Jake McQuaide,2017,Preseason,3,2017-08-27,Chargers,L 19 - 21,1,0
Jake McQuaide,2017,Preseason,2,2017-08-20,@Raiders,W 24 - 21,1,0
Jake McQuaide,2017,Preseason,1,2017-08-13,Cowboys,W 13 - 10,1,0
Jake McQuaide,2017,Regular Season,17,2017-12-31,49ers,L 13 - 34,1,0
Jake McQuaide,2017,Regular Season,16,2017-12-24,@Titans,W 27 - 23,1,0
Jake McQuaide,2017,Regular Season,15,2017-12-17,@Seahawks,W 42 - 7,1,0
Jake McQuaide,2017,Regular Season,14,2017-12-10,Eagles,L 35 - 43,1,0
Jake McQuaide,2017,Regular Season,13,2017-12-03,@Cardinals,W 32 - 16,1,0
Jake McQuaide,2017,Regular Season,12,2017-11-26,Saints,W 26 - 20,1,0
Jake McQuaide,2017,Regular Season,11,2017-11-19,@Vikings,L 7 - 24,1,0
Jake McQuaide,2017,Regular Season,10,2017-11-12,Texans,W 33 - 7,1,0
Jake McQuaide,2017,Regular Season,9,2017-11-05,@Giants,W 51 - 17,1,0
Jake McQuaide,2017,Regular Season,7,2017-10-22,Cardinals,W 33 - 0,1,0
Jake McQuaide,2017,Regular Season,6,2017-10-15,@Jaguars,W 27 - 17,1,0
Jake McQuaide,2017,Regular Season,5,2017-10-08,Seahawks,L 10 - 16,1,0
Jake McQuaide,2017,Regular Season,4,2017-10-01,@Cowboys,W 35 - 30,1,0
Jake McQuaide,2017,Regular Season,3,2017-09-22,@49ers,W 41 - 39,1,0
Jake McQuaide,2017,Regular Season,2,2017-09-17,Redskins,L 20 - 27,1,0
Jake McQuaide,2017,Regular Season,1,2017-09-10,Colts,W 46 - 9,1,0
Jake McQuaide,2017,Post Season,1,2018-01-07,Falcons,L 13 - 26,1,0
Josh Harris,2017,Preseason,4,2017-08-31,Jaguars,L 7 - 13,1,0
Josh Harris,2017,Preseason,3,2017-08-26,Cardinals,L 14 - 24,1,0
Josh Harris,2017,Preseason,2,2017-08-20,@Steelers,L 13 - 17,1,0
Josh Harris,2017,Preseason,1,2017-08-10,@Dolphins,L 20 - 23,1,0
Josh Harris,2017,Regular Season,17,2017-12-31,Panthers,W 22 - 10,1,0
Josh Harris,2017,Regular Season,16,2017-12-24,@Saints,L 13 - 23,1,0
Josh Harris,2017,Regular Season,15,2017-12-19,@Buccaneers,W 24 - 21,1,0
Josh Harris,2017,Regular Season,14,2017-12-08,Saints,W 20 - 17,1,0
Josh Harris,2017,Regular Season,13,2017-12-03,Vikings,L 9 - 14,1,0
Josh Harris,2017,Regular Season,12,2017-11-26,Buccaneers,W 34 - 20,1,0
Josh Harris,2017,Regular Season,11,2017-11-21,@Seahawks,W 34 - 31,1,0
Josh Harris,2017,Regular Season,10,2017-11-12,Cowboys,W 27 - 7,1,0
Josh Harris,2017,Regular Season,9,2017-11-05,@Panthers,L 17 - 20,1,0
Josh Harris,2017,Regular Season,8,2017-10-29,@Jets,W 25 - 20,1,0
Josh Harris,2017,Regular Season,7,2017-10-23,@Patriots,L 7 - 23,1,0
Josh Harris,2017,Regular Season,6,2017-10-15,Dolphins,L 17 - 20,1,0
Josh Harris,2017,Regular Season,4,2017-10-01,Bills,L 17 - 23,1,0
Josh Harris,2017,Regular Season,3,2017-09-24,@Lions,W 30 - 26,1,0
Josh Harris,2017,Regular Season,2,2017-09-18,Packers,W 34 - 23,1,0
Josh Harris,2017,Regular Season,1,2017-09-10,@Bears,W 23 - 17,1,0
Josh Harris,2017,Post Season,2,2018-01-13,@Eagles,L 10 - 15,1,0
Josh Harris,2017,Post Season,1,2018-01-07,@Rams,W 26 - 13,1,0
